TCGA.S9.A6U1	TCGA.HT.7483	TCGA.VW.A7QS	TCGA.HT.A5RA	TCGA.DH.A66G	TCGA.P5.A5EX	TCGA.DH.A7UR	TCGA.HT.7604	TCGA.IK.8125	TCGA.HT.A61C	TCGA.HT.A74K	TCGA.DB.A4XD	TCGA.HT.7477	TCGA.S9.A6TX	TCGA.DB.A75K	TCGA.HT.A619	TCGA.FN.7833	TCGA.HT.8114
ENSG00000254415	482	102	31	340	361	102	30	127	109	234	118	275	153	199	365	0	758	675
ENSG00000254416	16	28	12	108	128	52	3	155	4	31	5	16	41	6	4	0	127	304
ENSG00000254417	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254418	4	1	0	1	0	0	0	0	2	0	4	4	1	3	0	0	0	3
ENSG00000254419	17	1	15	12	11	5	4	0	22	6	3	8	22	19	23	5	8	21
ENSG00000254420	5	2	2	2	1	3	1	5	2	2	2	2	3	2	2	0	5	3
ENSG00000254422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254423	5	1	4	0	3	0	1	2	4	0	0	3	0	0	6	3	2	5
ENSG00000254424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254427	39	197	64	49	126	39	101	176	218	77	226	57	24	71	111	24	154	301
ENSG00000254428	50	16	56	24	62	13	37	39	50	15	1	23	37	38	57	54	51	55
ENSG00000254429	2	12	0	1	6	9	16	6	16	4	10	8	4	6	0	1	7	3
ENSG00000254430	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254431	3	1	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254432	14	3	4	0	1	1	23	7	8	21	19	1	19	0	1	6	3	2
ENSG00000254433	25	10	40	3	18	1	12	11	24	6	2	16	10	9	5	16	21	14
ENSG00000254434	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ENSG00000254436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254438	4	2	0	1	1	3	16	5	4	1	1	2	2	2	3	4	21	12
ENSG00000254440	1	0	5	1	0	0	3	3	2	0	0	4	4	1	7	1	2	2
ENSG00000254441	7	1	8	6	4	1	11	6	8	0	0	9	7	3	1	7	9	10
ENSG00000254442	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254443	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254444	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	3	1	2
ENSG00000254445	0	0	0	0	1	0	1	1	4	1	2	1	3	1	2	0	2	1
ENSG00000254447	1	1	0	0	0	1	2	3	0	0	0	1	3	2	0	0	1	0
ENSG00000254449	6	0	4	0	1	0	3	0	4	2	0	0	1	1	2	1	0	4
ENSG00000254450	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0
ENSG00000254451	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000254452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254453	4	6	3	2	6	0	7	2	6	0	2	4	0	0	1	0	2	12
ENSG00000254454	5	4	6	5	3	1	0	3	2	6	0	0	1	2	10	2	6	5
ENSG00000254455	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254456	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000254457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254458	1	2	0	4	1	2	2	1	0	13	1	2	2	0	3	0	1	4
ENSG00000254459	8	4	6	4	11	10	5	17	10	9	8	9	15	2	12	15	19	10
ENSG00000254460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254461	38	30	103	21	36	9	39	28	61	21	14	29	48	92	79	52	40	40
ENSG00000254463	0	0	6	0	2	0	2	2	12	0	0	0	4	0	3	1	3	2
ENSG00000254464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254467	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000254468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000254469	67	72	79	91	64	61	111	66	100	97	51	50	91	71	112	81	103	183
ENSG00000254470	1068	958	896	1116	758	580	688	840	829	910	564	792	706	692	1254	461	1087	1426
ENSG00000254471	1	4	8	1	2	5	2	4	3	0	0	1	0	1	2	3	2	1
ENSG00000254472	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254473	132	301	171	158	92	216	177	128	212	136	169	112	144	158	178	160	104	312
ENSG00000254475	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
ENSG00000254477	6	2	44	6	9	15	9	6	16	4	8	0	5	21	20	14	5	14
ENSG00000254478	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254479	1	1	1	0	0	1	3	0	1	1	1	1	1	4	2	0	1	0
ENSG00000254480	3	3	0	26	1	0	11	3	17	13	11	1	2	7	5	21	4	14
ENSG00000254481	12	10	18	38	12	16	35	21	12	52	26	3	12	11	39	2	2	9
ENSG00000254482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254483	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254484	1	0	5	0	1	0	0	0	0	1	0	1	1	0	0	1	3	0
ENSG00000254485	14	11	8	12	19	8	27	16	8	13	15	8	12	6	9	13	18	38
ENSG00000254486	0	1	0	3	7	1	1	7	1	2	0	0	1	1	0	0	2	22
ENSG00000254487	4	0	1	0	3	0	0	0	7	0	0	0	0	1	0	1	0	5
ENSG00000254488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254489	28	16	78	5	13	2	3	6	8	75	13	5	46	5	18	2	0	10
ENSG00000254490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254491	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ENSG00000254492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254495	7	3	9	5	0	3	4	6	2	1	7	3	6	2	5	5	2	6
ENSG00000254496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254497	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000254498	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254499	1	3	3	0	5	0	0	0	15	4	4	2	3	2	2	0	2	7
ENSG00000254500	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
ENSG00000254501	14	10	6	19	3	3	19	17	11	15	22	5	12	7	29	21	12	19
ENSG00000254502	2	1	2	0	1	1	0	2	0	0	0	0	1	0	3	2	0	1
ENSG00000254503	5	7	7	32	9	6	8	6	6	9	1	7	6	3	11	4	30	17
ENSG00000254505	169	179	236	91	162	189	242	222	293	178	254	167	253	218	356	129	187	433
ENSG00000254506	0	4	3	6	2	2	2	0	4	1	0	1	2	1	1	1	0	2
ENSG00000254507	3	7	12	5	17	3	53	15	47	12	24	7	4	47	30	70	16	11
ENSG00000254508	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254509	11	4	36	3	15	2	10	10	26	7	0	9	10	13	17	12	14	10
ENSG00000254510	5	123	176	36	146	17	272	22	149	604	392	2	139	68	193	203	20	80
ENSG00000254511	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254512	1	1	5	0	2	1	4	1	0	1	1	1	0	0	3	0	3	4
ENSG00000254514	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254518	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254519	0	2	1	0	0	0	0	1	2	0	2	2	0	0	0	0	0	0
ENSG00000254521	20	17	78	1	0	4	3	49	1	13	3	1	25	23	15	39	1	29
ENSG00000254522	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0
ENSG00000254524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254526	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000254527	3	2	2	0	1	3	2	2	0	3	0	0	1	2	1	1	0	0
ENSG00000254528	280	90	217	38	94	92	134	216	239	25	191	227	95	303	328	300	205	272
ENSG00000254529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254530	0	0	0	0	1	0	4	0	1	1	1	0	0	1	0	1	0	6
ENSG00000254531	239	297	470	170	273	482	608	345	409	265	785	203	314	482	988	386	355	599
ENSG00000254532	2	2	16	0	2	10	20	7	6	3	0	3	1	3	4	12	1	20
ENSG00000254533	12	2	1	34	5	4	9	3	4	9	15	0	106	11	9	2	0	1
ENSG00000254534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254535	36	47	30	309	8	63	69	22	52	39	11	12	109	29	21	67	13	51
ENSG00000254536	1	0	0	1	1	1	1	0	1	2	0	1	1	3	1	1	0	0
ENSG00000254537	1	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0
ENSG00000254538	0	0	1	2	0	1	0	0	1	2	0	2	1	0	0	0	0	2
ENSG00000254539	2	1	0	1	2	0	0	4	1	0	0	1	2	0	2	2	1	7
ENSG00000254540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254542	2	1	1	0	1	0	0	0	0	0	0	4	0	1	0	0	0	1
ENSG00000254543	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
ENSG00000254544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254545	0	3	79	28	266	53	6	13	7	89	13	1	9	2	28	3	0	28
ENSG00000254546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254547	1	1	0	0	7	0	2	0	2	1	0	0	4	1	0	0	0	1
ENSG00000254548	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254550	2	0	4	0	1	4	4	0	0	29	0	2	3	1	3	3	1	1
ENSG00000254551	4	8	5	0	6	0	0	0	0	1	0	3	12	2	1	1	1	9
ENSG00000254552	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000254553	3	2	0	0	2	0	5	1	6	1	1	1	1	3	3	3	1	2
ENSG00000254554	1	3	5	20	3	3	2	0	7	6	3	0	2	1	2	1	1	1
ENSG00000254555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254556	2	1	7	0	4	1	4	4	5	1	0	2	3	3	3	3	0	2
ENSG00000254557	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
ENSG00000254558	2	0	0	0	2	0	2	0	2	1	0	0	1	0	0	0	0	1
ENSG00000254559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254560	3	3	6	11	2	2	3	3	4	5	0	0	2	4	1	91	3	13
ENSG00000254561	17	21	111	10	34	31	30	34	55	26	32	21	19	26	20	10	25	93
ENSG00000254562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254563	1	7	0	0	10	0	12	2	27	0	0	0	2	0	0	0	2	2
ENSG00000254564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254565	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254566	0	4	0	1	1	0	3	1	6	0	1	1	0	1	4	1	1	2
ENSG00000254567	0	0	1	0	0	0	1	1	0	0	0	0	1	3	6	0	0	1
ENSG00000254568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254571	0	1	3	0	0	1	1	1	0	0	1	0	2	2	3	1	0	3
ENSG00000254572	4	2	5	1	2	2	1	1	4	0	0	1	2	4	15	0	2	11
ENSG00000254573	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254574	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000254575	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000254576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254577	11	7	22	6	8	0	7	6	8	9	7	9	5	12	9	13	14	10
ENSG00000254578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254579	0	0	0	0	0	0	3	0	2	2	3	0	0	1	3	2	0	0
ENSG00000254580	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000254581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254582	1	0	1	0	0	0	0	3	0	0	0	2	1	0	1	1	0	1
ENSG00000254583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254584	0	0	0	2	0	2	0	2	0	0	9	0	1	3	3	0	0	1
ENSG00000254585	286	357	529	135	293	74	594	339	735	541	199	376	159	644	750	2	248	464
ENSG00000254586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254587	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000254588	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2
ENSG00000254589	4	2	1	1	2	1	1	3	5	1	0	1	1	0	0	2	0	14
ENSG00000254590	3	2	4	0	3	0	1	4	6	1	0	1	1	0	0	0	4	6
ENSG00000254591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254592	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254593	2	0	1	5	5	1	2	2	4	31	4	3	3	0	5	4	3	6
ENSG00000254594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254595	135	131	187	94	82	137	92	216	231	188	79	135	76	84	104	121	154	190
ENSG00000254596	2	1	6	0	2	0	6	0	4	0	1	0	0	7	2	6	0	2
ENSG00000254598	34	21	32	5	10	11	16	17	18	17	0	9	20	17	34	15	15	37
ENSG00000254599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254602	99	88	50	55	96	25	199	98	137	99	42	58	124	89	174	140	57	152
ENSG00000254603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254604	23	19	18	17	19	34	32	32	34	22	22	31	30	22	28	42	27	47
ENSG00000254605	0	1	2	1	0	5	2	0	2	2	2	0	0	1	3	1	1	1
ENSG00000254606	0	0	3	3	0	0	1	1	0	0	0	0	0	2	1	0	1	1
ENSG00000254607	4	7	5	1	2	3	2	4	5	3	5	2	3	6	1	0	1	3
ENSG00000254609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254610	6	2	0	5	2	3	7	3	5	5	2	0	2	0	4	6	3	0
ENSG00000254612	294	315	408	398	341	255	241	550	396	345	76	238	353	436	376	464	298	709
ENSG00000254613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254614	51	34	59	72	59	80	14	34	73	53	92	67	21	44	124	10	60	108
ENSG00000254615	111	380	591	340	241	124	169	312	344	254	555	90	707	553	331	354	83	269
ENSG00000254616	1	0	5	0	0	0	1	0	2	0	0	0	0	4	2	0	0	1
ENSG00000254617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254619	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254620	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSG00000254621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254622	0	32	1	1	1	1	0	23	5	5	0	1	4	2	0	0	46	29
ENSG00000254623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254626	0	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0
ENSG00000254627	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	1
ENSG00000254629	0	0	1	0	0	1	1	1	0	0	1	2	0	0	0	1	1	0
ENSG00000254630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254631	4	3	6	3	1	6	3	3	3	6	2	6	8	2	1	2	2	6
ENSG00000254632	2	4	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	0
ENSG00000254633	0	2	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0
ENSG00000254634	5	5	12	2	2	2	1	5	6	8	0	4	6	3	7	4	4	11
ENSG00000254635	1445	3693	1740	735	1512	1113	2629	2042	2297	1387	1597	975	1709	1599	1533	2013	1651	4258
ENSG00000254636	2	0	9	4	3	5	10	2	10	2	5	6	5	5	25	17	4	12
ENSG00000254637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254638	1	0	1	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0
ENSG00000254639	0	1	0	3	0	0	4	0	1	3	0	0	0	0	5	0	0	2
ENSG00000254641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254644	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSG00000254645	0	1	3	11	2	0	5	5	13	0	0	6	1	1	1	0	5	1
ENSG00000254646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254647	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	2
ENSG00000254648	4	2	9	5	5	2	5	3	3	11	1	3	9	7	7	2	4	4
ENSG00000254649	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254651	0	2	0	0	3	0	2	0	2	0	0	0	0	0	0	1	0	0
ENSG00000254653	2	0	0	0	1	0	3	1	0	0	0	0	3	1	2	0	0	2
ENSG00000254654	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254656	13	32	8	17	51	2	4	8	28	4	2	6	7	10	39	0	5	27
ENSG00000254658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254659	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000254660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254661	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254662	8	0	7	1	2	1	3	5	4	3	3	2	4	2	10	5	6	9
ENSG00000254663	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254664	4	1	2	0	8	1	4	6	4	1	0	1	3	0	3	2	4	3
ENSG00000254665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254669	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
ENSG00000254670	2	0	0	45	1	0	3	2	2	10	0	0	1	0	0	0	6	0
ENSG00000254672	0	0	0	0	0	2	1	0	1	0	0	1	2	0	0	0	0	0
ENSG00000254673	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254675	1	0	0	2	0	0	0	0	0	8	1	0	0	0	0	0	1	0
ENSG00000254676	21	9	44	11	22	12	18	19	25	6	6	20	17	21	37	21	23	27
ENSG00000254677	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000254678	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000254680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254681	57	72	178	373	80	439	546	92	114	47	10	359	349	409	206	473	354	183
ENSG00000254682	112	658	227	187	314	227	1005	100	268	235	98	191	315	476	313	63	138	475
ENSG00000254683	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	2	0	1
ENSG00000254684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254685	464	480	171	1360	667	306	216	718	444	362	124	452	357	213	98	354	459	1266
ENSG00000254686	1	1	0	1	0	0	2	0	0	0	1	1	1	0	0	0	1	1
ENSG00000254687	1	0	0	10	2	0	1	0	1	0	0	0	1	1	1	0	0	1
ENSG00000254688	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000254689	6	4	3	7	8	0	6	7	2	2	2	7	18	2	5	2	4	8
ENSG00000254690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254691	2	0	3	3	5	0	7	5	10	15	7	4	6	5	14	4	7	5
ENSG00000254692	0	1	0	0	0	3	0	1	1	3	0	0	7	2	0	1	0	2
ENSG00000254693	3	0	1	0	1	0	1	1	0	0	0	9	0	2	2	2	1	2
ENSG00000254694	10	4	8	4	10	3	4	6	9	0	0	7	7	2	7	16	8	8
ENSG00000254695	1	3	5	2	0	16	12	6	8	4	5	5	3	2	4	1	4	4
ENSG00000254697	2	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0
ENSG00000254698	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000254699	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000254700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254701	2	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000254702	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000254703	67	65	32	26	23	79	110	41	29	29	73	39	63	42	85	94	91	105
ENSG00000254704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254705	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254706	15	18	4	37	35	14	1	27	10	18	0	8	50	4	10	8	21	58
ENSG00000254707	2	1	4	0	1	0	0	1	1	1	0	0	0	2	0	0	0	2
ENSG00000254708	0	0	3	0	1	0	0	0	5	1	0	1	1	1	1	2	0	1
ENSG00000254709	0	0	1	3	57	1212	2	4	5	0	16	0	0	0	0	5	3	1
ENSG00000254710	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000254712	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000254713	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	3
ENSG00000254715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254717	13	2	34	4	10	5	51	13	51	39	6	6	43	14	8	15	3	24
ENSG00000254718	29	19	4	17	26	4	37	17	25	10	16	10	11	19	54	14	18	39
ENSG00000254719	8	2	3	1	1	2	3	3	7	1	1	0	6	2	13	8	2	12
ENSG00000254720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254722	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000254723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254724	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254726	5377	3717	3227	819	1681	340	3466	4367	3181	5152	1029	3810	4368	2465	3108	3296	1950	5005
ENSG00000254727	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254728	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254730	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254731	3	4	7	4	15	12	3	1	11	7	2	2	8	3	8	10	4	6
ENSG00000254732	5	10	6	2	10	6	4	3	7	1	0	1	4	2	2	2	4	5
ENSG00000254733	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000254734	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000254735	0	0	1	1	0	1	1	1	0	1	3	2	0	1	1	4	0	1
ENSG00000254736	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000254737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254739	5	2	6	6	5	1	4	6	4	2	2	6	0	1	3	2	3	1
ENSG00000254740	2	0	5	1	0	1	0	0	4	1	0	1	1	0	0	0	1	7
ENSG00000254741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254743	0	0	6	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0
ENSG00000254744	1	1	0	2	1	8	2	1	0	3	2	2	3	0	10	1	1	0
ENSG00000254746	1	8	6	0	13	2	5	0	31	3	1	2	6	2	1	0	0	4
ENSG00000254747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254748	1	1	2	1	1	0	0	0	2	0	0	0	2	0	1	0	0	3
ENSG00000254749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSG00000254750	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3
ENSG00000254751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254754	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000254755	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254756	1	1	19	7	3	1	2	0	2	10	4	0	9	5	5	9	3	4
ENSG00000254757	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
