TCGA.A6.A565	TCGA.A6.2671	TCGA.AA.A02K	TCGA.AZ.4682	TCGA.AA.3973	TCGA.A6.5664	TCGA.A6.A566	TCGA.AZ.6600	TCGA.AA.3680	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.CM.4748	TCGA.AA.3692
ENSG00000107485	219	35	58	14	9	72	127	45	21	17	17	4	3	28
ENSG00000107518	15	5	0	6	16	113	23	60	13	3	0	3	5	4
ENSG00000107521	5208	1609	5597	4040	1543	3596	2681	3925	853	3136	1625	1440	107	1413
ENSG00000107537	2221	1141	5465	2899	944	1034	1388	2988	1126	334	970	701	35	1218
ENSG00000107551	1936	401	523	1129	329	1435	2333	936	197	403	187	139	46	525
ENSG00000107554	4342	1124	2755	3718	1754	3610	1901	3110	816	2453	1365	1120	103	1155
ENSG00000107560	983	127	535	683	316	832	712	470	252	333	222	239	28	206
ENSG00000107562	3432	1579	236	524	265	4028	3438	5598	421	457	360	246	39	417
ENSG00000107566	4768	1273	4267	5446	3067	3602	2398	3741	1028	2355	2726	1657	121	2169
ENSG00000107581	20193	5427	9987	9016	4530	18629	9630	14390	5248	13092	4834	3908	336	2770
ENSG00000107593	50	6	18	1	5	19	35	13	2	4	1	0	8	11
ENSG00000107611	145	9	26	64	2	49	152	57	15	26	12	6	9	22
ENSG00000107614	281	100	626	255	90	299	274	242	142	165	146	123	6	90
ENSG00000107625	2206	656	1827	2601	1008	2038	1466	1354	720	1086	770	786	52	749
ENSG00000107643	2779	469	515	1303	634	1606	1141	1269	621	1235	663	482	37	487
ENSG00000107651	4259	623	2356	2926	1136	2845	2065	2551	1671	2344	1290	1195	49	973
ENSG00000107669	2514	417	1744	2486	1557	2363	1389	1952	996	1158	1056	873	44	624
ENSG00000107672	2001	361	2203	2896	1126	1686	1200	1109	967	1063	1199	936	52	1134
ENSG00000107679	3824	517	2236	3040	1595	3304	1929	1669	1237	2570	1390	1489	31	861
ENSG00000107719	1647	2406	440	2375	799	2231	3303	292	222	2304	362	1085	89	965
ENSG00000107731	6929	805	503	755	547	2201	7106	3830	393	550	241	268	66	650
ENSG00000107736	211	85	119	63	35	302	110	181	15	27	21	15	28	16
ENSG00000107738	4854	994	798	1715	826	2640	2882	3385	593	1073	644	522	59	1024
ENSG00000107742	5570	319	250	370	1335	2441	1400	1485	366	461	382	85	26	458
ENSG00000107745	4548	698	2344	2620	1231	3002	2646	2457	815	1308	1228	787	72	1017
ENSG00000107758	2990	588	1739	2375	974	1927	1903	1923	944	963	1025	835	31	830
ENSG00000107771	3113	682	1077	1488	1578	2893	2045	1701	968	694	995	476	48	741
ENSG00000107779	1285	320	1173	1915	709	1375	815	1107	356	762	606	513	29	588
ENSG00000107789	1755	293	900	1690	737	1326	1027	1009	426	592	884	417	34	958
ENSG00000107796	13790	7037	2884	8192	2296	17925	32222	11425	1594	1501	1381	1516	257	3310
ENSG00000107798	3618	1157	2458	4504	2027	2686	5697	2491	1293	2043	1467	2143	88	4137
ENSG00000107807	7	35	560	49	207	191	278	9	49	218	118	42	1	8
ENSG00000107815	1112	892	1457	1976	845	1348	622	760	273	1684	498	556	68	569
ENSG00000107816	2977	1767	2772	1740	1953	4239	2331	1768	592	1219	1313	632	66	1198
ENSG00000107819	4022	1350	2548	1501	1454	2698	3043	994	468	2511	721	1078	77	792
ENSG00000107821	713	145	987	875	226	970	475	458	201	156	327	235	10	205
ENSG00000107829	2722	1518	2087	1804	1870	1880	1283	2222	806	1053	953	630	88	738
ENSG00000107831	3	1	28	1	0	6	0	0	0	1	1	0	0	0
ENSG00000107833	1175	1247	2599	3445	586	1337	716	602	189	1149	870	498	70	1107
ENSG00000107854	4941	702	1985	2220	2412	2778	2443	2138	889	1892	1267	1026	64	1043
ENSG00000107859	0	0	0	0	0	0	1	1	1	1	0	0	0	2
ENSG00000107862	7961	2079	4150	2934	2225	5770	3815	5029	1304	3424	1730	1375	120	1210
ENSG00000107863	5118	1571	5329	2378	1109	3143	2544	3965	1133	2131	907	832	55	681
ENSG00000107864	475	44	123	188	145	266	157	361	93	154	80	76	5	86
ENSG00000107872	793	414	1168	1084	492	458	364	815	221	565	436	423	54	516
ENSG00000107874	1466	1105	2329	2948	1075	2225	1481	1075	353	1096	1037	667	96	1057
ENSG00000107882	1119	445	638	775	392	1253	890	649	264	567	389	294	27	321
ENSG00000107890	482	111	856	199	122	407	398	247	165	313	130	147	10	69
ENSG00000107897	3040	809	3471	2591	1075	2774	1869	1642	1508	1198	1064	747	69	1008
ENSG00000107902	1372	359	2013	1733	192	870	746	969	252	238	432	113	40	501
ENSG00000107929	6745	3487	14467	4993	2418	4730	2686	4197	2064	4926	2119	1818	125	1513
ENSG00000107937	4270	2550	11279	4671	1148	3545	2290	2324	975	3681	1093	1324	87	1017
ENSG00000107938	1273	193	729	654	343	677	507	420	260	734	300	319	10	239
ENSG00000107949	2503	592	3304	5124	724	2153	1775	1864	666	2284	995	1167	62	834
ENSG00000107951	1352	649	4091	1676	693	1118	821	905	589	1157	775	604	39	543
ENSG00000107954	2363	70	43	272	110	662	239	916	453	23	216	44	12	348
ENSG00000107957	10473	1352	2984	2342	1620	9417	9516	5123	1535	2402	1318	1198	98	1187
ENSG00000107959	5119	2077	8953	2973	1852	3679	2822	2695	1240	3039	861	1753	105	479
ENSG00000107960	1274	240	687	1174	338	993	857	619	179	506	472	606	42	345
ENSG00000107968	655	161	1079	596	218	1051	571	311	141	1201	318	164	14	329
ENSG00000107984	86	2	7	23	15	137	21	8	6	2	8	12	8	4
ENSG00000108001	84	61	21	21	13	215	137	97	18	23	5	11	3	16
ENSG00000108010	2883	1128	3335	6396	1331	2548	2017	1628	848	2387	2882	2576	108	1447
ENSG00000108018	135	15	9	4	5	128	1	278	10	4	0	0	14	6
ENSG00000108021	4037	1558	6375	2126	908	2799	1892	2075	778	2527	1060	972	46	909
ENSG00000108039	6886	1318	2691	5793	1255	4979	4475	3804	1023	2903	2038	1417	104	1122
ENSG00000108055	4255	819	3667	2644	1505	3015	2576	1913	663	2345	1264	910	50	858
ENSG00000108061	3570	425	1548	2261	1054	2228	1809	2592	634	1103	815	755	45	626
ENSG00000108064	2144	739	2619	5054	1312	3192	1792	2200	1317	2101	1614	871	92	1458
ENSG00000108091	4426	1206	4165	4784	1479	3813	2584	3165	2096	2143	1396	1739	89	1355
ENSG00000108094	2063	1177	3466	2640	924	1397	1347	1347	760	1214	1002	876	55	1532
ENSG00000108100	4379	2285	5553	4753	1892	4589	2957	3202	1806	2189	1414	1717	92	2514
ENSG00000108106	1232	1665	3736	1999	429	1217	855	665	278	1129	1626	842	122	897
ENSG00000108107	30852	46097	50810	81627	36796	33790	18701	29582	14645	31280	21160	28054	3041	37336
ENSG00000108175	8492	2147	3441	2172	2323	7886	5298	6621	2115	3154	1517	979	146	1297
ENSG00000108176	989	27	76	327	94	785	256	204	61	45	467	54	16	129
ENSG00000108179	4532	3013	8006	8156	1984	5263	4298	5027	1903	6910	3857	1973	143	2553
ENSG00000108187	3973	55	1816	1325	434	499	883	3041	668	225	378	169	7	649
ENSG00000108219	8862	1880	3775	5200	1966	5974	3995	6149	2506	4114	1703	1910	120	1597
ENSG00000108231	7	2	0	0	0	13	0	101	1	0	0	0	5	0
ENSG00000108239	935	192	779	815	490	710	594	702	210	397	372	306	7	289
ENSG00000108242	158	1	475	157	10	70	97	263	137	76	79	23	3	73
ENSG00000108244	204	17	5588	5793	1610	3958	82	20	69	27874	674	4532	97	4424
ENSG00000108255	4	1	8	3	0	0	0	1	0	0	1	0	2	0
ENSG00000108256	7372	1628	7602	4537	1787	4805	3314	4093	1969	6972	1737	1338	76	2522
ENSG00000108262	3744	4230	11714	5427	1805	4009	2870	2755	1215	6224	1295	945	135	2495
ENSG00000108298	48980	21111	181208	118673	33161	57625	31695	37183	17098	60928	24810	29769	2113	52492
ENSG00000108306	1378	403	2979	880	796	860	619	443	556	714	402	426	45	995
ENSG00000108309	29	57	103	69	173	24	7	40	6	6	2	10	7	32
ENSG00000108312	7490	4267	6057	4934	2354	5819	3983	5504	2420	5390	1714	2127	195	3635
ENSG00000108342	17	29	60	97	15	2888	145	26	5	27	197	94	13	122
ENSG00000108344	7904	7985	21995	8478	2890	6617	5011	5471	2375	10216	3688	3531	304	5664
ENSG00000108349	5204	2498	13726	3975	2808	4213	2556	3301	1702	4762	1942	2707	150	4405
ENSG00000108352	12685	2749	28875	5606	2343	1428	1712	9195	1708	3618	673	1492	84	2717
ENSG00000108370	102	18	4	36	27	50	30	106	27	31	11	3	1	28
ENSG00000108375	3325	9933	13657	17973	10472	13007	5532	2725	4990	12867	7146	7208	322	12073
ENSG00000108379	199	179	347	173	153	158	166	29	52	151	13	10	5	112
ENSG00000108381	84	22	46	19	3	99	27	313	18	7	7	1	0	17
ENSG00000108384	622	270	518	479	247	580	407	255	156	484	264	446	26	437
ENSG00000108387	410	191	137	181	81	351	796	193	46	89	68	52	13	123
ENSG00000108389	3558	1171	2011	1526	1597	1664	1425	1553	906	2013	929	984	56	1425
ENSG00000108395	1506	514	1146	1361	613	1084	1009	899	384	1616	475	680	36	742
ENSG00000108405	492	33	116	74	12	95	96	590	45	38	13	9	13	38
ENSG00000108406	1599	921	1509	1683	1299	2254	1436	1253	810	1543	725	887	63	2043
ENSG00000108417	0	1	2	1	0	0	0	0	2	40	0	0	2	0
ENSG00000108423	427	85	357	536	112	353	214	159	120	434	139	196	7	400
ENSG00000108424	15112	4810	12355	9039	3261	14554	9615	9027	3709	14261	5207	4150	373	6490
ENSG00000108433	1214	457	820	960	337	820	761	746	327	1272	391	415	22	586
ENSG00000108439	1171	595	1942	2047	612	1158	906	930	815	1602	1012	1171	60	1614
ENSG00000108442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108443	2147	319	955	1317	478	1670	1001	1161	380	1624	547	556	36	792
ENSG00000108448	291	63	118	206	108	176	219	144	85	70	82	50	20	102
ENSG00000108452	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000108465	9687	1955	5750	3685	2097	2750	3187	2198	1577	6595	1625	2552	91	2417
ENSG00000108468	2777	1316	3490	2517	1092	3623	2361	1475	749	2734	1152	881	80	1853
ENSG00000108469	3085	493	2085	850	481	877	803	718	464	1499	319	493	53	876
ENSG00000108474	998	228	470	345	258	296	417	295	215	397	320	228	17	236
ENSG00000108479	1414	937	1894	1679	374	1151	777	373	1011	894	389	351	61	1806
ENSG00000108506	1276	233	960	552	322	850	642	413	413	893	273	391	16	575
ENSG00000108509	4708	1276	2464	1217	911	2863	2313	2867	866	1092	775	574	56	715
ENSG00000108510	6584	1254	3699	2563	2565	4244	2523	3528	1467	4202	1341	1575	96	1746
ENSG00000108511	758	383	5327	632	1220	1463	1220	285	943	1220	736	1104	100	608
ENSG00000108515	471	145	645	102	147	198	242	111	84	119	108	56	14	103
ENSG00000108516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108518	49848	37681	44262	35943	15180	44027	31884	34929	12197	15971	18215	12890	1702	15978
ENSG00000108523	5539	2569	5062	4346	2489	4435	2724	4234	2073	1999	2138	1534	242	2152
ENSG00000108528	3382	2237	3455	3213	1085	3062	2368	3630	1113	1288	2577	1000	146	2168
ENSG00000108551	840	635	72	367	113	1574	321	215	926	25	123	119	29	636
ENSG00000108556	24	14	9	6	4	14	35	11	5	1	2	11	2	12
ENSG00000108557	3103	1560	1567	706	941	3423	1690	1348	820	1481	664	439	45	646
ENSG00000108559	2901	1749	2728	2718	1167	2471	1959	1549	1335	1325	1368	808	80	1765
ENSG00000108561	5127	4969	6681	9992	4982	6731	4853	3975	3090	3205	7593	3667	496	5753
ENSG00000108576	30	27	556	96	195	16	80	63	5	31	1	24	2	6
ENSG00000108578	2253	1209	3239	1201	795	1927	1783	1316	752	2808	538	321	48	1034
ENSG00000108582	8486	1138	4402	4309	5391	7308	4376	4953	3990	5118	2689	1311	186	3227
ENSG00000108587	2977	953	2800	2201	1056	2281	1524	2362	1129	2228	1011	561	87	1590
ENSG00000108588	7651	2467	7860	6814	2373	6919	3998	8011	3096	8566	2765	3600	205	4316
ENSG00000108590	312	75	174	294	108	217	153	121	117	121	236	95	3	202
ENSG00000108591	1580	1318	1210	1047	659	1229	912	972	506	644	823	463	31	594
ENSG00000108592	4091	1853	2836	1871	865	3226	2061	2406	784	3915	762	1059	87	1557
ENSG00000108599	1747	497	743	1100	677	1067	966	611	531	487	569	424	31	1019
ENSG00000108602	144	369	346	921	198	221	683	744	537	18	225	152	25	918
ENSG00000108604	6399	4441	13603	9127	3175	6562	4715	3833	2722	7581	3138	4172	274	5123
ENSG00000108622	740	154	319	351	274	577	714	438	125	136	110	128	8	305
ENSG00000108639	13254	11410	26692	30375	4434	10403	8110	10454	9644	20568	6034	7959	713	28459
ENSG00000108641	460	246	270	566	259	476	328	142	170	189	347	126	19	661
ENSG00000108651	2662	988	4162	3639	953	1764	1769	1408	800	3089	1070	785	56	1838
ENSG00000108654	45793	9755	14022	24514	8363	22861	20986	25293	8416	23425	10159	9483	641	15023
ENSG00000108666	977	272	972	1035	586	742	655	341	396	644	525	298	39	1019
ENSG00000108669	8739	993	2467	1940	841	3182	2365	4385	1066	3114	819	849	95	1242
ENSG00000108671	7210	2390	6309	4812	1792	4432	3877	4023	1751	6194	2291	1293	166	3288
ENSG00000108679	50209	21302	63590	30314	12934	46961	25307	33572	19923	22694	16557	10381	1320	18350
ENSG00000108684	33	2	1	120	2	8	0	20	35	18	12	1	5	56
ENSG00000108688	10	18	1	9	2	3	27	5	2	0	1	8	4	7
ENSG00000108691	737	585	249	877	126	1227	907	1091	104	124	243	174	45	636
ENSG00000108700	54	165	23	31	3	32	78	302	20	15	17	24	4	56
ENSG00000108702	2	1	0	0	0	0	5	0	0	1	0	0	1	1
ENSG00000108733	356	140	487	283	196	268	187	196	186	211	131	74	15	308
ENSG00000108759	1	0	0	2	0	1	0	0	1	28	0	0	3	0
ENSG00000108771	675	461	2180	297	181	300	453	408	241	224	225	196	15	408
ENSG00000108773	3392	2794	11005	4290	1961	2419	2366	1544	1269	6154	1324	2274	121	3830
ENSG00000108774	6530	3542	10665	5863	1677	4819	4274	4651	1421	4849	2005	2123	212	3157
ENSG00000108784	2787	915	3928	1868	951	1889	2543	1641	1088	1618	930	757	52	1407
ENSG00000108785	49	9	74	23	17	15	8	19	12	13	4	6	1	20
ENSG00000108786	114	34	106	65	45	57	33	60	34	60	28	37	1	41
ENSG00000108788	5084	1617	5804	6698	1095	2279	2593	3534	1216	3475	1724	2226	141	2559
ENSG00000108797	590	275	821	114	165	861	623	336	43	321	66	97	35	151
ENSG00000108798	919	293	199	235	84	493	867	477	134	194	160	84	12	407
ENSG00000108799	2392	465	3419	862	797	990	966	806	450	1813	479	768	22	798
ENSG00000108813	25	30	65	34	15	67	17	11	29	21	5	9	8	28
ENSG00000108819	3706	3334	4488	2651	1298	3192	3132	1896	1019	3432	969	1133	128	1701
ENSG00000108821	153739	146198	39344	22951	21141	453265	745872	14681	8022	68930	16366	34412	4116	25483
ENSG00000108823	189	86	3	61	40	187	34	297	20	16	8	8	8	23
ENSG00000108825	24	9	43	11	7	19	22	20	4	46	1	4	2	6
ENSG00000108826	2536	1397	2834	3207	679	1616	1377	1585	634	2102	1155	831	109	1656
ENSG00000108828	4764	3424	15860	1553	3470	5817	6057	3771	1173	3349	667	1743	178	2561
ENSG00000108829	15200	7839	11821	15109	3040	12288	9211	12055	3818	16604	5055	6377	470	6989
ENSG00000108830	17	48	48	12	59	41	14	36	4	5	0	5	7	11
ENSG00000108839	121	34	133	10	46	35	36	63	21	33	21	11	5	19
ENSG00000108840	2340	2702	4479	2756	1676	1976	2086	1757	938	2248	495	614	90	1832
ENSG00000108846	27613	3125	11639	4898	1434	6714	5943	13689	5895	6951	2276	4000	144	3171
ENSG00000108848	8606	1198	6168	4462	2009	3444	3279	2347	1543	7942	2044	2797	81	2723
ENSG00000108849	7	1	10	4	0	2	0	4	1	0	0	3	2	2
ENSG00000108852	123	59	36	109	50	137	53	164	16	19	84	17	26	59
ENSG00000108854	1751	444	1102	1456	761	1730	1461	1061	658	1436	498	422	34	921
ENSG00000108861	5390	2268	3966	5069	1919	3160	3486	3569	1521	3867	1933	2052	144	2492
ENSG00000108878	2	0	1	0	0	1	0	0	1	0	0	0	5	0
ENSG00000108883	7401	4691	7857	6679	2738	6351	4587	4244	2264	8843	2886	3091	247	4757
ENSG00000108924	76	61	8	71	28	338	58	171	28	218	43	155	5	86
ENSG00000108932	200	21	25	31	73	99	91	24	13	40	28	32	0	17
ENSG00000108946	10688	3375	6190	5411	3317	9235	7779	7046	2737	4671	3428	3174	256	3855
ENSG00000108947	88	37	18	44	51	106	194	68	14	14	10	25	8	26
ENSG00000108950	388	226	92	56	46	397	836	88	24	74	45	58	12	94
ENSG00000108953	26161	18338	17621	48578	12255	28649	18010	17664	10040	9135	17256	8924	1128	13413
ENSG00000108958	23	53	27	32	16	28	13	20	2	14	7	4	6	19
ENSG00000108960	999	360	652	1064	212	907	919	586	288	699	517	359	14	878
ENSG00000108961	460	175	690	434	234	430	389	264	89	215	217	101	16	245
ENSG00000108963	1193	982	1282	1340	620	949	610	1038	434	337	422	259	44	574
ENSG00000108984	2594	208	1440	847	240	1434	605	1516	581	987	848	434	26	918
ENSG00000109016	1757	800	1139	2371	506	1173	1017	1351	446	595	790	292	40	750
ENSG00000109046	10872	839	4137	2832	1861	4291	2971	3046	1337	4982	1247	798	54	1964
ENSG00000109047	5	0	0	4	0	6	1	5	0	2	2	1	11	3
ENSG00000109061	1	2	1	0	0	2	2	3	0	0	0	0	7	0
ENSG00000109062	6818	3208	11579	5902	1432	4029	2753	4709	1732	5909	2541	1658	165	1614
ENSG00000109063	257	20	33	11	18	48	66	82	11	27	12	12	10	20
ENSG00000109065	1848	973	2067	2167	706	1113	942	828	523	2569	688	824	53	1441
ENSG00000109066	1364	830	1299	1206	346	1030	887	951	296	1695	383	498	51	520
ENSG00000109072	15	9	42	9	10	27	20	10	6	23	1	1	5	4
ENSG00000109079	5437	1866	4747	3992	1240	4865	3314	3387	1056	4015	1054	847	69	2364
ENSG00000109083	1125	279	1205	1543	373	704	789	457	337	735	331	230	24	890
ENSG00000109084	1520	1976	11010	4014	757	2657	1409	1251	870	4143	1449	739	77	3413
ENSG00000109089	1213	720	682	553	109	1085	1297	434	250	1722	129	161	29	524
ENSG00000109099	4492	1047	700	1336	966	3985	5293	4273	559	1618	516	628	45	1019
ENSG00000109101	54	1	18	8	38	5	0	9	2	62	5	3	3	16
ENSG00000109103	1492	647	1927	1667	763	981	950	410	506	1132	727	389	37	1124
ENSG00000109107	1585	1588	329	1899	741	1138	1111	305	229	1483	184	213	39	1298
ENSG00000109111	7961	4371	7573	3296	1994	6881	3932	5447	2016	7778	1487	1106	148	2624
ENSG00000109113	1062	421	232	457	210	1001	2010	632	146	193	192	199	26	446
ENSG00000109118	2949	1457	2386	1629	845	2332	1234	1431	860	2057	669	483	65	1102
ENSG00000109132	12	3	0	0	1	37	0	81	3	0	0	1	0	0
ENSG00000109133	4141	962	3676	5538	1803	3646	2905	3106	1867	3240	2239	2127	194	2480
ENSG00000109158	7	1	4	969	0	72	0	30	32	2	5	0	40	93
ENSG00000109163	10	0	3	3	3	3	2	4	1	2	0	3	0	0
ENSG00000109171	3809	726	3719	3366	1379	2743	2402	3255	1284	1482	1146	1149	35	1161
ENSG00000109180	5893	906	5341	7111	2665	4579	3920	3916	2556	3040	2487	1832	145	4873
ENSG00000109181	5	3	949	3	8	4	50	16	0	0	1	1	0	3
ENSG00000109182	198	67	2949	126	0	20	51	3544	147	5	26	4	2	146
ENSG00000109184	1679	325	2307	1445	594	925	1083	853	337	1162	492	516	43	894
ENSG00000109189	927	195	580	840	714	866	592	528	396	569	289	321	12	407
ENSG00000109193	6	0	2	10	10	37	4	26	46	125	0	0	0	0
ENSG00000109205	49	83	17	578	54	399	10	7	86	18	4	17	2	79
ENSG00000109208	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109220	832	276	535	772	382	612	408	473	300	295	254	202	28	619
ENSG00000109255	440	135	335	291	73	92	11	56	75	228	14	156	6	92
ENSG00000109265	2582	89	529	371	100	1089	346	1003	357	620	53	62	11	178
ENSG00000109270	2606	822	2949	2888	839	1542	1371	1701	713	1325	1038	1005	62	1452
ENSG00000109272	5	3	2	2	3	9	53	2	3	7	12	7	2	3
ENSG00000109320	5782	3081	3905	3319	1649	4182	2648	4042	1433	1879	1516	1091	150	2200
ENSG00000109321	3796	6464	4430	24970	677	4456	1387	2414	275	2628	1816	1766	243	4091
ENSG00000109323	1710	460	1477	1454	1270	2146	2098	930	788	736	503	504	33	1013
ENSG00000109332	15851	7287	13867	16662	6215	11532	8488	11334	4617	7460	5834	5634	432	7967
ENSG00000109339	201	40	35	48	19	224	61	236	18	17	28	27	2	49
ENSG00000109381	2015	690	942	1317	809	1410	1008	943	682	799	459	453	37	922
ENSG00000109390	2318	871	1844	3946	948	1626	1245	2106	678	1363	1217	877	80	1837
ENSG00000109424	1	3	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000109436	1904	230	206	281	528	831	1035	1441	134	154	269	95	22	442
ENSG00000109445	1852	1299	1015	1668	603	1422	1007	1073	490	1031	772	627	51	955
ENSG00000109452	2015	145	780	1175	426	1126	1028	850	540	898	439	291	45	402
ENSG00000109458	2506	540	991	883	559	1293	928	1321	572	665	551	331	27	488
ENSG00000109466	1409	308	248	821	274	954	779	568	236	745	366	238	22	386
ENSG00000109471	8	0	0	0	0	3	0	2	1	2	0	0	0	1
ENSG00000109472	7477	550	122	1869	1413	3099	2324	2583	612	692	526	139	31	551
ENSG00000109475	19719	11502	28470	53309	16445	24411	12579	15546	6706	14820	11529	10814	867	19230
ENSG00000109501	1538	2307	1784	4226	3356	4588	1203	1552	725	4463	1061	3200	149	871
ENSG00000109511	16	0	3	4	0	16	2	0	8	0	0	2	0	2
ENSG00000109519	2431	964	2391	4949	894	2340	1740	2110	775	2318	1351	896	119	1497
ENSG00000109534	1308	1646	2705	2223	650	1173	1097	949	499	1256	593	506	127	902
ENSG00000109536	1182	345	718	1633	450	1074	940	814	301	544	473	371	23	620
ENSG00000109572	11650	2503	3847	9378	2098	9311	4474	7371	5188	6114	3433	3467	102	3546
ENSG00000109576	251	202	279	198	166	818	217	200	210	237	277	124	21	254
ENSG00000109586	8571	1124	2527	4107	2543	5890	3278	4483	5358	2015	1935	1674	66	1785
ENSG00000109606	12659	4547	4816	9289	3562	9331	4687	5310	3195	6724	4650	3765	297	5194
ENSG00000109610	2719	3150	3398	3501	10063	9189	1475	2938	3443	477	7682	960	333	1637
ENSG00000109618	1377	151	749	701	553	528	597	497	489	609	423	468	22	468
ENSG00000109625	176	54	21	25	13	110	52	78	9	32	5	8	2	13
ENSG00000109654	6979	3289	4051	8039	5109	11086	3985	5460	3819	3920	4811	5016	178	4560
ENSG00000109667	323	104	195	511	115	291	229	248	56	81	177	95	13	239
ENSG00000109670	1791	448	605	783	316	1093	621	1096	319	905	323	329	15	356
ENSG00000109674	125	107	216	206	55	155	126	25	37	116	219	90	9	142
ENSG00000109680	238	38	78	276	128	261	173	109	88	61	90	76	9	149
ENSG00000109684	97	4	4	3	4	46	27	10	6	6	4	6	4	2
ENSG00000109685	7821	3024	5823	4238	2461	6354	3486	3879	1312	5399	2769	1952	123	2409
ENSG00000109686	8772	5016	4726	6733	5161	6798	4474	6119	4394	3850	3118	2837	108	3632
ENSG00000109689	3595	419	977	1125	426	1524	1159	1212	717	794	647	718	37	784
ENSG00000109705	33	57	8	28	61	48	143	18	6	19	6	17	1	20
ENSG00000109736	4672	2036	4922	4525	2801	5724	2709	2496	1686	3506	1024	1376	154	2940
ENSG00000109738	23	14	8	30	23	55	180	25	7	14	9	7	5	21
ENSG00000109743	179	112	195	358	34	212	469	316	54	110	88	62	12	256
ENSG00000109756	3947	997	1151	1278	1340	2646	1869	2166	936	1634	752	835	36	598
ENSG00000109758	16	4	3	0	2	4	14	0	1	3	1	4	15	1
ENSG00000109762	1126	354	1573	726	1526	1515	771	513	240	848	413	423	30	323
ENSG00000109771	200	39	127	62	87	109	97	62	29	109	39	53	5	57
ENSG00000109775	1143	559	620	980	710	805	674	763	383	530	323	379	29	593
ENSG00000109787	11568	2361	3397	5779	3028	7034	3468	7272	3259	5731	2264	1721	206	3193
ENSG00000109790	1496	432	187	518	231	1013	1771	388	144	453	261	168	24	459
ENSG00000109794	247	373	6	92	186	618	91	387	170	18	250	36	11	477
ENSG00000109805	1065	273	1639	1104	245	1354	744	324	296	1140	690	547	28	620
ENSG00000109814	7210	910	1369	2659	833	5070	2780	14700	1799	2738	971	903	66	2278
ENSG00000109819	1007	43	502	149	110	811	306	896	276	472	642	434	11	128
ENSG00000109832	5	0	5	5	0	6	1	4	0	1	0	0	9	0
