TCGA.EB.A6QZ	TCGA.EB.A5KH	TCGA.EB.A6QY	TCGA.EB.A553	TCGA.EB.A57M	TCGA.EB.A85J	TCGA.D3.A51H	TCGA.EB.A3Y6	TCGA.EB.A5SH	TCGA.EB.A5UL	TCGA.W3.A825	TCGA.EB.A3XC
ENSG00000133789	12049	5797	3356	1080	3379	2823	6169	9168	2424	2707	2068	4445
ENSG00000133794	315	101	471	92	250	184	496	344	91	556	411	374
ENSG00000133800	151	15	85	25	232	8	323	45	20	17	76	147
ENSG00000133805	468	73	591	85	610	494	1534	175	115	378	635	187
ENSG00000133812	3851	2486	1521	402	1954	864	615	1571	1428	1098	2682	1281
ENSG00000133816	942	1573	759	1680	2825	1171	726	2365	1919	927	1380	2318
ENSG00000133818	558	245	638	101	315	282	1133	435	147	439	1356	481
ENSG00000133835	4366	4394	5022	1182	3307	3100	4032	5787	2537	3812	3131	2696
ENSG00000133858	768	349	2039	401	460	1080	2866	2063	218	3044	2679	678
ENSG00000133863	93	5	35	0	3	467	4	222	65	141	67	0
ENSG00000133872	12462	5623	7495	1329	3090	14766	10989	14340	6594	8547	17607	4836
ENSG00000133874	479	154	227	142	637	884	646	383	2369	296	2319	124
ENSG00000133878	1	14	1	2	7	2	19	2	2	9	246	2
ENSG00000133884	3240	2967	1634	640	2205	3276	2190	2703	2773	2592	2839	2748
ENSG00000133895	3487	4287	2201	1769	2066	3227	2275	3377	2505	2527	4777	3203
ENSG00000133935	2541	2382	2640	2590	1861	1837	1247	2188	3261	2930	1272	3446
ENSG00000133937	7	8	5	8	5	19	17	12	7	6	96	8
ENSG00000133943	2185	615	669	579	999	901	1661	1121	1344	1318	1319	690
ENSG00000133958	48	88	24	6	49	17	19	37	54	35	69	47
ENSG00000133961	3944	2166	2545	1630	3006	2164	2386	2576	2773	2185	1813	2526
ENSG00000133962	2	0	17	27	2	5	63	9	0	10	5	55
ENSG00000133980	1	1	1	0	0	1	58	0	2	5	1	0
ENSG00000133983	1335	383	963	521	608	766	664	1127	971	787	795	920
ENSG00000133985	22	61	474	22	225	145	1550	30	190	160	231	65
ENSG00000133997	1302	384	1038	331	766	835	881	815	790	918	1084	1165
ENSG00000134001	2363	1131	4987	1165	2331	3550	2092	4363	2476	4197	2838	7035
ENSG00000134007	3	3	4	0	1	3	2	4	0	1	4	2
ENSG00000134013	4544	2245	751	600	3300	1103	762	1804	1210	786	24362	1350
ENSG00000134014	2656	2568	2146	625	1100	3773	1233	2659	3005	2203	4962	1430
ENSG00000134020	42	13	5	0	33	38	32	11	17	16	65	24
ENSG00000134028	12	23	124	13	128	1067	2243	43	22	510	209	39
ENSG00000134030	1981	1352	516	993	4079	2673	650	1524	8618	1527	1598	760
ENSG00000134042	40	2	80	20	65	1	7	95	8	91	22	45
ENSG00000134046	2490	1412	4894	1463	2462	3563	6332	2882	1117	4205	1875	2071
ENSG00000134049	2390	1170	7837	1298	1409	2680	1337	3142	1108	4517	1656	2059
ENSG00000134056	941	454	750	537	599	808	817	1019	353	735	478	630
ENSG00000134057	4456	1251	3123	2030	1989	2354	2479	2779	1081	5146	1964	4828
ENSG00000134058	916	652	1192	405	649	845	838	1194	205	929	675	747
ENSG00000134061	52	114	38	52	164	211	3241	118	191	461	158	64
ENSG00000134070	65	74	226	29	173	196	191	77	63	150	257	158
ENSG00000134072	155	60	28	10	120	65	189	85	47	94	290	155
ENSG00000134077	1330	714	2524	511	705	1386	1063	2994	825	2020	1676	2426
ENSG00000134086	1564	781	1278	215	1328	1520	2007	1224	1833	1711	2824	1114
ENSG00000134107	8256	3826	6443	2826	6428	10761	5910	8914	5207	8582	13640	12068
ENSG00000134108	2893	888	4965	2182	3504	3785	2619	8465	2951	5259	3458	6455
ENSG00000134109	2855	919	5571	530	2221	2296	3211	4340	1857	3947	3146	4285
ENSG00000134115	1	0	4	0	5	4	0	73	0	4	593	7
ENSG00000134121	8926	1382	3185	800	74	56	1106	8453	33	2356	275	5410
ENSG00000134138	1431	738	1526	107	584	814	227	1458	537	1393	3049	346
ENSG00000134146	621	180	730	112	377	339	224	666	279	555	473	309
ENSG00000134152	446	68	1821	307	238	395	874	881	113	1554	1192	690
ENSG00000134153	5172	691	6505	1078	2965	4110	1990	6740	1828	4460	2270	2435
ENSG00000134160	1940	151	20317	11951	781	3456	868	6430	7897	15835	4	1224
ENSG00000134183	1	2	1	0	2	1	0	0	0	0	1	0
ENSG00000134184	11	6	14	75	237	1863	5	25	7	26	108	2698
ENSG00000134186	2168	1112	3932	1710	625	1929	4222	3184	630	3534	2427	2021
ENSG00000134193	0	0	0	0	2	2	27	0	2	1	7	0
ENSG00000134198	30	7	38	43	97	30	69	61	8	55	110	39
ENSG00000134200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134201	14	21	10	86	69	16	56	43	66	6	50	39
ENSG00000134202	3138	352	1443	1292	1133	4315	173	1144	698	556	1019	2920
ENSG00000134207	421	1	239	1	36	4	16	246	2	541	31	24
ENSG00000134215	886	47	808	143	330	194	1631	152	49	842	220	686
ENSG00000134216	0	2	1	0	0	2	0	0	0	1	5	0
ENSG00000134222	2800	525	1210	796	1054	1839	380	1916	453	2561	680	2287
ENSG00000134240	1	1	8	2	21	23	0	0	7	0	13	17
ENSG00000134242	15	12	141	76	40	196	1004	92	20	473	291	40
ENSG00000134243	21265	14797	34586	5569	12256	13047	2978	20257	8996	11289	1993	23869
ENSG00000134245	89	17	170	77	63	67	214	155	15	79	128	52
ENSG00000134247	9574	3571	2250	896	7412	1534	919	5033	1699	1427	8990	2642
ENSG00000134248	4348	1965	6328	2299	2370	3708	2875	5788	2080	5045	2356	4382
ENSG00000134249	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000134250	7657	16426	12318	1085	25019	5481	4939	11732	8365	9037	12561	7160
ENSG00000134253	470	226	750	411	354	173	100	725	78	180	536	373
ENSG00000134255	954	483	1777	109	717	649	2316	1364	836	958	604	830
ENSG00000134256	126	24	34	39	131	54	186	111	41	101	323	33
ENSG00000134258	17	0	15	22	153	23	2	5	0	4	14	4
ENSG00000134259	5	3	31	11	47	1	5	7	11	4	60	21
ENSG00000134262	879	419	1533	578	479	995	1395	1014	235	1141	553	817
ENSG00000134265	1091	299	4018	798	685	1230	1213	1717	422	2650	840	1287
ENSG00000134278	2824	565	2490	373	1183	1809	321	3001	1221	3121	589	1774
ENSG00000134283	2831	508	5633	1338	1359	3306	2658	2951	1251	4208	3335	3122
ENSG00000134285	6673	1211	7290	4353	1516	3304	1939	9414	712	5157	995	1792
ENSG00000134287	17052	12320	21827	6067	13744	12954	5147	13727	16037	16092	8746	9585
ENSG00000134291	5373	1708	12821	1693	2116	3160	1747	5585	1332	9066	3794	7063
ENSG00000134294	5695	2066	14128	1783	5129	4987	5583	6673	1299	9872	17086	6174
ENSG00000134297	204	62	450	141	143	181	149	212	64	163	303	129
ENSG00000134308	11182	6386	15210	2091	7874	9922	7372	15264	8392	13250	14554	12199
ENSG00000134313	5114	6816	4235	632	3147	2610	1799	5396	13680	3055	5456	4155
ENSG00000134317	114	7	2279	61	793	4	56	130	19	208	25	802
ENSG00000134318	1684	826	2215	820	691	1563	1185	2737	604	1809	2914	2703
ENSG00000134321	157	5	212	42	234	132	687	290	21	429	149	162
ENSG00000134323	36	9	23	50	133	12	71	49	14	151	302	33
ENSG00000134324	1896	4541	3453	1064	2271	2263	3726	4644	6943	3546	1791	4542
ENSG00000134326	268	8	3678	43	254	129	483	369	28	433	243	170
ENSG00000134330	2488	975	1800	1224	1073	1591	1413	2712	1250	1730	1644	1833
ENSG00000134333	49813	24111	46936	15123	59275	42081	15231	50677	13848	66947	75069	49271
ENSG00000134339	6	0	7	204	388	11	10	10	0	5	33	17
ENSG00000134343	68	80	8	1	13	1	10	2	6	2	834	57
ENSG00000134352	7184	1572	3079	1085	3151	3933	9933	8338	1224	3191	6562	1548
ENSG00000134363	483	37	214	194	264	32	64	878	80	57	79	100
ENSG00000134365	3	0	4	6	4	1	1	79	0	0	0	12
ENSG00000134369	6301	3805	5316	941	5702	6140	1678	9094	7682	8467	6916	5015
ENSG00000134371	1439	517	2080	351	627	2042	1379	3045	580	3114	2833	1677
ENSG00000134375	3074	843	3659	1839	1360	4302	1803	7644	1094	5654	2849	3466
ENSG00000134376	6413	3	28	0	0	14	5	107	10	10	191	0
ENSG00000134389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134398	6	2	6	1	9	1	4	0	0	14	5	2
ENSG00000134419	15603	10573	13394	8970	11697	21976	25768	12914	18992	13867	26927	16740
ENSG00000134438	2	0	2	0	7	7	1	0	0	3	0	4
ENSG00000134440	7785	6517	28101	2978	8433	8060	4113	10818	6023	19610	4383	8185
ENSG00000134443	1	0	0	0	1	0	1	1	7	1	25	2
ENSG00000134444	1208	436	3421	553	885	1148	1768	1250	540	2089	756	1409
ENSG00000134452	1711	2672	4094	3333	3069	2474	2145	4095	2484	5652	1351	2615
ENSG00000134453	2086	1700	3056	1922	2208	2943	3560	3278	1302	4710	2269	2232
ENSG00000134460	39	21	44	31	98	124	1055	240	46	212	979	62
ENSG00000134461	258	446	304	510	468	353	345	461	308	632	210	252
ENSG00000134463	215	683	637	322	486	1100	267	944	770	477	93	756
ENSG00000134470	50	35	158	124	372	365	675	244	123	362	474	194
ENSG00000134480	1526	152	1841	271	386	1305	1439	2445	217	1298	889	870
ENSG00000134489	14	3	9	0	4	6	6	6	2	3	4	1
ENSG00000134490	489	344	1432	146	593	629	219	557	374	457	382	723
ENSG00000134504	1178	1038	1127	343	1354	366	131	965	726	505	956	561
ENSG00000134508	9541	27797	12216	2740	24474	15710	829	12231	26699	8762	448	6722
ENSG00000134516	2045	259	247	218	925	1774	5658	443	504	1445	1585	374
ENSG00000134531	11245	27081	25304	866	36050	35409	20670	24177	112952	19082	7075	10473
ENSG00000134532	2811	1576	708	97	526	650	146	1933	1616	1495	1988	238
ENSG00000134533	50	28	1894	35	156	69	84	66	16	25	1338	172
ENSG00000134538	0	0	0	0	2	3	0	0	0	0	0	2
ENSG00000134539	11	6	38	117	38	491	442	171	20	503	297	32
ENSG00000134545	1	1	17	1	1	18	42	21	4	78	13	9
ENSG00000134548	16	0	1	7	5	1	41	11	0	20	240	1
ENSG00000134551	1	1	1	1	1	2	9	0	0	2	7	2
ENSG00000134569	1163	44	1293	152	470	459	7	354	941	887	1023	889
ENSG00000134571	4	0	4	3	2	19	96	2	1	12	18	0
ENSG00000134574	3487	394	2271	1159	2523	1251	2026	2171	365	1032	2138	1296
ENSG00000134575	3338	1302	2156	1059	3632	2861	1888	3103	2362	1767	4665	3532
ENSG00000134588	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000134590	5211	13329	6433	9844	8514	7211	3281	9455	13642	10453	7682	6231
ENSG00000134594	60	274	72	16	172	379	188	467	37	79	278	368
ENSG00000134595	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000134597	1503	474	1453	2246	942	944	935	1540	814	2149	1211	1282
ENSG00000134602	34	18	171	19	43	127	1439	85	22	473	1170	456
ENSG00000134612	6	0	1	0	0	2	0	1	0	5	3	0
ENSG00000134627	36	22	57	12	17	53	267	49	6	64	119	26
ENSG00000134640	1	0	5	0	0	0	0	0	0	0	0	2
ENSG00000134644	3616	4427	4295	1172	3639	3841	2701	3450	4594	5218	6737	2765
ENSG00000134668	184	35	181	138	75	74	239	399	3	295	389	58
ENSG00000134684	8195	5324	8238	1901	5570	5849	3859	5884	3497	8717	5259	6005
ENSG00000134686	17431	8486	14118	4062	10018	9999	5913	13655	9672	18097	30986	11150
ENSG00000134690	2491	739	2699	564	1198	1764	1143	1111	652	3394	1404	3133
ENSG00000134697	3417	1380	6284	4601	2051	4554	3055	4687	1348	7571	4963	6111
ENSG00000134698	1335	556	1651	888	1225	1277	1071	908	587	2695	1260	1090
ENSG00000134709	124	171	2284	90	65	508	173	406	3	1364	166	131
ENSG00000134716	55	4	41	15	122	218	25	515	0	237	24	38
ENSG00000134717	2960	743	2791	652	1204	2056	1652	1770	712	2607	3056	2344
ENSG00000134744	824	724	1939	348	313	1072	2470	1525	407	2814	2591	1136
ENSG00000134748	3144	1006	2541	411	977	2169	2167	2599	849	3921	3884	2658
ENSG00000134755	269	13	13561	67	4735	123	221	233	12	37	427	1527
ENSG00000134757	478	1	13012	59	3226	0	1	276	0	0	1	1844
ENSG00000134758	763	347	1454	234	257	932	1166	390	296	1170	1321	644
ENSG00000134759	3880	2530	11680	3116	4193	4138	2380	4744	2840	3840	3498	4723
ENSG00000134760	163	2	26167	32	3358	1	0	266	0	0	0	4267
ENSG00000134762	746	2	16814	102	2093	0	42	656	0	4	2	4858
ENSG00000134765	34	2	5199	6	149	0	6	5	0	1	2	734
ENSG00000134769	21	57	1195	138	206	129	178	169	66	381	382	844
ENSG00000134775	670	1068	2378	248	3008	856	285	1098	1916	2455	152	701
ENSG00000134779	3239	3240	8296	1321	4353	4752	1809	3551	4672	4436	2703	2143
ENSG00000134780	634	206	315	127	375	623	102	256	587	721	3179	138
ENSG00000134802	9340	6755	8069	4367	2415	5292	2075	9993	889	5507	4128	4979
ENSG00000134809	2603	757	961	1275	770	1924	945	1648	646	1011	1723	2117
ENSG00000134812	0	0	0	0	0	1	0	1	0	0	2	0
ENSG00000134815	2110	3217	1675	3064	1640	2285	1549	1657	3448	4984	1740	1798
ENSG00000134817	385	1207	895	714	5792	621	586	1719	1544	517	20497	1466
ENSG00000134824	2047	957	215	365	2004	1021	1471	462	838	1095	7509	7653
ENSG00000134825	4008	4767	2543	2063	2233	3272	2000	3174	3375	2466	6728	3324
ENSG00000134827	1110	8	3423	5	66	3	16	36	3	347	214	3549
ENSG00000134830	22	7	41	11	113	50	85	15	13	16	76	23
ENSG00000134851	3060	1247	9459	1693	6559	1959	3116	4615	1565	3152	2549	2873
ENSG00000134852	1407	846	3513	805	2403	1021	1393	2708	560	1647	676	1013
ENSG00000134853	357	169	651	184	2768	34	447	1344	192	231	972	725
ENSG00000134864	164	329	242	21	365	340	257	286	66	259	173	106
ENSG00000134871	23244	51794	6856	8409	71569	12102	6524	30334	11723	11425	67366	29154
ENSG00000134873	10	0	1	59	429	3	10	2	0	5	48	2
ENSG00000134874	55	76	70	422	99	1033	824	453	28	629	3716	183
ENSG00000134882	3824	2566	3369	762	4009	3048	2382	4885	3474	2644	4396	2470
ENSG00000134884	3086	619	3196	697	783	2220	6137	4038	643	3852	6148	1045
ENSG00000134897	986	316	636	192	212	544	513	1613	36	1106	1331	108
ENSG00000134899	951	392	1189	550	558	1119	1993	1593	280	1264	1289	782
ENSG00000134900	1507	1113	2013	445	1268	1525	2212	3522	904	3509	3593	1691
ENSG00000134901	451	296	222	40	274	300	72	919	15	607	1607	83
ENSG00000134905	2587	3753	2239	1836	1736	1959	3662	4052	2940	6734	1902	1270
ENSG00000134909	2260	1054	2119	402	1083	956	330	989	929	918	1703	754
ENSG00000134910	11234	11239	9652	1933	7081	4398	2601	5144	4881	4612	9366	5891
ENSG00000134917	9	12	2	15	23	4	62	4	7	18	33	5
ENSG00000134940	22	4	42	25	1	22	11	16	5	13	77	21
ENSG00000134954	17542	7648	5278	1499	6711	11797	24882	5401	6432	6592	11308	3142
ENSG00000134955	406	258	2847	530	694	773	576	370	326	480	483	1018
ENSG00000134962	3	0	22	7	23	4	9	6	0	28	7	20
ENSG00000134970	2767	2855	4019	496	1524	2085	1907	4354	792	2383	3017	1120
ENSG00000134982	1378	1154	1919	476	588	972	1187	1644	326	1514	1211	586
ENSG00000134986	576	259	413	448	3978	1112	478	805	3287	1242	8894	509
ENSG00000134987	1749	335	2397	739	626	1463	1528	1909	314	2074	1418	1045
ENSG00000134996	2498	1092	2731	978	1665	2048	2050	2537	1258	2156	1130	1837
ENSG00000135002	495	334	2412	366	220	831	670	1060	198	1271	693	831
ENSG00000135018	5857	3450	20330	1809	4588	9469	4402	11955	5330	11199	5157	6952
ENSG00000135040	1196	412	1838	254	543	601	443	1340	336	1604	690	960
ENSG00000135045	201	315	500	253	104	286	397	532	189	706	220	229
ENSG00000135046	13976	13717	16010	838	12679	3434	2649	30087	302	3547	28378	8670
ENSG00000135047	10112	7841	22334	12187	15806	17621	4900	25705	15002	12008	5254	17087
ENSG00000135048	1475	1530	6157	2240	2110	1308	4880	5474	723	3826	5340	4909
ENSG00000135049	475	331	1728	589	310	1458	880	1423	398	1640	1164	809
ENSG00000135052	9007	2220	15698	2312	3139	2135	1500	13940	1762	10295	5268	5033
ENSG00000135063	1223	1571	187	686	2530	2328	275	1289	2004	1452	114	537
ENSG00000135069	6018	1891	8333	17	4062	399	681	2795	4095	5724	1196	3536
ENSG00000135070	1317	732	2171	368	904	1338	783	2303	1120	2214	1046	1081
ENSG00000135074	1446	988	417	391	715	568	5814	1880	434	1053	2993	452
ENSG00000135077	147	87	222	217	412	1069	1158	532	132	881	1189	304
ENSG00000135083	660	24	120	19	145	163	73	152	29	365	854	545
ENSG00000135090	3244	1633	4594	954	1309	1951	2241	4125	793	2185	3033	2265
ENSG00000135093	1036	508	1102	227	945	914	442	849	718	544	1415	465
ENSG00000135094	204	63	230	434	274	644	106	75	86	263	806	122
ENSG00000135097	59	968	3	14	81	11	9	50	128	25	3218	7
ENSG00000135100	1	0	1	0	3	5	0	4	0	3	15	0
ENSG00000135108	1770	970	2615	565	1623	1977	1019	1282	892	2438	4105	1748
ENSG00000135111	593	2359	1474	121	1309	1129	84	886	3211	1779	3612	1623
ENSG00000135114	105	18	202	137	530	529	373	171	76	550	233	233
ENSG00000135116	362	1117	20	482	638	502	90	1420	339	933	134	419
ENSG00000135119	161	35	1343	598	74	282	362	195	62	886	566	308
ENSG00000135124	2652	698	2764	2193	983	1599	865	1368	987	1258	1238	744
ENSG00000135127	110	21	2034	962	128	550	1786	480	109	1473	380	603
ENSG00000135144	59	68	108	61	125	97	2717	201	213	587	125	51
ENSG00000135148	3063	1066	2351	599	2966	3205	2192	2109	1676	2477	3994	2096
ENSG00000135164	1024	625	4166	3433	445	958	3543	2684	318	3560	3273	1044
ENSG00000135175	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000135185	748	288	2701	310	587	578	2080	718	85	1138	718	806
ENSG00000135205	728	65	157	83	50	138	220	189	85	123	221	81
ENSG00000135211	1767	1107	1212	1118	1402	1060	550	1780	815	1043	524	2382
ENSG00000135218	1281	73	4428	170	462	322	446	988	252	279	10958	1872
ENSG00000135220	0	1	0	0	0	4	0	0	0	0	0	0
ENSG00000135222	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000135226	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000135241	1302	375	4172	630	602	1123	1273	2900	434	2960	1034	3097
ENSG00000135245	717	316	1682	259	640	740	260	793	639	805	2434	1153
ENSG00000135248	4	0	2	8	4	1	25	0	0	14	5	2
ENSG00000135249	900	186	5915	1122	374	695	878	1579	322	2565	1013	1759
ENSG00000135250	4681	1957	4537	925	2643	2214	1094	4721	1848	3335	1828	3864
ENSG00000135253	36	15	3132	623	69	15	2246	75	10	1539	414	1257
ENSG00000135269	5789	1209	5165	1179	5301	982	2833	2436	279	4460	5615	4074
ENSG00000135272	1549	1029	6126	1291	1418	1308	4607	2758	296	3885	1470	3291
ENSG00000135297	413	480	1779	279	367	721	1311	721	332	1114	837	686
ENSG00000135298	328	1	23	2	24	23	7	3	3	13	195	4
ENSG00000135299	430	182	1271	209	107	268	281	825	33	877	514	625
ENSG00000135312	2	0	2	0	13	2	2	5	2	3	3	1
ENSG00000135314	6	16	61	22	63	37	93	27	23	90	108	11
ENSG00000135315	92	80	661	304	58	364	441	512	51	487	511	285
ENSG00000135316	5672	5209	12952	2594	3461	6581	5959	5324	4854	7021	11488	8281
ENSG00000135317	1081	387	3157	736	409	1924	1740	1890	670	2733	2166	1643
ENSG00000135318	293	52	1239	55	523	110	1541	1257	53	393	1036	3700
ENSG00000135324	317	8	57	87	37	8	22	2	2	39	34	60
ENSG00000135333	0	0	4	1	12	2	2	0	0	0	180	0
ENSG00000135334	919	1385	1872	584	1125	2014	2448	1500	1491	2032	3032	1442
ENSG00000135336	602	487	1680	451	316	1105	1148	1084	392	1253	1522	1485
ENSG00000135338	45	54	250	20	70	167	123	103	134	155	345	17
ENSG00000135341	1021	577	4702	895	418	2158	2398	1640	446	2779	4390	1701
ENSG00000135346	0	1	0	2	0	0	1	0	2	0	10	8
ENSG00000135355	0	0	0	0	0	3	3	1	0	0	0	0
ENSG00000135362	91	61	97	99	475	261	315	110	82	247	1499	109
ENSG00000135363	189	81	167	181	651	254	2986	323	208	289	1433	239
ENSG00000135365	2030	1020	974	664	1797	1383	2519	1533	1251	2118	4471	833
ENSG00000135372	5429	2348	3819	1601	5199	2825	9136	4958	4366	4726	5518	4100
ENSG00000135373	567	2	1588	12	380	5	153	16	2	3	65	549
ENSG00000135374	1	0	71	18	66	0	92	1	0	0	4	24
ENSG00000135378	362	28	1790	98	225	65	315	446	3	718	174	400
ENSG00000135387	15399	5202	12583	2704	17696	6737	27866	14379	6974	16914	16431	14230
ENSG00000135390	20688	25433	15923	15591	15756	17773	9714	11312	17524	15391	19553	14552
ENSG00000135392	2318	1073	2712	168	1573	1025	618	1309	821	2984	1679	1318
ENSG00000135404	129049	60499	136365	190770	69011	77837	25329	118976	48749	159345	39136	122585
ENSG00000135406	2	3	8	5	23	27	11	1	4	13	116	9
ENSG00000135407	122	80	100	149	114	62	234	204	46	837	484	59
ENSG00000135409	0	1	1	3	4	0	0	0	4	2	7	2
ENSG00000135413	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135414	2849	3588	572	365	1507	613	353	8448	4341	2259	4933	512
ENSG00000135423	9	0	6	0	1	13	17	2	0	6	28	11
ENSG00000135424	3596	188	46536	9640	2975	209	4648	4638	270	26871	1870	16894
ENSG00000135426	10	41	35	58	82	296	1938	41	171	262	196	26
ENSG00000135436	39	80	84	27	43	51	51	34	29	70	23	41
ENSG00000135437	208	8	31	25	187	23	114	111	7	295	27	60
ENSG00000135439	99	122	274	134	213	458	1337	96	216	448	711	146
ENSG00000135441	2562	913	2061	1559	1306	1408	1187	1902	1353	2623	1230	2121
ENSG00000135443	0	0	1	0	2	0	1	0	0	0	0	192
ENSG00000135446	7666	5957	10551	1019	6397	6282	1334	4796	4475	12180	9791	9393
ENSG00000135447	11	0	1	35	130	24	21	6	3	274	8	12
ENSG00000135451	1717	1053	2128	2886	732	1238	1382	631	737	4300	1778	3192
ENSG00000135452	2414	745	3080	323	2363	826	888	1401	731	1769	1736	827
ENSG00000135454	342	17	89	43	232	280	446	128	61	69	605	149
ENSG00000135457	110	1191	2438	109	1905	1885	1501	1712	2341	2560	3856	2179
ENSG00000135469	422	328	1551	274	679	423	536	437	210	1394	513	376
ENSG00000135472	8	6	80	16	34	73	39	26	19	17	270	10
ENSG00000135473	3382	1563	4434	1066	1401	1056	2584	2050	917	15375	3130	1102
ENSG00000135476	1734	1620	1562	1011	590	1729	1138	609	596	4117	2223	1989
ENSG00000135477	1	0	0	0	4	1	0	0	0	0	3	0
ENSG00000135480	408	16	40	321	3947	50	25	10	1	18	4419	57
ENSG00000135482	883	684	891	144	1035	691	390	662	618	769	614	496
ENSG00000135486	35870	29646	26552	9843	23765	31257	30421	19698	21259	21045	65458	24710
ENSG00000135502	17	3	6	26	7	20	10	27	1	169	207	7
ENSG00000135503	2058	1917	2111	781	2003	1931	694	1163	2606	1292	3095	1089
ENSG00000135506	32722	14050	26851	3015	18112	18581	5995	18573	12913	19094	20183	18160
ENSG00000135517	6	2	26	7	9	7	0	12	0	20	14	19
ENSG00000135519	182	37	30	48	11	28	122	51	21	355	39	202
ENSG00000135521	791	556	2457	331	237	1053	1153	1335	428	1765	1079	1299
ENSG00000135525	281	728	1093	274	426	26	127	78	13	104	236	812
ENSG00000135535	4728	2900	27505	3508	2421	7035	9026	8264	2769	10713	11759	7772
ENSG00000135537	119	111	236	145	113	232	178	205	125	339	225	246
ENSG00000135540	1387	6002	4488	1860	941	1848	687	2368	3059	3011	379	1236
ENSG00000135541	431	120	1492	346	80	592	717	838	77	1025	890	439
ENSG00000135547	143	50	848	381	367	60	66	350	256	838	309	596
ENSG00000135549	196	4	1191	53	49	117	184	73	5	543	574	404
ENSG00000135569	0	0	0	3	0	0	3	0	1	0	0	0
ENSG00000135577	1	0	0	0	0	1	0	0	1	0	7	1
ENSG00000135587	533	676	2346	625	522	624	680	532	233	863	446	880
ENSG00000135596	1870	434	20200	12078	2256	8055	15842	6055	7584	22959	3183	6716
ENSG00000135597	881	2244	3390	262	1112	1308	1243	848	1539	2328	2207	1916
ENSG00000135604	54	4	1070	112	168	316	602	123	18	518	405	283
ENSG00000135605	65	60	389	85	68	81	381	166	29	273	72	301
ENSG00000135617	1446	618	1512	1674	991	1072	475	2076	1393	1362	545	1296
ENSG00000135622	843	821	3128	631	622	479	456	1637	1034	887	1448	1658
ENSG00000135624	13568	15721	16244	6858	12291	14806	9435	20668	20444	17209	17726	19398
ENSG00000135625	3	3	0	2	1	9	15	1	5	17	43	0
ENSG00000135631	1493	2544	576	299	2620	1517	782	3269	4088	1302	2279	1075
