TCGA.3B.A9HP	TCGA.X9.A971	TCGA.3B.A9I0	TCGA.K1.A3PN	TCGA.IE.A3OV	TCGA.3B.A9HR	TCGA.DX.A8BV	TCGA.3B.A9HL	TCGA.X6.A8C4	TCGA.DX.A6YX	TCGA.DX.A3LU	TCGA.3B.A9HV	TCGA.FX.A48G	TCGA.DX.A3UC	TCGA.DX.A8BU
ENSG00000171204	1211	1287	1383	1449	1091	1023	1140	1093	1683	1808	1339	877	1265	733	1287
ENSG00000171206	3359	3519	2903	1864	4446	5524	6696	8689	6969	7889	9129	3153	4126	2151	8047
ENSG00000171208	1658	1050	1421	1173	288	395	3066	1486	2153	141	227	1856	126	189	666
ENSG00000171209	0	3	45	12	8	0	0	0	0	0	0	0	0	0	0
ENSG00000171217	9	23	3	1	6	6	2	2	10	5	0	3	12	0	4
ENSG00000171219	140	43	537	471	30	620	322	32	12	6	51	27	11	122	49
ENSG00000171222	3156	1051	2852	2698	2146	2886	1568	2947	2040	2980	4601	3860	14647	1442	2849
ENSG00000171223	10500	10286	6137	10673	5419	12534	12258	17926	6451	6086	3592	3106	5374	3183	5910
ENSG00000171224	254	344	37	273	8	322	15	3	19	50	101	225	60	180	39
ENSG00000171227	401	191	445	320	315	64	585	747	192	408	2987	145	540	123	126
ENSG00000171234	4	0	0	10	1	3	0	0	2	43	0	1451	1	5	12
ENSG00000171236	45	4	24	8	35	10	42	188	4	40	103	7	30	5	12
ENSG00000171241	399	5116	1047	1039	1441	1412	1523	863	1979	2518	729	3048	174	509	4469
ENSG00000171243	1	2	0	14	5	1	1	3	93	1	0	17	21	0	1
ENSG00000171246	479	183	544	105	1024	135	10	12	28	2	5	740	564	13	30
ENSG00000171262	1666	2136	1600	1653	1807	3889	1866	1223	3015	4442	672	2410	581	872	2760
ENSG00000171291	349	1350	686	315	418	580	312	345	518	179	95	335	22	161	437
ENSG00000171295	518	1155	210	200	521	594	482	536	1197	716	124	733	84	166	257
ENSG00000171298	6968	6528	12184	10441	6322	2875	4161	5495	3430	5965	13785	7746	11265	5513	2007
ENSG00000171302	3012	3721	2249	3142	2027	2818	3329	3359	5195	8970	2217	2354	3696	1361	2315
ENSG00000171303	241	123	3511	3853	7570	29	1	57	2	4	5	504	937	386	11
ENSG00000171307	975	710	757	1415	842	1465	1090	1020	3151	1771	1386	1156	2389	476	1243
ENSG00000171310	1841	757	1818	795	949	267	1307	1415	3174	1222	1174	3037	8431	682	770
ENSG00000171311	784	572	678	559	622	860	865	849	2075	1107	1736	1097	2336	177	658
ENSG00000171314	1113	1634	1276	2666	1667	3471	1879	1470	5324	3094	1033	2827	1212	568	2262
ENSG00000171316	622	375	358	358	613	523	953	804	890	2738	380	87	82	246	2577
ENSG00000171320	80	1425	300	522	610	429	469	274	470	2781	185	385	20	204	799
ENSG00000171345	34	20	19	3	5	13	5	127	86	7	7	37	118	4	12
ENSG00000171346	10	221	2	0	0	0	1	1	16	71	0	1	3	1	0
ENSG00000171357	114	68	144	181	417	106	67	32	37	30	40	88	84	65	110
ENSG00000171360	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000171365	339	1734	434	368	710	679	1128	2608	725	742	688	458	576	977	7333
ENSG00000171368	774	1215	770	1128	1095	4368	37	34	12	14	8	53	61	352	217
ENSG00000171385	676	1316	1377	1073	1572	5399	22	172	7	3	32	2057	465	1861	12
ENSG00000171388	18072	10252	2651	2344	1313	6113	47189	3458	1968	2456	408	3331	19	722	2340
ENSG00000171396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171401	1	3	0	9	0	0	0	0	3	1	0	3	108	0	0
ENSG00000171402	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000171403	1	172	0	1	17	1070	0	0	0	0	0	2	29	55	0
ENSG00000171405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171408	941	1608	476	512	1603	1423	1012	667	1877	1153	421	2160	2188	778	3718
ENSG00000171421	863	917	852	1284	581	1361	1398	1387	1880	805	1103	1219	1969	499	917
ENSG00000171425	1117	528	588	532	631	923	504	956	1321	1450	1335	972	2577	322	1098
ENSG00000171428	173	372	79	135	330	96	137	148	114	69	108	194	120	118	60
ENSG00000171431	1	1	0	0	0	1	0	0	0	0	0	2	75	0	0
ENSG00000171433	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000171435	1	90	89	311	87	59	1	0	21	7	0	10	1	47	3
ENSG00000171443	1197	655	825	798	511	824	686	439	338	726	1672	672	1691	617	421
ENSG00000171444	1288	1149	167	477	606	5358	3020	1969	5714	1068	1030	1861	1218	348	1752
ENSG00000171446	0	0	0	4	1	0	85	1	0	0	0	0	8	0	0
ENSG00000171448	586	524	609	572	392	2607	505	475	567	391	450	993	529	389	810
ENSG00000171450	0	0	0	1	0	4	1	0	1	13	1	0	4	0	5
ENSG00000171451	634	952	299	1238	687	893	808	1309	1332	1385	702	2030	176	622	1845
ENSG00000171453	1113	759	769	496	970	974	830	1534	1868	1006	772	1059	2014	158	1841
ENSG00000171456	4783	12980	6080	4710	7867	8348	4303	5363	5360	5835	1704	4804	2963	2202	7749
ENSG00000171459	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000171462	32	61	44	41	53	21	85	102	82	83	109	28	20	25	139
ENSG00000171466	1647	3415	1410	1191	1860	1961	1267	1630	1182	1322	752	1681	1195	591	1295
ENSG00000171467	1325	3080	1431	736	2110	3064	1967	2286	1548	2021	651	1961	574	567	5826
ENSG00000171469	2196	3380	2464	1736	6277	2904	1685	1976	1162	1291	1068	3730	1255	836	1515
ENSG00000171475	1904	3303	2010	2077	2199	4053	2213	1915	2249	2709	1241	2661	1710	1202	1517
ENSG00000171476	633	856	4971	1330	3667	1013	328	116	33	60	315	1431	1512	337	26
ENSG00000171478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171481	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000171483	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0
ENSG00000171487	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
ENSG00000171488	966	2149	1834	1103	2030	1987	2171	3553	1180	4654	2478	781	485	667	1123
ENSG00000171489	0	0	2	2	0	0	0	0	0	0	0	1	0	2	0
ENSG00000171490	9345	7996	8003	8478	9061	7101	6711	8455	11442	16158	6491	6867	11701	1855	7670
ENSG00000171492	521	383	271	113	456	470	372	1702	1252	4300	806	4805	717	135	1000
ENSG00000171495	8	0	1	1	6	1	16	19	0	4	0	0	0	0	0
ENSG00000171496	1	1	4	3	3	1	4	7	6	0	0	1	0	0	0
ENSG00000171497	1178	2134	1182	1190	1930	1387	1314	676	1522	1155	741	2049	614	603	2053
ENSG00000171501	0	0	0	0	0	0	0	0	2	0	0	0	94	0	0
ENSG00000171502	133	74	3	17	33	7	632	301	1809	340	20	1221	48	60	1580
ENSG00000171503	707	898	889	1733	1655	1296	648	587	710	883	502	1086	746	607	1356
ENSG00000171505	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000171509	17	3235	6	11	75	87	11	83	2	9	0	110	380	1	14
ENSG00000171517	2	1	1	18	0	3	0	0	1	75	0	51	1	0	4
ENSG00000171522	473	4108	1267	1581	4568	3933	1179	799	565	1005	377	61	48	1123	1167
ENSG00000171530	3805	5175	4002	4185	3623	3804	2778	3777	4941	6255	3431	7339	5624	2328	5305
ENSG00000171532	3	6	0	5	5	8	0	7	1	2	7	0	3	3	1
ENSG00000171533	491	1126	115	56	29	30	40	169	4	55	176	36	800	331	26
ENSG00000171540	2	2	1	3	0	0	0	3	0	1	0	0	1	4	4
ENSG00000171551	19	0	0	21	23	2	22	0	0	2	68	19	58	8	841
ENSG00000171552	2725	3353	4661	3746	4889	4047	3199	4442	4148	7486	5581	2971	5003	1631	11233
ENSG00000171557	111	1	0	0	3	2	0	0	0	40	0	2	0	0	2
ENSG00000171560	183	0	0	0	0	0	0	0	1	64	0	4	0	0	0
ENSG00000171561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171564	4	0	1	0	0	0	0	0	0	53	0	4	0	0	0
ENSG00000171566	2624	3112	2866	2893	3860	2513	2498	1410	2938	2714	2026	3999	2169	1292	3417
ENSG00000171570	0	0	2	2	4	0	1	2	0	3	0	6	0	3	0
ENSG00000171574	316	795	368	217	829	1024	576	770	407	1077	398	670	370	273	688
ENSG00000171587	424	43	14	437	41	36	9	61	1	617	0	60	1	33	222
ENSG00000171595	2	6	5	1	1	1	4	9	0	0	0	1	1	0	2
ENSG00000171596	54	1215	1475	1738	211	182	279	132	2	2	31	12	14	380	1
ENSG00000171603	16422	20257	25788	27552	13328	13180	13780	17144	17020	27879	12723	18460	10642	6969	20627
ENSG00000171604	3100	3686	4977	6473	7039	4439	3205	2791	7454	519	1413	2438	1559	3054	7040
ENSG00000171606	973	2212	1465	1454	1544	2466	940	900	1117	692	484	2261	152	768	1179
ENSG00000171608	1077	155	1395	378	1670	335	882	555	8122	3357	3999	90	280	304	4840
ENSG00000171611	4	0	3	10	14	1	8	7	7	6	36	5	20	1	4
ENSG00000171612	204	587	311	512	352	198	292	755	964	544	435	1936	442	149	793
ENSG00000171617	1372	4658	503	476	2541	713	4528	8582	1469	2906	2421	468	1778	192	1144
ENSG00000171621	1064	1513	1136	387	1258	1821	2826	5014	3760	7060	3485	778	997	182	3662
ENSG00000171631	307	417	405	174	454	98	296	116	124	231	1522	17	212	187	380
ENSG00000171634	2636	3472	1998	2168	2783	3348	3580	4527	3591	7523	811	3383	1426	818	3957
ENSG00000171643	7	1	9	7	8	0	10	11	46	8	3	0	0	2	0
ENSG00000171649	404	411	325	359	321	835	620	483	159	423	223	1021	48	245	780
ENSG00000171657	25	10	25	4	24	4	16	0	13	9	263	3	19	20	14
ENSG00000171658	19	1	1	3	0	1	182	4	4	85	8	2	0	7	0
ENSG00000171659	321	143	835	258	970	979	730	764	344	795	1350	95	92	184	205
ENSG00000171671	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171680	1833	404	507	337	1501	256	1892	2069	356	105	2672	715	353	234	4437
ENSG00000171681	3163	5002	2595	2712	6411	6389	3241	3238	5320	5482	2517	4685	2731	2687	2692
ENSG00000171695	4	39	18	133	8	7	2	7	2	2	2	39	3	7	5
ENSG00000171700	867	388	795	1073	742	400	709	621	731	1680	2536	410	503	330	559
ENSG00000171703	2578	1299	3712	4070	2388	5044	1482	1811	1133	1921	2970	3797	6862	1869	2932
ENSG00000171711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171714	485	0	965	1329	17	1	7	15	2	3	0	1656	8	716	46
ENSG00000171720	3271	4165	3796	3380	3428	2778	2584	2444	6023	3670	2015	3657	4173	1393	2609
ENSG00000171722	3	15	0	0	2	14	0	0	4	0	0	1	0	4	0
ENSG00000171723	477	1886	1038	801	1580	1700	753	1055	499	2713	315	1282	331	421	527
ENSG00000171724	434	77	24	348	623	16	145	18	99	150	4	3284	109	88	81
ENSG00000171729	798	1657	1791	2108	263	1355	1171	520	2436	5304	617	1749	386	382	928
ENSG00000171735	1276	2240	2413	2164	1857	2280	1204	1542	2289	1581	1645	1600	2154	1204	3276
ENSG00000171747	33	3	12	2	5	322	17	23	0	2	52	15	137	25	5
ENSG00000171757	125	88	54	25	202	181	42	192	67	131	95	94	57	45	103
ENSG00000171759	1	0	1	0	1	0	2	0	0	3	0	0	0	0	2
ENSG00000171763	561	801	500	444	764	714	512	377	744	870	254	468	133	245	540
ENSG00000171766	498	1775	932	238	1339	4466	1235	1449	800	762	1459	105	32	154	1733
ENSG00000171772	4	3	1	0	2	5	0	3	0	1	0	2	165	0	7
ENSG00000171773	0	0	2	6	1	2	0	0	0	0	0	0	0	3	0
ENSG00000171777	163	68	360	88	293	42	246	419	153	326	834	24	75	79	56
ENSG00000171786	19	67	10	7	24	11	13	28	26	3	17	12	13	19	14
ENSG00000171790	28	145	73	49	15	196	32	27	37	18	0	29	1	37	38
ENSG00000171791	1908	2030	1348	923	825	2146	1847	2914	756	320	1168	3209	464	725	710
ENSG00000171792	1152	3619	2529	3599	1913	2347	1056	1176	2688	4023	920	2546	1050	1798	723
ENSG00000171793	2233	4270	3722	6050	3341	10341	1713	2151	3807	7574	883	10740	1102	3147	3019
ENSG00000171794	1	0	2	1	0	0	3	0	1	2	0	0	1	0	1
ENSG00000171798	17	8	6	0	2	1	29	54	12	1	17	1	103	0	4
ENSG00000171804	1	0	0	4	0	0	0	0	1	0	0	0	0	0	6
ENSG00000171806	536	186	312	326	544	315	358	364	644	215	321	237	308	177	284
ENSG00000171811	5	4	3	0	3	8	1	11	0	0	4	0	12	1	0
ENSG00000171812	2177	6439	9697	8507	5528	4620	1858	73	940	70	179	406	19	6783	18791
ENSG00000171813	424	268	429	353	326	228	325	754	1244	464	890	513	2164	242	293
ENSG00000171815	0	0	0	0	0	0	1	1	1	1	0	2	3	0	0
ENSG00000171817	400	115	186	68	167	306	212	84	34	23	84	137	75	83	55
ENSG00000171819	60	9	69	3	139	3	1	758	0	0	46	88	9	1	33
ENSG00000171823	364	426	373	136	799	506	449	708	745	1781	140	305	60	137	314
ENSG00000171824	3972	3789	4603	3174	5729	4171	4011	4182	11355	7844	2954	4847	1594	829	4794
ENSG00000171827	397	674	176	333	744	587	471	555	375	365	252	511	124	227	1064
ENSG00000171840	88	264	179	68	137	14	320	377	299	246	734	8	61	28	395
ENSG00000171843	363	596	482	641	652	643	787	421	2111	324	776	932	383	211	1916
ENSG00000171847	51	13	29	10	22	14	31	18	6	153	26	43	281	168	20
ENSG00000171848	828	11107	4274	9954	1464	3546	3622	2079	8511	6481	1423	12936	458	1497	3141
ENSG00000171853	2877	2332	2978	2071	2385	1922	1806	1933	2082	2110	2656	2618	2230	681	1275
ENSG00000171855	2	1	4	7	1	1	4	0	1	6	2	0	0	3	0
ENSG00000171858	25188	9485	27751	17097	14982	30626	9209	16733	19247	27248	22060	21187	69146	3196	25190
ENSG00000171860	848	281	2225	509	1112	168	855	1102	966	1517	4120	138	408	320	410
ENSG00000171861	595	517	531	701	741	574	899	689	785	707	672	889	1728	456	1342
ENSG00000171862	2290	3145	3815	3048	3396	4675	6460	6065	6237	5143	3034	3687	2305	1222	3320
ENSG00000171863	25140	15405	26927	18451	17050	14367	14812	29344	36875	18041	26140	36765	33953	4161	13722
ENSG00000171864	4464	97	83	283	37	20	5256	132	1	16	0	244	25	6	54
ENSG00000171865	491	1183	688	538	1573	1041	654	658	1124	955	370	1092	355	249	803
ENSG00000171867	5975	7060	3245	1682	5245	4835	2548	7994	5601	30356	4614	7732	7224	3668	1949
ENSG00000171872	63	583	201	123	131	437	7	1	30	218	0	18	2	216	25
ENSG00000171873	191	43	8	10	1635	2	966	99	12	39	10	1338	23	8	2
ENSG00000171877	15	443	4	50	55	247	2	242	1497	1113	122	17	0	14	698
ENSG00000171885	0	0	0	0	2	1	0	2	0	0	0	2212	0	12	113
ENSG00000171889	2	9	0	6	0	147	0	10	424	866	4	0	3	3	232
ENSG00000171903	15	0	360	2	519	46	0	3	1	3	0	1	1	93	1
ENSG00000171914	1574	2052	1268	322	1663	2900	1944	3430	5553	2187	1470	3677	1008	474	5432
ENSG00000171916	3	1084	468	3	247	39	8	1	1	4	529	127	0	525	2
ENSG00000171928	354	820	561	3973	851	590	867	892	1195	770	526	703	141	786	1254
ENSG00000171931	3	4	6	88	12	17	0	0	4	1	2	5	0	63	0
ENSG00000171936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171940	910	1815	1029	2396	4071	2877	1897	4651	2216	5185	1028	1359	172	1379	5908
ENSG00000171942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171943	373	865	582	909	1294	902	653	893	607	485	501	497	60	382	1063
ENSG00000171944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171951	527	312	150	118	220	341	30	40	231	1283	131	125	17285	149	7401
ENSG00000171953	435	632	687	6487	581	3719	660	696	1190	571	904	860	1237	1009	673
ENSG00000171954	7	6	16	9	5	1	1	1	3	5	15	1	2	6	2
ENSG00000171956	0	2	0	0	3	0	0	0	0	2	3	0	0	0	1
ENSG00000171960	1028	890	1115	1020	952	1481	1126	1179	1880	1941	1868	1896	1197	563	2509
ENSG00000171962	211	187	273	785	244	2734	138	227	682	126	74	161	209	199	273
ENSG00000171970	212	521	221	113	317	285	209	200	144	252	81	254	92	39	227
ENSG00000171984	176	159	95	86	167	168	131	129	112	285	244	137	598	71	75
ENSG00000171987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171988	1456	2693	1249	600	2441	2365	3467	4202	3666	4135	678	2441	260	665	3955
ENSG00000171989	0	9	2	0	8	4	4	5	8	3	0	0	0	1	2
ENSG00000171992	6130	13021	11833	6632	16604	5756	4834	9951	1840	7778	474	2452	3638	3814	8140
ENSG00000171999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172000	5	6	3	3	3	65	19	93	87	9	31	2	0	0	821
ENSG00000172005	49	0	39	10	29	2	8	3	1	0	33	1	28	12	3
ENSG00000172006	698	708	535	124	648	587	234	262	77	242	182	521	205	89	218
ENSG00000172007	711	1449	469	624	1853	870	1141	633	513	402	556	672	301	429	892
ENSG00000172009	2983	6035	4243	1303	1772	3695	1762	1843	4032	4414	2406	4001	1883	1232	3406
ENSG00000172014	0	19	5	8	16	0	1	0	0	0	1	19	0	4	52
ENSG00000172016	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0
ENSG00000172020	294	8	14	81	689	146	3821	12624	5	111	13576	85	292	20	263
ENSG00000172023	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0
ENSG00000172031	158	43	24	28	15	154	230	69	17	247	1	116	28	35	5
ENSG00000172037	19479	44394	40502	40576	54654	42855	37207	24181	36217	18813	24678	37838	42943	19030	23563
ENSG00000172046	4340	3784	5261	4911	9155	8650	3765	3279	4257	6329	1681	4578	3925	1720	4439
ENSG00000172053	7498	8196	7724	7611	9821	9862	6736	11443	8957	14903	8276	9606	15278	1792	6718
ENSG00000172057	2536	3890	3345	3606	2424	3941	2723	5464	1355	1347	6128	3654	4807	1640	2216
ENSG00000172058	0	0	2	1	1	1	2	1	2	18	1	23	0	4	16
ENSG00000172059	1488	2995	1875	2298	3071	2606	2241	2260	1755	961	282	1846	61	483	1472
ENSG00000172061	268	236	2	238	459	155	125	12	6801	183	74	67	7	0	1463
ENSG00000172062	197	220	203	210	355	372	221	217	324	340	101	377	115	107	328
ENSG00000172071	656	1467	447	398	773	579	1394	1655	1382	408	883	481	172	240	1001
ENSG00000172073	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172081	3501	4095	5195	1668	3155	2938	2915	3081	2069	5180	5122	4015	4911	751	2728
ENSG00000172086	1167	1449	1931	2081	1849	1706	1702	1591	2728	1769	1386	1621	461	814	845
ENSG00000172113	535	877	512	897	880	1185	724	579	952	982	659	628	595	263	467
ENSG00000172115	3490	4353	3164	8661	5090	5825	3203	3952	11570	7063	3343	3002	3886	1926	3591
ENSG00000172116	49	4	232	7	187	7	13	20	11	13	735	4	56	30	57
ENSG00000172123	307	529	394	284	522	422	621	198	271	309	156	238	106	246	162
ENSG00000172137	11	20	57	18	4	16	20	0	66	0	3	3	19	5	5
ENSG00000172139	1	40	6	36	11	212	5	33	3	12	8	4	1	9	2
ENSG00000172146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172156	56	8	0	10	0	19	4	5	23	16	275	5	1	0	1
ENSG00000172159	383	176	179	95	376	376	1271	545	48	65	368	82	126	24	610
ENSG00000172164	816	698	669	450	2014	643	1499	967	7974	1894	853	690	694	131	4941
ENSG00000172167	307	280	203	140	397	414	230	143	338	230	63	319	22	194	682
ENSG00000172171	243	509	350	269	355	506	350	172	215	190	214	399	165	172	187
ENSG00000172172	1568	976	1202	1357	2011	1303	847	823	1927	699	966	961	1688	583	1958
ENSG00000172175	941	1653	902	758	1056	1873	1349	1666	1875	1805	681	1844	244	704	1897
ENSG00000172179	7	10	0	9	9795	10	3	1	2	0	0	9267	6537	0	32
ENSG00000172183	751	454	1754	1114	1820	393	529	818	130	1859	5690	335	799	665	324
ENSG00000172186	0	0	0	0	1	1	3	1	4	0	3	0	1	1	1
ENSG00000172188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172197	753	1006	216	101	526	205	462	134	181	203	25	289	2	119	104
ENSG00000172199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172201	2067	1187	157	108	13040	8323	747	1063	48	33	126	1219	287	28	300
ENSG00000172208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172209	2	1	2	0	5	1	1	4	2	0	0	1	10	0	0
ENSG00000172215	84	24	226	43	612	22	22	93	25	42	840	24	94	46	119
ENSG00000172216	2229	672	3155	2149	3250	990	1388	4514	6589	3840	7334	1007	6539	753	3270
ENSG00000172232	28	1	17	2	1	11	5	6	0	6	0	4	5	3	2
ENSG00000172236	176	449	2567	325	122	463	245	1	5	25	21	160	1168	180	26
ENSG00000172238	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000172239	1717	2914	1892	1457	3023	4222	3346	2771	3955	3457	995	4612	926	1007	4295
ENSG00000172243	445	106	801	90	842	38	120	392	300	1134	377	38	27	116	123
ENSG00000172244	137	1150	389	389	700	699	344	319	608	417	166	1478	62	275	608
ENSG00000172247	18	125	32	7	14	17	53	171	5	1	7	474	2624	7	3
ENSG00000172250	97	41	107	39	66	64	30	70	58	85	5	27	11	30	82
ENSG00000172260	1587	22	1623	1913	1277	446	3150	2744	3044	651	403	2845	1	1397	1776
ENSG00000172262	1301	2415	1193	1240	2557	2337	2395	1769	3216	2314	553	2026	307	543	2694
ENSG00000172264	281	96	211	97	313	623	36	125	31	2	46	4862	146	189	541
ENSG00000172269	1818	1373	1218	1553	1037	701	1137	1238	2045	4293	1617	900	1729	583	1419
ENSG00000172270	32939	60058	37454	12425	25940	25811	20599	28912	20926	34932	41659	43421	32474	11154	26515
ENSG00000172273	1247	1015	1416	1514	756	1277	777	610	975	1148	675	821	1566	751	1468
ENSG00000172283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172289	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172292	438	1623	1433	642	1576	2232	1328	1062	637	1137	526	1387	876	687	4008
ENSG00000172294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172296	355	962	386	297	505	616	232	604	1284	879	470	244	255	72	484
ENSG00000172297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000172301	2458	3075	3920	3838	1537	2083	1653	1112	2820	1817	2537	2561	5671	1588	1232
ENSG00000172315	827	474	562	837	1212	696	536	1452	1180	1370	1248	894	1038	332	1821
ENSG00000172318	70	3	2	113	397	170	88	658	7	60	7	203	81	117	207
ENSG00000172320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172322	25	4	167	13	160	6	160	24	9	30	121	4	14	29	6
ENSG00000172324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172331	658	882	633	764	1010	1579	601	821	1196	1361	650	933	543	606	659
ENSG00000172336	1157	1525	1131	1856	1097	1101	1094	1113	1055	1951	1514	1915	3491	835	1664
ENSG00000172339	322	366	272	323	500	413	339	631	1451	604	461	176	283	130	331
ENSG00000172340	3013	3371	3169	2878	5035	3889	3075	2720	5406	6350	2192	3412	2203	999	2238
ENSG00000172342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172345	338	116	215	230	382	143	208	126	91	103	244	242	77	172	74
ENSG00000172346	942	69	309	15	162	3115	6	27	5	9	53	3885	1932	467	5105
ENSG00000172348	814	629	1974	241	4263	2129	1254	1149	4703	371	2203	7236	950	171	6535
ENSG00000172349	1047	189	1472	302	1911	193	1503	841	384	793	2016	280	255	351	361
ENSG00000172350	29	15	5	13	22	2	64	25	4	6	4	45	402	24	4
ENSG00000172352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172354	11232	12679	13483	19639	13232	11069	12119	17662	11053	21694	18509	18105	28184	6376	14704
ENSG00000172361	157	15	122	69	190	107	24	37	14	22	16	23	30	28	31
ENSG00000172362	1	3	0	0	0	0	1	1	4	0	0	0	0	0	2
ENSG00000172365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172366	1366	292	794	4871	1198	644	203	576	656	622	1427	456	2217	466	399
ENSG00000172367	1	6	9	0	2	4	3	0	1	0	0	3	7	2	1
ENSG00000172375	802	639	740	622	882	448	684	528	598	1759	1030	592	1210	632	1054
ENSG00000172377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172379	1105	7454	8	1671	10435	3107	17	1022	212	390	42	3462	175	1991	378
ENSG00000172380	10786	12290	10561	8453	18590	17097	7264	9937	9508	17430	5249	9369	2212	6697	11983
ENSG00000172382	131	395	192	856	419	227	44	29	34	117	27	164	265	203	30
ENSG00000172399	22	191	23	24	35	68	31	418	15	12	4	22	5	45	512
ENSG00000172403	27082	48631	100653	90681	68654	68209	1938	4849	21	220	771	45846	7738	49778	29227
ENSG00000172404	11	18	7	2	4	21	2	3	5	3	0	10	2	2	7
ENSG00000172409	591	547	204	545	648	716	509	774	938	845	332	559	777	228	628
ENSG00000172410	0	1	1	0	0	1	0	1	2	1	0	0	0	1	3
ENSG00000172421	0	0	2	0	7	0	0	0	2	5	0	0	0	0	0
ENSG00000172425	15	23	11	13	18	11	4	2	2	3	2	18	8	5	10
ENSG00000172426	155	56	148	73	153	89	114	49	41	28	105	73	707	50	402
ENSG00000172428	1766	2057	2260	2897	1203	1552	1622	1509	2530	1046	3854	955	6634	871	723
ENSG00000172432	2709	5033	4659	2113	2122	5516	4089	6611	3022	2775	2671	3570	1931	1153	7570
ENSG00000172456	561	314	804	2835	898	371	227	461	442	428	2289	349	802	285	1656
ENSG00000172457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172458	198	26	29	29	123	14	475	1044	239	176	876	598	437	35	447
ENSG00000172459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172460	141	5	25	17	5	15	31	51	6	0	11	55	37	217	6
ENSG00000172461	379	0	0	128	8	0	0	0	0	0	1	2	3	602	0
ENSG00000172464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172465	3323	3036	8319	2400	4187	5874	678	442	315	1104	515	3614	1260	1927	988
ENSG00000172466	3918	4038	2311	2628	3107	6977	3048	3460	4679	5364	1821	2514	968	1251	2207
ENSG00000172468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172469	613	1209	624	354	883	700	1223	440	687	1029	303	450	69	464	814
ENSG00000172476	54	67	64	48	89	107	56	4	27	53	19	14	39	150	5
ENSG00000172478	1	1	0	1	0	2	0	0	1	0	0	0	2	0	0
ENSG00000172482	1	2	1	1	1	1	0	1	1	11	0	1	0	0	0
ENSG00000172487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
