TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000156030	6273	2710	254	1706	2011	1081	1447	1265	3099	1219	1411
ENSG00000156042	2614	150	61	90	118	92	69	192	85	44	162
ENSG00000156049	1351	129	264	185	632	309	386	308	521	265	1390
ENSG00000156050	1042	442	121	118	168	128	152	80	225	72	82
ENSG00000156052	11620	2127	1747	4780	3721	1917	1261	1256	8101	2178	2793
ENSG00000156076	234	259	711	2512	463	560	506	5	6002	661	592
ENSG00000156096	4	3	0	0	79	11	8041	1	78	35	726
ENSG00000156097	32	5	5	6	11	1	3	3	4	3	2
ENSG00000156103	74	24	40	14	71	134	95	9	11	36	31
ENSG00000156110	7167	2850	5616	1108	1607	1191	854	910	1297	1220	1303
ENSG00000156113	1478	350	368	668	270	286	822	149	470	16	967
ENSG00000156127	1361	252	429	203	326	803	864	369	111	92	1431
ENSG00000156136	2825	1188	3167	631	1424	1982	1092	981	884	685	979
ENSG00000156140	120	25	73	28	644	144	216	490	80	60	88
ENSG00000156150	2	1	0	0	0	11	92	0	0	3	12
ENSG00000156162	10713	1533	2004	584	1807	1189	1497	538	1266	1038	837
ENSG00000156170	3213	447	1370	201	586	520	759	163	288	1374	1501
ENSG00000156171	5123	1156	3611	1163	2774	2393	1956	723	1313	760	2004
ENSG00000156172	1446	173	263	79	267	198	125	97	132	277	148
ENSG00000156194	12	0	2	0	1	1	0	1	0	1	1
ENSG00000156206	11	10	39	22	7	56	3	31	38	0	2
ENSG00000156218	393	71	37	482	967	141	82	36	1947	57	673
ENSG00000156219	13	12	5	0	4	3	1	1	2	0	4
ENSG00000156222	7	0	4	0	70	3	29	2	0	0	15
ENSG00000156232	1366	494	205	411	870	306	432	719	649	200	752
ENSG00000156234	958	1911	6001	669	609	24470	1645	486	3	859	3389
ENSG00000156239	1160	185	395	131	553	205	373	131	333	123	286
ENSG00000156253	2695	570	1363	420	723	557	407	278	512	76	687
ENSG00000156256	5924	1068	856	1257	2347	1228	1229	1016	1726	566	1154
ENSG00000156261	32410	4286	3725	2912	11118	4168	5251	4797	3612	2340	5676
ENSG00000156265	477	129	441	265	361	467	117	45	291	97	449
ENSG00000156269	0	1	0	0	4	0	1	0	0	0	0
ENSG00000156273	10463	1853	1157	1888	3295	1304	1094	818	2606	434	770
ENSG00000156282	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156284	1735	213	192	23	38	76	2	1	23	8	26
ENSG00000156298	5166	182	288	1095	767	1120	1513	77	2669	52	1563
ENSG00000156299	1745	440	192	640	910	473	96	65	706	108	329
ENSG00000156304	6474	1262	232	969	2360	829	2421	809	1520	1119	1427
ENSG00000156313	2848	169	99	333	388	301	387	471	433	374	533
ENSG00000156345	1867	75	200	166	165	147	160	430	196	207	272
ENSG00000156374	808	188	465	118	393	274	464	206	188	176	328
ENSG00000156381	3119	407	136	344	766	204	2112	693	659	291	752
ENSG00000156384	735	339	588	244	705	262	290	113	315	240	311
ENSG00000156395	37	0	2	1	0	11	0	0	0	0	1
ENSG00000156398	1078	452	440	246	385	339	623	960	342	423	879
ENSG00000156411	4114	636	3811	825	4509	1830	1836	1668	837	1808	2292
ENSG00000156413	36	449	4	7	74	529	820	53	4	4	450
ENSG00000156414	80	40	14	82	52	28	43	9	167	12	42
ENSG00000156427	89	15	48	80	57	84	170	9	99	88	2015
ENSG00000156453	4375	2041	656	1263	4314	1704	2024	1230	2625	1541	2480
ENSG00000156463	195	1256	125	258	606	192	27	4	549	19	190
ENSG00000156466	47	6	8	2	8	6	2	3	4	5	13
ENSG00000156467	22421	4508	7719	3337	7375	5095	5751	3298	3761	9180	11499
ENSG00000156469	3921	725	1349	262	1174	632	708	248	319	1125	898
ENSG00000156471	14626	2738	1760	1649	4830	2950	2387	918	2525	2321	2878
ENSG00000156475	199	82	57	33	38	71	11	6	51	27	68
ENSG00000156482	110488	22648	30814	9841	33921	31583	29205	11018	12866	24553	27060
ENSG00000156486	98	11	6	4	17	20	0	5	5	0	5
ENSG00000156500	392	80	255	70	128	98	104	43	118	68	130
ENSG00000156502	4606	654	649	478	1362	540	1279	586	548	795	1369
ENSG00000156504	3994	1004	826	652	1510	836	1151	814	973	1205	1404
ENSG00000156508	388458	140684	317832	110455	195818	230691	125474	81531	165399	78278	116623
ENSG00000156509	128	15	21	5	48	12	23	20	3	27	41
ENSG00000156510	1848	7	126	157	2603	338	1802	3	189	447	938
ENSG00000156515	33217	4920	1870	3493	6376	2779	5482	1091	5644	1630	5674
ENSG00000156521	3213	663	1272	498	1861	485	1721	490	595	580	913
ENSG00000156531	3206	1059	851	461	1075	703	919	592	654	983	676
ENSG00000156535	6878	9383	394	397	2487	528	639	183	1197	92	306
ENSG00000156564	5	0	0	0	2	2	602	5	9	1	9
ENSG00000156574	52	2	0	2	4	2	4	6	10	9	0
ENSG00000156575	0	0	0	2	0	0	0	0	0	0	0
ENSG00000156587	7914	8358	7452	2856	2952	3583	1241	2233	3390	2576	3923
ENSG00000156599	14366	5506	2191	2201	5727	3105	4479	2775	3745	3257	4543
ENSG00000156603	1102	414	1055	183	514	397	455	351	280	340	531
ENSG00000156639	9179	1840	783	1570	4020	1929	5043	2543	2601	1687	2456
ENSG00000156642	9918	10025	4008	2598	7630	3360	2955	4271	4651	1536	2813
ENSG00000156650	6166	1161	305	1038	1451	538	1779	730	2467	696	931
ENSG00000156671	6113	908	656	811	1404	684	1576	923	1363	790	1130
ENSG00000156675	10537	7374	608	6054	4948	1276	2511	650	12686	607	2699
ENSG00000156687	83	0	1	0	56	1	5	0	8	26	5
ENSG00000156689	2	2	18	5	0	24	0	0	0	1	3
ENSG00000156697	1776	660	492	367	1481	614	800	499	544	704	1222
ENSG00000156709	2905	1083	776	772	2379	943	2201	1291	991	1621	2726
ENSG00000156711	16738	5373	2168	1950	8808	2071	5870	3337	3811	2496	4266
ENSG00000156735	2548	725	1152	485	2079	707	617	489	660	361	557
ENSG00000156738	669	643	1581	306	76	4817	41	48	56	217	1794
ENSG00000156755	4	1	2	0	1	4	0	0	1	2	0
ENSG00000156787	1462	206	201	136	1028	171	359	1277	175	389	440
ENSG00000156795	2245	383	1098	177	771	403	477	377	199	466	763
ENSG00000156802	10421	1692	698	461	4522	607	1023	3306	463	1511	1091
ENSG00000156804	15589	5508	656	406	2703	1298	1416	708	386	873	1407
ENSG00000156831	2826	629	2425	387	821	802	508	388	527	1129	835
ENSG00000156853	730	432	248	323	809	395	287	302	402	174	240
ENSG00000156858	2954	849	745	688	1406	922	2299	1910	1068	814	3474
ENSG00000156860	7911	3235	727	1835	4734	2252	4624	4813	3122	1172	5067
ENSG00000156869	636	197	166	105	991	95	81	208	177	19	26
ENSG00000156873	2843	696	936	535	977	783	1652	1874	509	852	3627
ENSG00000156875	7157	1936	2370	1275	2751	1644	1649	1265	2303	744	1276
ENSG00000156876	1397	195	180	89	626	135	220	322	123	188	146
ENSG00000156885	1	0	0	1	1	0	0	1	1	0	2
ENSG00000156886	20	25	27	8	31	27	4	7	27	2	44
ENSG00000156920	6	0	2	1	2	0	0	0	5	0	0
ENSG00000156925	0	0	0	0	0	1	25	0	0	0	0
ENSG00000156928	1935	643	1157	320	1361	863	1321	598	461	530	679
ENSG00000156931	3903	682	388	841	1501	637	1207	466	1352	756	1555
ENSG00000156958	1666	409	438	399	1326	327	877	676	572	253	716
ENSG00000156959	32	0	114	11	24	87	0	1	10	1	7
ENSG00000156966	21188	2428	7640	1747	1487	2328	2005	444	2637	397	1195
ENSG00000156968	168	47	55	114	499	101	30	20	108	330	104
ENSG00000156970	3333	348	227	31	3130	184	375	849	43	305	517
ENSG00000156973	1372	355	1765	357	790	772	417	415	431	359	954
ENSG00000156976	40478	6911	22114	6671	8937	8575	9918	4465	9552	6418	9114
ENSG00000156983	3244	790	202	614	1190	583	959	776	1014	326	854
ENSG00000156990	2186	607	856	426	1385	540	947	494	620	360	1048
ENSG00000157005	117	0	0	0	87	0	1010	1	1	6	1028
ENSG00000157014	2971	921	315	626	1465	865	997	848	861	866	1401
ENSG00000157017	68	25	183	20	10	81	15	10	28	10	52
ENSG00000157020	8690	3513	4327	1719	5563	3256	4685	6266	2473	1874	4906
ENSG00000157021	10	2	16	1	12	9	17	2	6	1	6
ENSG00000157036	608	119	152	168	168	165	311	108	208	214	355
ENSG00000157045	1424	722	813	545	944	591	601	152	650	472	939
ENSG00000157060	2	0	1	0	1	0	1	0	0	0	1
ENSG00000157064	3050	2310	135	44	121	215	55	35	45	23	37
ENSG00000157077	1732	573	170	646	894	264	958	469	1933	247	583
ENSG00000157087	23	4	0	20	5	1	0	13	2	1	3
ENSG00000157093	2	0	2	0	1	0	1	0	0	0	0
ENSG00000157103	89	19	18	19	67	69	69	13	74	369	152
ENSG00000157106	13338	3456	982	2273	4805	1279	2949	1656	3405	2575	2648
ENSG00000157107	4943	3730	2004	2633	2458	1249	1600	574	2938	1293	1188
ENSG00000157110	7207	943	1807	2840	2348	1371	3250	728	3851	5462	8597
ENSG00000157111	37	74	68	5	111	78	13	9	6	46	9
ENSG00000157119	1	0	0	0	1	0	0	0	0	0	0
ENSG00000157131	1	0	0	2	32	2	1	1	4	103	10
ENSG00000157150	621	8	31	3	48	28	3	11	14	5	12
ENSG00000157152	136	5	1	31	34	13	3	2	197	3	14
ENSG00000157168	94	121	60	226	100	91	19	4	413	0	86
ENSG00000157181	4309	855	1259	510	2069	574	2309	2431	943	1789	1936
ENSG00000157184	3650	1102	605	660	1794	627	1241	509	1030	358	793
ENSG00000157191	8557	2802	6036	2598	3156	3930	2483	1164	3636	1205	3668
ENSG00000157193	5453	267	143	132	2600	339	194	134	103	164	179
ENSG00000157211	5	0	1	1	0	2	1	2	1	0	6
ENSG00000157212	2667	463	210	326	1031	249	882	637	527	548	513
ENSG00000157214	2331	2439	928	262	1482	717	643	1818	122	992	933
ENSG00000157216	6443	1159	562	1736	1506	1487	1786	790	1892	1061	2228
ENSG00000157219	1	0	0	0	0	0	0	0	0	0	0
ENSG00000157224	10517	4193	2401	716	2951	1208	2610	1362	1341	1268	965
ENSG00000157227	14104	4357	2871	5504	19797	8667	12963	5713	5353	1742	13554
ENSG00000157240	2499	1019	861	912	1416	1372	2328	154	2519	581	979
ENSG00000157259	4855	1443	970	1062	2056	792	1730	1449	1422	1144	1367
ENSG00000157303	441	165	423	179	65	641	46	28	97	33	170
ENSG00000157306	160	6	2	18	8	12	58	59	23	48	248
ENSG00000157315	60	11	15	15	399	5	451	2	29	185	93
ENSG00000157322	25	0	0	9	1	8	6	0	4	2	0
ENSG00000157326	708	260	255	352	729	291	318	671	362	114	972
ENSG00000157330	106	15	48	23	1	105	3	51	15	0	0
ENSG00000157335	4	0	0	1	1	0	5	0	0	7	3
ENSG00000157343	62	22	17	7	29	11	44	110	3	14	50
ENSG00000157349	1820	330	459	500	864	589	705	307	694	504	1319
ENSG00000157350	1941	658	588	855	740	1100	1662	176	1552	399	1525
ENSG00000157353	2560	311	314	491	1401	545	2303	652	656	504	2137
ENSG00000157368	316	75	107	419	119	563	75	12	159	5	272
ENSG00000157379	2130	983	755	694	801	700	817	631	836	470	2497
ENSG00000157388	1607	37	93	269	295	52	494	118	1022	1130	748
ENSG00000157399	118	6	21	144	2587	593	3843	2	128	505	4936
ENSG00000157404	425	694	433	972	1826	395	10390	553	2987	5243	4146
ENSG00000157423	1083	49	17	56	57	116	51	255	95	31	20
ENSG00000157426	1714	376	497	311	448	211	468	322	523	295	253
ENSG00000157429	505	90	118	92	209	84	263	141	97	120	283
ENSG00000157445	66	15	185	52	73	96	196	47	98	14	53
ENSG00000157450	3957	766	791	869	1954	643	1194	918	1228	560	684
ENSG00000157456	3441	482	458	62	4505	356	544	1278	56	437	853
ENSG00000157470	689	28	97	26	454	99	80	115	26	39	66
ENSG00000157483	4652	1301	433	1005	12782	1389	1966	834	1105	440	1751
ENSG00000157500	6995	1636	1251	1464	2476	1278	2018	922	2376	1643	1484
ENSG00000157502	2389	48	950	16	29	81	1	2	124	53	17
ENSG00000157510	1267	254	128	581	928	451	513	85	1520	86	951
ENSG00000157514	19530	21708	4087	11284	4470	10154	7483	6149	8817	2223	7162
ENSG00000157538	7808	1225	1170	1368	2101	1048	1522	735	2253	961	1188
ENSG00000157540	10650	1823	1520	1768	2580	1793	2895	1125	2996	2237	2553
ENSG00000157542	64	0	3	2	41	25	26	1	7	9	121
ENSG00000157551	208	109	3074	4398	1202	1528	5423	74	7025	3680	6723
ENSG00000157554	1030	324	299	882	620	976	524	120	2569	133	1586
ENSG00000157557	15050	2858	2172	8474	10222	4420	16027	3622	14659	5125	14712
ENSG00000157570	1687	332	121	632	706	786	568	93	3071	74	1145
ENSG00000157578	1615	41	138	52	145	111	157	108	90	98	63
ENSG00000157593	7281	2587	2052	1086	5232	2955	5650	2513	1597	2068	2508
ENSG00000157600	7150	2240	688	2983	3561	879	1520	561	4998	1085	2447
ENSG00000157601	27987	763	2839	2145	19395	5034	2192	1709	2359	3583	2123
ENSG00000157613	2895	2360	293	2433	2268	2931	4188	1463	2819	5662	4271
ENSG00000157617	10601	616	285	729	1542	811	2708	530	1102	1010	2035
ENSG00000157625	2973	1283	522	896	963	624	2059	618	1371	1192	1259
ENSG00000157637	14696	4853	1870	3418	10001	5250	9674	4638	5116	1819	8937
ENSG00000157653	80	30	22	10	116	19	29	16	13	16	32
ENSG00000157654	56	7	3	11	12	5	13	2	81	0	3
ENSG00000157657	2238	324	110	701	1271	369	1960	567	1210	1573	1168
ENSG00000157680	57	10	16	9	22	37	57	44	4	23	82
ENSG00000157693	3294	581	437	727	784	637	2325	695	1058	719	1667
ENSG00000157703	240	10	40	9	159	11	39	1	23	24	54
ENSG00000157734	357	111	289	437	264	433	270	198	475	172	823
ENSG00000157741	3984	921	229	786	872	253	1374	1020	949	1133	898
ENSG00000157764	4143	1099	436	904	1213	442	1076	530	1160	747	996
ENSG00000157765	109045	77560	65189	63774	37563	44190	16933	8556	157974	24800	67027
ENSG00000157766	188	35	8	4	268	63	291	8	16	44	431
ENSG00000157778	7865	1439	2683	281	3592	1699	2860	2665	309	623	1939
ENSG00000157782	47	3	6	2	45	8	8	4	5	1	11
ENSG00000157796	3624	340	352	490	510	349	837	527	671	974	1071
ENSG00000157800	4681	1525	698	672	2308	991	1767	1601	1093	1112	1537
ENSG00000157823	2447	810	423	622	1208	508	688	1055	824	342	882
ENSG00000157827	5556	999	1374	2203	1831	1243	4194	1593	3090	3563	3549
ENSG00000157833	1531	49	137	29	565	179	803	148	82	199	90
ENSG00000157837	4542	2199	852	1287	6034	1388	2682	1214	2078	2358	3056
ENSG00000157851	56	1	0	1	4	0	4	0	0	0	2
ENSG00000157856	2870	79	58	112	49	118	21	639	54	5	5
ENSG00000157869	1852	489	751	389	762	474	479	487	585	485	500
ENSG00000157870	3498	859	822	811	1008	876	1044	257	749	510	816
ENSG00000157873	3462	2413	2666	1747	1237	2753	1758	734	1829	426	4678
ENSG00000157881	2203	766	550	393	938	589	882	551	690	235	925
ENSG00000157884	14	0	1	3	15	1	2	1	6	2	2
ENSG00000157890	34	7	12	22	19	35	62	10	63	23	34
ENSG00000157895	1036	457	436	312	1343	420	671	445	511	431	699
ENSG00000157911	1667	707	383	281	1325	402	638	387	448	252	618
ENSG00000157916	11158	3710	5524	1719	7358	3118	3162	2263	2428	2354	4169
ENSG00000157927	1824	12	10	231	434	37	51	60	430	1	212
ENSG00000157933	8953	4339	654	2945	3489	2657	4749	1254	6944	1428	3173
ENSG00000157954	29718	3669	1643	1730	4633	2810	6089	2611	2571	1380	3397
ENSG00000157965	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157978	3986	1629	782	996	1485	1338	1389	713	2022	536	1343
ENSG00000157985	5574	1287	233	959	1757	724	2508	1302	1846	735	1873
ENSG00000157992	1289	934	2913	455	7146	858	3590	1630	450	610	1513
ENSG00000157999	214	37	5	2	11	4	52	26	5	37	11
ENSG00000158006	3162	943	740	649	2815	698	1384	415	1068	491	1146
ENSG00000158008	210	27	16	15	31	31	9	4	24	9	37
ENSG00000158014	1393	9	6	2	35	82	2	6	1	0	1
ENSG00000158019	7129	1077	546	834	2275	835	1189	459	1294	702	1973
ENSG00000158022	9	3	3	10	2	1	1	4	1	0	5
ENSG00000158023	2877	1669	907	123	338	527	605	782	154	350	101
ENSG00000158042	5026	1320	4036	536	2489	1904	2787	1730	802	1181	2979
ENSG00000158050	1018	413	748	614	264	1086	88	135	278	82	602
ENSG00000158055	555	94	34	10	112	44	146	22	5	22	21
ENSG00000158062	3839	430	757	643	914	599	1166	1457	654	239	1702
ENSG00000158077	11	11	3	8	2	3	0	0	17	3	1
ENSG00000158079	1803	162	428	263	373	144	737	288	504	369	546
ENSG00000158089	2798	941	250	34	2966	1425	713	11	73	494	770
ENSG00000158092	3016	862	1993	829	2077	1248	512	698	1053	560	542
ENSG00000158104	193	24	8	11	2263	12	11	12	27	6	57
ENSG00000158106	8198	372	481	202	551	322	5919	1615	183	443	4060
ENSG00000158109	10313	3483	1776	1441	2386	2474	1800	1147	2901	737	2133
ENSG00000158113	303	20	33	35	60	83	244	317	30	15	32
ENSG00000158122	2058	462	623	574	677	757	436	137	1016	266	506
ENSG00000158125	533	3652	50	37	501	145	526	153	33	114	104
ENSG00000158156	985	500	308	220	730	437	479	271	314	252	420
ENSG00000158158	5958	1382	476	1022	2312	592	1098	837	1389	556	688
ENSG00000158161	4460	979	328	765	1173	493	890	845	913	686	867
ENSG00000158163	352	39	97	157	260	132	143	79	115	75	806
ENSG00000158164	29	3	22	14	16	19	9	1	60	15	42
ENSG00000158169	2225	210	173	286	643	195	474	328	450	234	384
ENSG00000158186	4612	331	475	1130	1141	523	322	266	1731	253	895
ENSG00000158195	23995	9663	957	5309	12062	3456	3498	3577	8867	2056	4007
ENSG00000158201	3801	569	1477	434	2417	907	1196	440	629	1021	1064
ENSG00000158220	1308	97	527	1113	317	60	791	49	1518	503	885
ENSG00000158234	1398	159	392	324	751	242	785	431	333	481	420
ENSG00000158246	258	322	50	734	249	108	61	315	1199	28	369
ENSG00000158258	611	125	45	96	125	150	47	20	70	24	78
ENSG00000158270	2202	1535	798	2412	1430	1417	751	76	6787	503	1416
ENSG00000158286	1209	307	235	153	379	196	743	584	133	293	636
ENSG00000158290	8841	4440	1793	1378	4193	1682	2276	1495	1983	1714	2924
ENSG00000158292	2271	1915	261	458	908	582	3768	234	1286	156	498
ENSG00000158296	691	27	50	83	110	109	92	373	113	81	279
ENSG00000158301	1405	133	313	239	298	203	400	138	598	101	366
ENSG00000158315	1412	1177	367	49	2421	227	172	133	44	206	86
ENSG00000158321	1327	6863	726	1168	2020	737	1621	279	2182	873	2720
ENSG00000158352	3114	851	326	1378	930	438	687	87	3097	503	1284
ENSG00000158373	1390	959	540	87	1605	122	1978	941	73	369	1015
ENSG00000158402	806	101	107	14	946	74	144	168	11	241	271
ENSG00000158406	82	59	72	20	63	14	237	114	17	23	73
ENSG00000158411	2423	323	1470	306	696	528	595	537	263	855	855
ENSG00000158417	29529	5326	1743	3680	16224	3748	4973	4235	4340	9102	5167
ENSG00000158423	789	27	164	70	49	162	111	300	63	59	99
ENSG00000158427	15	2	3	2	8	9	2	1	1	3	9
ENSG00000158428	220	23	32	45	130	78	124	242	36	4	177
ENSG00000158435	10175	1241	1922	914	5539	1613	2901	1807	1111	3197	2626
ENSG00000158445	78	9	1	8	16	12	1	6	44	0	10
ENSG00000158457	1472	423	623	393	719	1235	194	491	233	120	416
ENSG00000158458	116	6	4	22	26	68	6	15	27	7	31
ENSG00000158467	3662	7608	1989	6142	2853	1265	10329	706	9281	6629	4050
ENSG00000158470	17288	3786	2238	2796	7191	1936	2335	2257	3469	3695	3548
ENSG00000158473	366	66	476	180	40	404	89	13	156	74	265
ENSG00000158477	21	197	1219	69	34	1897	48	4	165	21	25
ENSG00000158480	2479	656	262	387	638	430	714	622	743	358	641
ENSG00000158481	114	148	1730	195	47	1154	43	9	266	16	155
ENSG00000158482	2	2	0	2	2	8	0	0	0	0	0
ENSG00000158483	678	412	190	74	576	135	198	155	123	147	253
ENSG00000158485	28	33	315	48	11	207	11	5	39	0	3
ENSG00000158486	1085	97	51	80	395	208	105	368	95	29	100
ENSG00000158488	96	110	944	188	32	588	8	10	115	9	31
ENSG00000158497	0	2	4	1	2	1	1	0	0	0	3
ENSG00000158516	1	0	0	2	0	1	4	1	1	2	4
ENSG00000158517	260	173	125	1180	89	558	47	29	472	55	213
ENSG00000158525	18	0	7	1	4	2	7	1	1	4	66
ENSG00000158526	5436	1031	615	1103	1885	1163	2183	1463	1514	1320	2490
ENSG00000158528	3825	1218	363	823	1006	220	1190	804	1439	618	617
ENSG00000158545	4653	1079	445	919	2491	1038	2803	1699	1639	590	3168
ENSG00000158552	2045	495	1146	494	1228	772	1039	515	615	471	2809
ENSG00000158553	9	1	0	0	48	1	0	6	0	0	1
ENSG00000158555	1124	215	122	306	265	748	435	96	512	91	1130
ENSG00000158560	262	21	32	23	148	112	33	9	51	19	58
ENSG00000158571	60	9	6	4	12	4	6	5	8	12	17
ENSG00000158578	7	2	0	49	4	2	8	1	76	0	4
ENSG00000158604	10935	5271	3129	2219	8114	5181	10456	6246	3355	3476	3514
ENSG00000158615	9293	1954	3057	4035	6723	2809	4529	4322	10276	2499	2748
ENSG00000158623	5948	1244	361	306	2110	729	839	922	891	925	670
ENSG00000158636	2931	669	460	511	829	362	627	983	961	632	843
ENSG00000158639	0	0	9	0	3	4	0	0	2	0	0
ENSG00000158669	25330	2133	576	1742	5067	1610	5625	1155	2261	2145	10450
ENSG00000158683	109	27	6	15	45	16	86	133	181	13	70
ENSG00000158691	853	175	244	100	259	258	382	192	192	241	287
ENSG00000158710	98147	22253	78895	21098	52747	23666	46415	30754	22148	49453	36502
ENSG00000158711	8148	1715	705	1385	2167	1585	2560	1242	2038	2221	1854
ENSG00000158714	1962	1441	935	2604	639	1026	435	276	742	242	895
ENSG00000158715	1523	182	164	196	613	745	1323	184	257	116	257
ENSG00000158716	2750	524	4270	672	2061	1913	1865	1944	775	2451	5077
ENSG00000158717	2042	323	577	574	474	821	775	554	828	214	1670
ENSG00000158731	0	1	0	0	0	0	0	0	0	0	0
ENSG00000158747	4269	3065	1462	1261	3798	3931	4704	585	2028	276	9593
ENSG00000158748	3	1	5	0	3	5	1	1	0	0	1
ENSG00000158764	3	6	24	307	27	0	21	0	1417	1	165
ENSG00000158769	27056	5472	2670	6295	17731	2682	8918	6375	8606	7481	9066
ENSG00000158773	5788	1373	3617	1225	2358	2180	2065	2009	1229	2265	3961
ENSG00000158786	15	1	0	0	11	7	74	1	0	0	0
ENSG00000158792	874	196	330	306	574	494	767	527	483	98	1130
ENSG00000158793	3478	632	1559	525	2189	774	1602	1064	756	993	1785
ENSG00000158796	3958	839	1086	749	1975	897	1665	1170	1076	1511	2544
ENSG00000158805	1939	310	220	320	448	464	1089	640	493	401	1302
ENSG00000158806	164	5	146	17	173	84	219	33	38	5	167
ENSG00000158813	316	40	99	63	79	136	20	2	277	199	81
ENSG00000158815	35	0	2	0	6	1	26	1	2	2	37
ENSG00000158816	27	3	1	4	0	3	0	3	3	0	2
ENSG00000158825	973	1900	59	169	1702	124	213	12	47	22	222
ENSG00000158828	2955	2297	329	727	1274	656	826	311	1208	131	745
ENSG00000158850	6354	935	1728	787	3338	1572	4232	2189	1167	2182	3990
ENSG00000158856	1642	151	575	1295	715	577	1868	456	2050	462	2446
ENSG00000158859	1877	352	104	848	1899	823	748	635	442	242	6207
ENSG00000158863	4656	2065	406	972	1373	913	3040	813	1292	795	5381
ENSG00000158864	13347	1857	1222	1633	7800	1934	4856	4643	2165	2724	4284
ENSG00000158865	30	4	1	0	51	1	14	1	1	1	10
ENSG00000158869	4561	1816	2846	3521	1600	1832	801	557	3551	376	1591
ENSG00000158874	7	1	1	2	2	0	7	4	1	0	5
ENSG00000158882	1843	286	497	289	763	552	807	774	332	658	951
ENSG00000158887	94	12	55	15	44	31	93	24	44	28	86
ENSG00000158901	4	0	0	0	0	0	9	0	0	0	9
ENSG00000158941	7754	2619	944	1626	2789	1644	3376	1125	2494	1560	5891
ENSG00000158955	18	8	1	4	2	3	3	1	4	1	1
ENSG00000158966	2530	135	510	1439	778	299	50	285	2779	163	1441
