TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000147378	5	47	7	3	2	2	1	1	2	2	2	9
ENSG00000147381	0	22	7	0	1	1	209	0	0	0	0	5
ENSG00000147383	2813	1283	2199	2741	1322	4607	991	954	2062	1237	627	1926
ENSG00000147394	3959	627	1026	1128	216	1892	1297	503	238	273	452	2183
ENSG00000147400	2978	1415	2638	2056	1265	5713	1651	984	1738	1598	871	2500
ENSG00000147403	91426	45817	66190	96117	51863	217799	85393	41760	55592	70514	34352	78309
ENSG00000147408	207	1150	105	171	386	208	1672	278	112	173	385	136
ENSG00000147416	4138	6762	1764	2447	2580	2156	1781	3496	1520	2910	2601	1976
ENSG00000147419	2577	2517	790	1288	599	1312	984	1779	773	763	1050	729
ENSG00000147421	994	1126	233	277	340	247	273	403	234	182	208	177
ENSG00000147432	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000147434	5	8	0	910	2	0	1	0	0	2	0	1
ENSG00000147437	101	132	20	22	43	15	27	38	19	12	45	9
ENSG00000147439	1088	1509	335	564	539	649	279	914	480	352	470	290
ENSG00000147443	173	511	104	88	102	111	66	206	167	97	45	309
ENSG00000147454	4149	3821	1071	2026	1024	1086	1003	1594	950	955	993	787
ENSG00000147457	2700	4599	986	1227	1381	1485	739	2294	1051	873	967	831
ENSG00000147459	3391	4878	1286	1146	1243	898	907	2385	1230	704	1031	605
ENSG00000147465	4	8	6	1	1	5	1	12	4	1	1	1
ENSG00000147471	3695	3391	5725	1387	1278	6006	1306	3201	1562	947	1815	1274
ENSG00000147475	4341	4526	5502	2024	1198	6143	2652	4277	2711	1611	1919	1551
ENSG00000147481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147485	24	16	13	16	12	14	10	22	9	2	0	12
ENSG00000147488	13	36	6	80	27	2	3	33	2	6	4	38
ENSG00000147509	43	14	3	66	2	2	1	3	3	3	2	3
ENSG00000147526	7863	12594	1843	1500	2949	5792	4538	5850	1666	1911	2021	1724
ENSG00000147533	4032	2371	1227	1113	1740	4410	1386	1662	1894	1270	1382	2773
ENSG00000147535	3011	2717	4284	542	1258	1860	985	1311	1644	638	919	741
ENSG00000147536	715	469	267	276	194	638	84	235	716	197	163	409
ENSG00000147548	4355	5120	12969	2146	1620	3738	1837	2581	4558	1153	1510	1042
ENSG00000147570	43	57	7	13	7	14	7	13	6	8	3	15
ENSG00000147571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147573	0	2	1	0	3	1	0	2	10	1	0	2
ENSG00000147576	27	221	20	6	28	23	25	158	9	23	8	21
ENSG00000147586	1402	537	691	710	485	1454	164	562	795	368	225	786
ENSG00000147588	2	3	4	1	5	1	0	97	1	0	0	0
ENSG00000147592	1828	1402	1412	2485	1192	2856	219	562	2616	1151	589	1380
ENSG00000147596	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000147601	2313	1094	774	1705	1148	1172	318	858	1268	436	441	760
ENSG00000147604	72545	27361	29541	48566	34517	81483	15977	20742	49921	13981	15774	38419
ENSG00000147606	7	18	1	15	8	32	5	37	1	8	2	33
ENSG00000147613	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000147614	95	64	32	55	23	10	32	137	46	10	20	182
ENSG00000147642	2895	1087	653	476	2436	780	433	270	1140	576	794	2723
ENSG00000147647	0	4	1	0	0	11	0	2	7	0	0	2
ENSG00000147649	12001	7694	6932	9836	9006	8555	3232	5551	10982	3043	3811	6277
ENSG00000147650	485	666	132	229	422	179	270	621	1112	104	96	237
ENSG00000147654	2588	1296	1279	1240	1624	2289	626	1040	1283	683	688	1900
ENSG00000147655	0	69	1	2	1	7	1	119	3	3	2	7
ENSG00000147669	2770	1687	1715	2949	2180	4454	700	1048	2697	1042	1185	1999
ENSG00000147676	19478	27937	6829	35757	10496	20293	3546	9028	18959	4515	10944	10213
ENSG00000147677	24682	10114	13020	32604	15668	22231	6051	7867	16306	5779	6547	15945
ENSG00000147679	1814	948	869	2202	1156	1984	516	571	1232	452	479	1245
ENSG00000147684	12929	4764	7061	11663	7046	13174	1825	6478	7528	2966	2740	6768
ENSG00000147687	1555	836	1148	1653	1304	2106	311	540	953	309	496	968
ENSG00000147689	135	178	7	109	12	119	0	24	253	43	16	17
ENSG00000147697	9	112	6	19	13	5	2	3	17	10	5	18
ENSG00000147724	1	44	1	0	1	4	1	112	1	0	8	1
ENSG00000147753	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147761	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000147789	2126	1257	1165	685	1394	937	466	463	1686	261	414	1060
ENSG00000147799	2221	983	1824	771	1281	1044	660	668	1703	258	330	590
ENSG00000147804	12268	5186	6895	1771	6847	5177	2029	2524	3581	805	1472	3614
ENSG00000147813	12279	4401	7579	3651	4340	3933	1113	2922	6773	572	2388	5165
ENSG00000147852	224	1272	63	368	242	140	123	223	44	75	78	327
ENSG00000147853	6850	6235	6359	4321	5467	6712	1982	5308	2976	3814	2106	3311
ENSG00000147854	3835	3356	2487	1621	3023	1477	1137	811	1311	998	733	1170
ENSG00000147862	3511	2444	2008	2108	1740	1716	299	2150	319	1433	881	1483
ENSG00000147869	8	4	2	3	1	1	3	0	0	1	2	0
ENSG00000147872	8710	4403	4254	2896	4446	3554	535	2300	1672	1364	913	1844
ENSG00000147873	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000147874	2240	1646	1287	1250	1969	1199	365	462	1257	651	391	505
ENSG00000147883	739	3107	1187	477	512	463	149	2208	161	125	93	195
ENSG00000147885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147889	937	101	1142	750	107	155	36	41	440	74	15	105
ENSG00000147894	821	1343	663	356	698	782	290	381	424	616	188	673
ENSG00000147896	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000147905	2467	1580	1183	1542	2023	1752	716	465	909	701	567	915
ENSG00000147912	457	309	275	130	208	108	85	119	180	61	44	136
ENSG00000147955	19215	4579	12100	5494	8107	8146	3493	2442	4586	5345	2637	4150
ENSG00000147996	578	661	386	154	266	251	37	163	250	114	52	76
ENSG00000148019	2722	1326	1504	984	362	1136	332	592	735	793	383	681
ENSG00000148053	61	917	185	78	90	80	23	1545	37	68	196	328
ENSG00000148057	660	423	620	167	139	357	112	282	113	121	68	200
ENSG00000148082	876	146	44	65	46	62	3	104	11	114	22	256
ENSG00000148090	1304	1166	945	867	276	972	407	854	606	749	365	616
ENSG00000148110	7035	4876	7223	4264	1656	5870	1584	2604	3190	2456	1606	2437
ENSG00000148120	3405	1706	1532	944	771	1150	347	954	803	648	572	817
ENSG00000148123	8	6	11	21	0	1	0	12	0	9	0	388
ENSG00000148136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143	2255	1487	1818	757	704	589	538	495	429	507	220	420
ENSG00000148153	2514	2376	2982	1304	763	1860	458	1561	994	963	607	929
ENSG00000148154	2933	4782	2467	1456	2669	2467	746	2553	983	1035	688	1345
ENSG00000148156	1	1	0	2	0	1	0	1	2	0	0	1
ENSG00000148158	4223	4700	4257	1794	1087	1148	1073	2002	1039	618	647	868
ENSG00000148175	2203	13211	2159	2659	2313	2706	1142	5389	1338	1025	1410	2183
ENSG00000148180	18330	74069	4797	9788	7671	12641	2809	37566	5733	2037	2620	5397
ENSG00000148187	5254	3526	6116	2589	6472	3381	1047	1754	1921	1838	1008	1641
ENSG00000148200	765	527	1175	357	639	424	1314	302	584	110	229	691
ENSG00000148204	1196	124	631	253	139	286	170	184	94	236	80	509
ENSG00000148215	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000148218	5756	3910	6368	1964	1565	2500	1645	2388	895	1105	670	1601
ENSG00000148219	205	156	422	107	45	217	89	190	64	98	43	246
ENSG00000148225	470	285	636	289	81	251	145	111	152	259	134	155
ENSG00000148229	8219	5522	6726	4378	1753	7102	1575	2321	3327	3375	1957	4847
ENSG00000148248	25123	23006	22534	12360	7977	18123	7047	13355	14151	10146	6831	10391
ENSG00000148288	235	619	342	46	100	308	302	131	56	94	29	119
ENSG00000148290	3115	944	2543	1531	585	3531	1049	1516	941	1074	722	2239
ENSG00000148291	2210	545	1520	703	372	1110	223	526	462	386	264	476
ENSG00000148296	11655	3446	6468	4782	2480	3319	921	3025	4469	1166	926	1478
ENSG00000148297	3361	2074	2218	2301	1112	1391	681	1233	1569	888	677	981
ENSG00000148300	5063	1785	3095	1995	1082	2255	700	1228	1886	1020	630	1118
ENSG00000148303	157699	60115	83461	70808	30780	151503	46452	36511	40874	51865	28493	69095
ENSG00000148308	8494	3626	4395	3414	1879	3238	1350	2198	2097	1588	997	2315
ENSG00000148331	4155	1878	2699	1272	809	1553	737	1081	1434	666	503	795
ENSG00000148334	10750	3806	7071	4975	2088	5255	874	2739	4910	4714	1977	3531
ENSG00000148335	3856	1409	2324	1726	805	2707	413	551	1362	1136	493	763
ENSG00000148337	11209	5461	8759	7684	2724	5845	3644	3766	3760	3100	2504	3354
ENSG00000148339	2341	3786	1501	1382	656	1976	244	1856	2285	1273	396	731
ENSG00000148341	17322	8307	12843	3345	2852	3677	2577	3466	4594	3812	1616	2685
ENSG00000148343	4800	3576	4088	1557	1017	1615	595	2449	1338	1027	519	678
ENSG00000148344	2077	720	2504	1263	142	2779	165	1005	835	284	261	577
ENSG00000148346	126163	8016	18393	92804	1196	27891	2117	734	77610	103869	4324	47048
ENSG00000148356	3631	1623	3308	1507	1094	826	642	859	1050	689	332	884
ENSG00000148357	445	5207	93	325	530	1096	85	1381	140	44	30	228
ENSG00000148358	14672	8100	6695	6961	2030	4341	2102	5309	4302	2821	1926	3290
ENSG00000148362	4290	1940	4600	1400	939	2897	779	963	1007	1369	803	1435
ENSG00000148377	1	0	2	0	0	1	0	3	0	0	1	0
ENSG00000148384	2095	980	2119	646	513	636	604	391	466	469	285	489
ENSG00000148386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148396	14355	15759	10643	8277	3959	4686	2195	7574	6885	2833	1959	2769
ENSG00000148399	3333	1893	2090	988	904	1485	683	516	1119	861	534	1015
ENSG00000148400	14359	5513	8722	7146	4661	3464	3682	4856	4904	3320	1363	4868
ENSG00000148408	3	278	4	7	11	7	97	32	0	2	1	8
ENSG00000148411	1791	2345	2212	1551	1404	1000	579	1756	1418	682	500	495
ENSG00000148426	1340	379	1233	514	493	606	823	392	212	285	262	229
ENSG00000148429	3390	2025	7341	2193	2035	2697	1014	1114	2519	828	931	689
ENSG00000148444	1066	931	887	882	663	1533	261	494	542	463	436	510
ENSG00000148450	2745	1405	3235	1105	1111	3677	1476	1186	530	1243	898	857
ENSG00000148459	2497	761	2513	1341	1328	2378	384	882	903	657	544	384
ENSG00000148468	4681	3020	4869	2836	1627	2231	1815	5157	824	1167	647	1237
ENSG00000148481	1895	1565	1751	1467	798	963	408	1116	674	506	374	447
ENSG00000148482	0	1	1	0	0	1	0	2	1	0	0	1
ENSG00000148483	244	2635	514	44	141	545	37	2832	77	137	44	785
ENSG00000148484	3605	4323	7218	4520	3276	5176	1658	3604	2207	1481	1575	1700
ENSG00000148488	50	95	55	0	33	54	56	15	4	7	4	10
ENSG00000148498	4958	3447	4682	2548	1844	2238	1574	2352	821	892	582	1668
ENSG00000148513	8	0	1	0	2	0	0	0	0	0	0	0
ENSG00000148516	708	2515	251	387	943	396	236	807	283	170	221	251
ENSG00000148541	117	156	17	62	46	28	46	136	27	23	20	42
ENSG00000148572	1352	1420	652	1063	850	1473	303	1085	588	333	287	373
ENSG00000148584	3255	1877	1413	432	993	1712	384	2537	698	589	459	534
ENSG00000148600	8122	1091	6435	1687	13682	5137	4856	1848	2106	2326	2744	6382
ENSG00000148602	3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000148604	1	0	1	5	54	64	1	3	0	28	27	2
ENSG00000148606	2825	2137	1649	2193	1699	1262	904	1049	1606	616	645	556
ENSG00000148634	2707	4102	2525	2506	1862	2225	841	1710	1282	987	823	650
ENSG00000148655	54	166	26	246	202	1080	367	95	34	192	157	104
ENSG00000148660	3484	3970	2005	2978	2752	1944	1133	1552	2153	819	1006	824
ENSG00000148671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148672	8404	7558	7006	7955	5440	11194	3498	7319	3679	4762	3335	3700
ENSG00000148677	19	26	1	3	5	7	1	3	1	1	0	0
ENSG00000148680	4	40	1	3	6	4	0	13	1	4	4	15
ENSG00000148688	1892	988	1143	518	943	1874	443	676	720	594	505	591
ENSG00000148690	1828	1620	791	721	815	802	245	567	530	223	271	266
ENSG00000148700	16739	7636	6962	11056	6367	14231	3134	7518	4418	5062	2822	5244
ENSG00000148702	2	78	1	29	7	10	0	0	177	4	0	18
ENSG00000148704	13	0	0	0	0	0	0	2	0	0	0	1
ENSG00000148719	5822	3255	2543	2852	2703	3620	1614	2617	2267	1187	876	1019
ENSG00000148730	15619	11257	8296	9784	8114	11386	6530	9215	6449	3373	4248	3358
ENSG00000148734	186	165	50	218	150	253	220	35	41	200	55	75
ENSG00000148735	2844	1545	360	1158	2405	1521	124	118	1206	1656	685	935
ENSG00000148737	7316	5190	2074	5989	2032	2788	1132	2708	2507	1177	1109	919
ENSG00000148773	29733	11876	14915	17963	7081	5118	1716	3909	9333	3581	2439	1343
ENSG00000148795	4	4	3	2	6	7	4	1	4	2	0	3
ENSG00000148798	3	29	0	3	21	1	5	86	0	3	3	5
ENSG00000148803	2733	733	1325	379	918	839	91	269	687	212	124	212
ENSG00000148814	557	413	329	239	302	347	130	171	246	170	158	116
ENSG00000148824	1097	776	724	274	612	378	110	252	387	86	115	120
ENSG00000148826	0	0	0	1	1	0	0	1	2	1	0	1
ENSG00000148832	185	378	175	116	131	170	84	176	175	126	79	98
ENSG00000148834	5681	4044	3647	4981	4364	12090	2357	2480	2087	3939	2549	3493
ENSG00000148835	675	406	425	473	253	471	159	213	262	209	106	143
ENSG00000148840	7326	4288	4878	3787	4316	3498	1362	3338	3281	895	987	941
ENSG00000148841	1431	3168	881	1358	932	1545	188	1500	926	322	343	449
ENSG00000148842	1463	1793	485	413	857	688	444	2332	369	145	207	350
ENSG00000148843	8181	4090	4538	5208	5148	2672	1223	2158	3655	1040	1126	1027
ENSG00000148848	645	1458	341	194	794	190	169	31	409	152	298	200
ENSG00000148908	1624	1094	319	673	410	768	500	577	310	173	129	589
ENSG00000148925	1746	1962	1102	2301	1197	1941	530	1180	829	625	591	836
ENSG00000148926	2481	6652	226	1567	471	1630	196	1988	782	349	374	592
ENSG00000148935	57	81	44	28	229	317	36	16	59	30	21	439
ENSG00000148942	8	15	45	3	9	20	25	7	1	0	7	66
ENSG00000148943	2709	2006	1340	1046	1411	2239	608	1766	934	1119	717	944
ENSG00000148948	22	40	4	2	20	2	0	45	2	0	0	1
ENSG00000148950	726	458	310	448	329	729	164	298	276	190	167	266
ENSG00000148965	1	1	1	55	1	4	0	0	48	8	0	1
ENSG00000148985	3398	1423	1613	1009	1536	1767	932	1280	1005	541	686	1565
ENSG00000149016	1595	810	1089	593	726	542	375	287	449	219	177	391
ENSG00000149021	0	0	1	0	0	0	0	4	0	0	0	0
ENSG00000149043	158	301	13	129	61	55	31	8	76	2	7	51
ENSG00000149050	177	100	70	83	27	88	45	26	35	49	35	105
ENSG00000149054	530	358	229	274	7	269	75	199	298	67	58	192
ENSG00000149084	8636	5549	5523	5998	6485	13871	3817	4799	3155	4657	2932	4070
ENSG00000149089	850	1990	858	962	1108	1748	463	541	530	1698	588	662
ENSG00000149090	196	743	71	163	78	300	81	960	110	169	90	210
ENSG00000149091	6913	5119	7436	4620	3979	5755	1289	2414	3943	1501	1371	1967
ENSG00000149100	13565	6738	8622	9625	8139	16191	3171	4736	5422	4755	3590	4830
ENSG00000149115	9993	13611	8245	7368	7573	5589	2099	7103	4349	1833	1331	2216
ENSG00000149124	0	1	0	0	1	4	0	0	3	0	0	0
ENSG00000149131	2999	7392	1134	1384	4937	2140	1271	7328	1454	679	729	1738
ENSG00000149133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149136	18734	11314	13473	13259	9642	10455	3807	6908	9242	3447	3220	5058
ENSG00000149150	3542	1710	339	1553	1803	2158	889	530	1106	142	358	1381
ENSG00000149177	2479	7400	1703	4454	4159	2695	973	1944	2509	1339	1328	1301
ENSG00000149179	2632	1967	1531	1975	1746	2328	1016	1213	1047	784	902	1369
ENSG00000149182	8752	5424	5718	4651	5292	4772	1545	4101	3917	1470	1438	2642
ENSG00000149187	9246	8816	7223	5695	5911	3524	2321	4420	3902	1726	1414	2313
ENSG00000149196	1389	939	1220	940	1070	1825	470	551	752	535	446	819
ENSG00000149201	40	30	7	15	17	15	6	4	10	6	6	5
ENSG00000149212	5914	1760	3013	1304	1423	1223	2577	652	522	676	704	1146
ENSG00000149218	5096	4582	4657	1905	1275	2415	1241	6061	1013	1127	672	873
ENSG00000149231	863	1326	885	905	1170	703	269	579	671	385	411	439
ENSG00000149243	131	72	169	150	180	92	164	19	97	281	199	109
ENSG00000149256	146	304	76	32	140	30	78	94	61	25	25	36
ENSG00000149257	15375	14338	13299	6032	6773	7590	2935	5087	5077	3516	2490	5103
ENSG00000149260	16839	19608	10879	11719	5268	5837	2887	16077	4202	3727	2716	3423
ENSG00000149262	1905	1488	961	1317	985	886	444	790	760	322	335	640
ENSG00000149269	7460	5730	5744	6031	4012	5203	2226	4077	2786	3184	2068	3314
ENSG00000149273	128482	46263	73802	91468	65844	226002	72322	46443	55034	59126	44347	121129
ENSG00000149289	375	1205	337	694	471	544	109	1416	384	604	53	623
ENSG00000149292	1778	1149	661	493	715	758	427	585	621	443	321	507
ENSG00000149294	46	368	22	96	136	124	14	893	42	55	55	133
ENSG00000149295	1	42	1	8	1146	128	66	45	18	4	34	123
ENSG00000149300	2	4	1	4	4	2	1	0	2	1	0	0
ENSG00000149305	0	2	0	0	1	0	0	1	0	0	0	0
ENSG00000149308	1368	1471	953	907	765	619	365	727	537	358	282	466
ENSG00000149311	2236	5919	1554	1002	1761	879	762	1184	1369	443	612	615
ENSG00000149313	2558	1417	1590	1391	1380	1752	709	897	1070	688	605	874
ENSG00000149328	4741	2905	2308	4047	2571	1947	1250	2501	3314	961	598	1395
ENSG00000149346	1572	747	365	242	333	475	597	338	457	364	420	584
ENSG00000149357	7287	4563	5993	3437	3259	6792	2313	3334	2427	2845	1861	3624
ENSG00000149380	202	380	43	23	178	72	39	15	29	14	37	40
ENSG00000149403	5	72	6	15	7	9	3	22	3	2	6	6
ENSG00000149418	37397	42772	36919	30811	23682	32359	13211	37561	22096	9636	9658	17306
ENSG00000149428	6739	13481	10204	11846	12009	7269	4589	8379	10644	2678	3429	3701
ENSG00000149435	1	1	2	4	0	4	0	1	1	1	0	0
ENSG00000149443	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149451	52	525	42	7	373	96	79	606	50	57	44	67
ENSG00000149452	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149474	1695	863	932	509	438	974	1227	547	773	622	669	1053
ENSG00000149476	4840	2275	4661	1624	5707	3116	1041	1835	1823	694	886	1673
ENSG00000149480	12464	7744	8577	5780	5601	5627	1923	4647	4453	2260	1925	2768
ENSG00000149483	1858	1684	1646	957	1442	1170	533	762	793	558	494	791
ENSG00000149485	268	1574	1568	1103	261	266	835	265	141	294	157	361
ENSG00000149488	12	11	9	5	6	34	4	9	10	8	1	59
ENSG00000149489	140	142	117	84	108	111	15	99	67	32	39	39
ENSG00000149499	3534	4097	3600	1562	3482	1576	939	1421	1401	564	666	1035
ENSG00000149503	4162	1937	2604	3001	1116	1162	414	821	2014	749	508	658
ENSG00000149506	7	23	2	2	8	12	0	8	1	2	3	6
ENSG00000149507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149516	0	3	0	0	1	0	0	1	0	5	1	5
ENSG00000149527	476	449	150	311	925	114	62	153	38	19	74	71
ENSG00000149531	700	580	951	408	815	178	288	555	19	4	89	247
ENSG00000149532	8250	5867	4262	4457	3846	3565	1917	3721	3240	1337	1304	2369
ENSG00000149534	31	283	14	3	49	17	10	97	13	9	14	43
ENSG00000149541	3030	1770	2834	1333	1603	2020	562	1183	1177	722	583	826
ENSG00000149547	8775	6972	8168	9578	3854	9247	2899	5551	6382	2562	2549	3937
ENSG00000149548	229	145	116	98	75	91	51	56	69	66	38	79
ENSG00000149554	2633	1299	1765	1535	920	1483	337	637	1229	761	483	850
ENSG00000149557	165	317	58	88	216	203	75	392	75	93	72	169
ENSG00000149564	1464	2589	1329	2090	714	771	261	1039	400	319	341	552
ENSG00000149571	10	138	14	48	24	14	19	99	0	4	2	6
ENSG00000149573	4309	4614	2490	2598	1914	5182	359	3179	1273	1178	782	1614
ENSG00000149575	1	20	2	2	12	4	9	110	3	3	0	5
ENSG00000149577	4036	3600	1672	1478	1493	1588	1059	2577	1241	554	597	1122
ENSG00000149582	141	223	228	40	98	50	119	220	50	25	26	60
ENSG00000149591	9982	13442	3087	2123	20127	10183	3329	9377	1435	1234	1143	4147
ENSG00000149596	287	205	40	76	633	93	109	322	40	19	15	74
ENSG00000149599	31	22	182	16	59	336	347	17	44	158	22	26
ENSG00000149600	2992	2085	2517	2355	4122	7454	2498	2149	2207	1685	2620	3384
ENSG00000149609	41	31	62	11	44	13	6	3	20	8	9	8
ENSG00000149633	402	933	118	97	327	192	98	104	89	62	93	197
ENSG00000149634	92	50	230	45	119	64	49	12	184	22	48	57
ENSG00000149635	2	0	4	0	1	4	2	1	0	0	3	0
ENSG00000149636	1750	1283	1925	1089	1704	2279	562	540	2169	850	1000	1006
ENSG00000149639	2615	3233	2908	666	2965	925	1448	1408	1837	538	601	673
ENSG00000149646	12	6	46	7	35	12	3	7	6	1	12	10
ENSG00000149651	0	6	1	0	0	0	0	0	0	0	0	0
ENSG00000149654	0	2	0	0	2	0	0	9	0	0	0	10
ENSG00000149656	1	2	0	1	5	0	1	0	1	0	0	0
ENSG00000149657	4062	2644	4213	3454	4085	3776	1318	1293	3254	868	1530	1486
ENSG00000149658	4769	3973	5462	5642	5580	6350	2969	3010	6894	1606	3607	2514
ENSG00000149679	612	1168	659	895	994	1247	627	617	642	295	419	471
ENSG00000149716	2023	1420	1210	894	1238	653	394	656	1009	280	438	416
ENSG00000149735	2	3	4	0	0	0	0	0	1	0	0	0
ENSG00000149742	2	0	0	0	0	1	1	1	0	0	0	3
ENSG00000149743	2968	1938	1325	1138	1063	2047	505	780	704	824	580	802
ENSG00000149761	2474	1987	1218	1861	1097	1676	526	1586	982	697	563	796
ENSG00000149781	1009	2286	586	246	631	507	143	1331	468	200	138	838
ENSG00000149782	10107	5922	12096	9137	3906	4921	1067	4356	4501	1079	1623	1810
ENSG00000149792	4087	3029	3069	3177	2830	5766	1352	2510	2293	1996	1503	3315
ENSG00000149798	1742	892	1183	1485	939	844	260	864	1240	313	162	440
ENSG00000149806	31425	13528	16454	18695	16142	40707	8564	13151	11114	8847	7256	15382
ENSG00000149809	759	720	1331	661	1108	1606	401	309	499	326	324	685
ENSG00000149823	11071	5872	3633	5689	6637	8372	2541	8677	4586	3377	2453	5134
ENSG00000149922	97	87	138	124	70	47	24	20	41	14	35	53
ENSG00000149923	6543	5629	14066	5342	4112	8280	2596	4117	4414	3941	2953	4510
ENSG00000149925	78038	76093	74243	62557	59803	68782	31843	54463	67367	37130	25964	40420
ENSG00000149926	24	19	16	4	5	4	8	15	4	7	2	2
ENSG00000149927	214	105	970	44	11	23	120	142	15	5	8	88
ENSG00000149929	1203	985	1450	786	537	470	122	632	610	395	165	316
ENSG00000149930	4002	5349	5423	3155	3544	2066	1080	3386	2796	1204	899	1223
ENSG00000149932	5561	5320	9556	4464	3452	7758	1871	3622	2933	3403	2689	4606
ENSG00000149948	1133	313	2136	588	423	334	1696	134	229	365	225	448
ENSG00000149968	188	3393	599	1129	207	1073	222	187	2745	942	1221	890
ENSG00000149970	0	84	14	2	11	29	2	47	3	13	0	4
ENSG00000149972	0	1	10	3	0	0	0	7	0	0	0	92
ENSG00000150045	1	27	2	0	3	3	0	32	1	2	1	3
ENSG00000150048	42	334	39	46	42	44	10	65	29	30	32	29
ENSG00000150051	41	86	25	11	27	84	17	55	38	33	12	102
ENSG00000150054	1985	1701	2483	1806	983	1533	214	1696	166	1110	212	470
ENSG00000150093	12962	25636	17202	13906	10950	12231	5870	12924	7692	3972	5619	5775
ENSG00000150175	0	1	6	0	1	0	0	0	0	0	0	0
ENSG00000150201	48	8	135	11	11	13	25	7	1	57	8	3
ENSG00000150244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000150275	4	13	1	0	0	0	0	0	0	0	0	0
ENSG00000150276	1	3	1	3	0	4	0	1	1	0	0	0
ENSG00000150281	53	56	70	8	67	20	47	62	9	7	18	91
ENSG00000150316	3876	2435	2285	2381	1935	3239	894	1352	1362	878	708	1194
ENSG00000150337	91	144	39	8	93	24	11	39	15	9	14	75
ENSG00000150347	5314	3211	3370	1582	1726	1236	1132	3425	1916	681	661	1215
ENSG00000150361	1	0	1	1	0	0	0	2	0	1	0	0
ENSG00000150394	16	29	62	3	15	9	3	19	7	1	2	8
ENSG00000150401	922	895	674	1645	1397	1167	585	352	1565	308	1042	365
ENSG00000150403	2153	4280	1802	10276	2316	4071	1413	1465	3364	1020	2881	1653
ENSG00000150433	1116	754	668	421	489	878	431	560	467	323	266	864
ENSG00000150455	700	706	482	451	428	390	242	370	348	126	148	180
ENSG00000150456	778	245	794	655	367	1460	408	157	680	220	435	182
ENSG00000150457	905	1980	874	601	937	470	674	1776	896	286	436	304
