TCGA.FS.A1ZE	TCGA.W3.AA1O	TCGA.EE.A185	TCGA.GN.A8LK	TCGA.EE.A2MD	TCGA.EE.A2MQ	TCGA.HR.A2OH	TCGA.EB.A5FP	TCGA.EE.A3JI	TCGA.FS.A4F0	TCGA.EE.A29Q	TCGA.EE.A29V	TCGA.EE.A2ML	TCGA.ER.A19H
ENSG00000113742	2038	2257	374	1387	3774	1977	1926	1553	14811	2201	3429	409	5435	3426
ENSG00000113749	88	1382	151	105	214	617	206	357	28	2	355	376	32	741
ENSG00000113758	7693	6051	2415	8532	4077	2859	2913	2894	5137	8252	11161	9374	6223	14204
ENSG00000113761	866	492	283	505	1053	339	479	499	1663	1734	1784	774	784	1008
ENSG00000113763	5	18	0	3	18	15	9	6	5	3	21	21	1	5
ENSG00000113790	830	1685	854	322	2442	774	931	856	1211	2433	3563	626	1979	1080
ENSG00000113805	41	30	648	254	404	20	8	383	2	8	11	276	4	217
ENSG00000113810	3509	9121	818	986	4996	7348	5076	4141	8691	3207	6909	1231	3502	5377
ENSG00000113811	2320	2222	1139	2152	1611	2930	2946	2252	3702	3639	4688	2532	2668	1187
ENSG00000113812	2317	1646	1701	1199	1785	2290	2092	2648	3653	3087	4940	3020	2493	2634
ENSG00000113838	1031	1176	480	442	987	733	1225	1069	1331	1304	2043	919	1225	655
ENSG00000113845	3290	8147	3799	3578	6191	5146	6126	6191	3904	4203	14828	7757	5890	3299
ENSG00000113851	3370	884	423	779	1574	1528	1895	1716	4924	4152	4030	450	3006	1515
ENSG00000113889	8	18	0	2	9	0	0	1	2	0	7	0	0	3
ENSG00000113905	1	1	0	4	1	0	0	0	1	0	1	0	0	0
ENSG00000113916	1024	876	731	602	1365	1777	1934	717	1828	1363	3043	2007	4151	1256
ENSG00000113924	5	5	0	5	16	5	3	3	8	6	9	0	3	5
ENSG00000113946	1	0	1	0	14	0	1	17	0	0	6	1	5	41
ENSG00000113966	228	153	69	96	346	220	171	284	398	440	833	114	306	168
ENSG00000113971	636	472	152	252	640	253	334	874	1567	1920	1220	356	803	518
ENSG00000114013	99	182	15	16	631	320	3155	37	793	78	239	125	691	768
ENSG00000114019	4587	2278	1076	713	2885	1578	1291	1710	10578	4516	2440	2496	2560	6090
ENSG00000114021	3567	3883	1615	2215	3979	1864	3064	5103	3513	5982	7979	3458	2040	2496
ENSG00000114023	3018	3392	2584	4231	2697	2150	2903	2387	2943	3940	6542	4408	3408	1490
ENSG00000114026	1179	1108	628	963	919	1024	924	1182	3208	1489	1712	1013	1531	1922
ENSG00000114030	3347	4243	2857	2062	4760	3406	2689	3358	5996	4585	7423	4755	5763	4137
ENSG00000114054	1948	7431	2376	3244	5537	2854	4109	3235	2639	3852	9078	6137	3846	2862
ENSG00000114062	3210	7858	4448	1273	3555	6792	4677	6128	8992	7289	13030	4507	5993	11988
ENSG00000114098	2111	3757	1130	930	1746	2039	2206	2929	2994	3567	4775	2131	4228	2078
ENSG00000114107	606	269	151	235	1230	1062	306	617	1432	1195	2607	298	1982	427
ENSG00000114113	9	11	0	1	0	1	2	7	4	6	1	0	0	5
ENSG00000114115	89	82	32	96	150	80	190	173	138	29	133	218	247	1329
ENSG00000114120	7673	5491	1672	1997	7290	3475	2945	6076	10225	10332	10154	1876	10098	3605
ENSG00000114124	7	3	0	0	0	2	1	2	7	8	1	1	0	2
ENSG00000114125	4100	3763	1828	2526	4098	3326	2861	3622	4904	4930	8006	4882	4982	2873
ENSG00000114126	4983	1523	1093	1074	4676	1018	1327	2125	6718	5516	7708	3346	3617	4018
ENSG00000114127	2646	3253	624	533	3715	2533	5845	3403	5722	6110	4614	524	5460	3448
ENSG00000114166	10389	2720	689	439	1847	9622	4574	5495	10503	4915	10112	960	6392	6228
ENSG00000114200	10456	2064	1863	449	3745	11169	4264	4030	3003	4116	1909	2356	44	9191
ENSG00000114204	0	1	0	0	5	1	0	0	4	1	2	0	1	0
ENSG00000114209	1586	3046	658	546	2387	2216	2046	2988	1794	2926	3869	1074	2672	1178
ENSG00000114248	0	1	0	1	0	0	3	0	1	0	0	0	0	0
ENSG00000114251	71	42	44	80	48	76	133	236	23	2	60	310	64	38
ENSG00000114268	1153	12638	11193	1677	223	9130	4963	11385	1019	1312	1864	6745	775	522
ENSG00000114270	626	248	145	87	254	604	135	1117	307	1393	105	1722	198	233
ENSG00000114279	38	22	102	41	80	49	73	81	16	908	55	19	68	53
ENSG00000114302	8666	3317	3749	1849	6261	7477	4358	4525	13987	4820	9792	6040	6537	6523
ENSG00000114315	3189	3963	3335	962	4090	2082	1271	3599	3480	6485	5591	2779	2296	4564
ENSG00000114316	4664	3541	3589	3029	3084	5806	4975	4069	5694	5409	8891	4554	3049	4927
ENSG00000114331	5481	7262	1826	956	4993	4840	5102	4527	7609	5508	6838	1770	7844	4379
ENSG00000114346	1801	5061	916	585	3563	2791	2393	3592	3515	1782	3571	1304	1517	2005
ENSG00000114349	0	0	0	2	0	0	0	2	0	0	0	3	0	0
ENSG00000114353	19343	19658	16658	21084	14768	37169	36296	24500	20842	22807	35099	43677	26388	19849
ENSG00000114354	4487	10738	6112	5435	10884	10252	5946	11321	6587	10605	11666	9463	6944	6292
ENSG00000114374	104	1021	4	744	3083	0	0	1	3973	0	0	449	243	208
ENSG00000114378	62	71	16	73	58	68	26	57	3428	275	78	913	124	432
ENSG00000114383	1419	1177	1174	2387	1096	1479	2252	2108	1993	1422	3153	2411	3044	1491
ENSG00000114388	1170	957	836	1352	586	915	1280	1543	2094	2163	3318	2373	1165	978
ENSG00000114391	30974	27057	13805	16982	27384	26463	15603	16441	35161	22495	57152	21913	16027	19061
ENSG00000114395	869	1089	1088	2072	786	1464	1839	2019	1541	1372	2282	3710	1269	824
ENSG00000114405	1633	1069	416	993	616	1081	688	1267	1450	1758	2488	1370	700	315
ENSG00000114416	10924	13796	5704	5979	18687	9513	10387	13068	16181	13848	29040	7196	14129	10425
ENSG00000114423	2522	1410	1134	682	3991	1486	4181	2678	3024	2396	2996	1300	6973	4939
ENSG00000114439	3071	5818	2275	1317	7447	7090	4506	4434	9518	7428	12742	2097	7366	3807
ENSG00000114446	1294	1452	312	673	1425	865	1224	907	1323	1614	4224	707	1229	1579
ENSG00000114450	3565	3140	2204	1053	7305	8501	4909	5695	6895	7792	3314	2516	5723	1440
ENSG00000114455	1	1	1	1	9	2	6	1	1	1	23	0	0	6
ENSG00000114473	313	948	179	337	583	409	897	411	316	327	1433	552	684	310
ENSG00000114480	1764	6187	5134	2143	3892	3503	2682	4472	8053	2223	5897	2855	3069	2718
ENSG00000114487	0	1	42	42	30	62	12	0	4	1640	114	4	165	1
ENSG00000114491	2068	3040	1864	1702	3802	2499	1669	2506	3178	3030	5342	3206	2275	1847
ENSG00000114503	6907	6535	3475	3237	11047	5474	6339	8784	6981	7609	13254	7584	7445	5341
ENSG00000114520	2620	3311	657	951	3821	2148	2619	3075	4351	4313	4255	1855	3280	2153
ENSG00000114529	11	171	243	195	342	166	34	834	22	334	168	154	84	727
ENSG00000114541	2241	6376	2908	1148	2680	1243	1761	3032	685	6532	15916	1830	5745	2625
ENSG00000114544	4833	2726	1921	4009	5589	6467	2734	4192	7237	3881	7789	6728	3643	3533
ENSG00000114547	1444	870	316	1133	1388	1418	1760	1109	1460	1707	2488	453	377	494
ENSG00000114554	26964	27628	12377	23062	66396	16846	17737	18362	34094	48126	34691	26913	99828	47378
ENSG00000114573	10111	11201	6406	4253	13410	5233	11003	7651	13320	10698	21946	7477	9708	6421
ENSG00000114626	2674	2269	936	1804	2645	743	1212	1807	4215	3043	3098	1238	3109	2132
ENSG00000114631	5560	176	4271	6564	12520	753	1019	4227	1701	4140	7072	6759	2659	2401
ENSG00000114638	6	1	53	0	22	1	0	14	0	0	0	2	8	1
ENSG00000114646	159	17	40	191	49	84	673	50	118	168	435	25	46	159
ENSG00000114648	1353	1307	1532	1373	1483	1597	1516	1688	2017	1472	3098	2439	1812	1332
ENSG00000114650	6320	4029	7102	7175	4828	7654	10023	5750	12074	8032	22132	11410	7308	9729
ENSG00000114654	52	23	8	11	25	17	15	31	35	10	51	127	24	32
ENSG00000114656	34	6	0	3	1	2	3	10	2	0	25	15	0	13
ENSG00000114670	312	803	73	319	359	66	312	198	286	302	3440	150	1085	136
ENSG00000114686	5103	7977	2887	3361	7000	5684	3774	6326	5757	5797	12706	6706	6132	4120
ENSG00000114698	642	123	313	165	709	595	504	630	2700	2937	2859	410	2652	1579
ENSG00000114735	1707	2189	866	1903	1038	1430	1490	2416	2606	2093	4425	2792	1379	1076
ENSG00000114737	253	166	142	693	521	343	675	230	420	308	506	1332	278	574
ENSG00000114738	4762	2782	3710	4352	1761	2925	3555	3209	3875	3861	7489	11072	3696	3561
ENSG00000114739	3017	1184	1009	881	3824	1299	1150	1517	4213	2378	2384	710	2789	3620
ENSG00000114742	4053	2399	1714	1798	3774	2377	2864	2224	8618	4571	5953	2514	4056	3669
ENSG00000114744	2983	2120	530	650	2771	1992	1601	2242	4231	3549	4719	1079	2771	1652
ENSG00000114745	4777	1534	2897	2552	2131	3418	3090	3570	5846	4130	4356	5120	2471	2728
ENSG00000114757	33	92	7	9	28	288	10	16	392	70	24	91	2	4
ENSG00000114767	2489	1848	1540	3053	1672	2085	1842	2129	2758	2433	3972	6501	1697	2108
ENSG00000114770	3494	3777	2662	1971	10945	5319	1857	3095	6316	5726	5402	3862	4159	5058
ENSG00000114771	28	2	0	0	2	1	2	0	2	0	4	0	0	78
ENSG00000114779	5038	8511	3254	11013	3781	7611	4359	4490	4419	6336	20952	14048	5531	2929
ENSG00000114784	2352	1925	1370	1588	1438	2884	2126	2926	4465	3705	13915	2574	3853	1719
ENSG00000114786	21	18	9	6	3	9	7	15	45	33	20	20	5	16
ENSG00000114790	1283	594	414	80	1016	560	278	1015	1011	945	1989	1042	1629	2562
ENSG00000114796	9174	3557	1788	1653	10483	3217	4133	4268	8934	7001	5185	1820	4237	3291
ENSG00000114805	32	47	77	36	44	4	28	72	81	7	82	57	7	111
ENSG00000114812	41	10	3	13	53	12	12	56	9	43	73	42	30	154
ENSG00000114841	1396	703	43	211	497	741	487	40	3646	1462	851	247	680	603
ENSG00000114850	8046	13435	6186	3858	16491	26925	17104	7834	14340	5862	25258	10483	25570	7945
ENSG00000114853	3598	1704	1758	1958	1088	2376	1231	1367	6287	6831	9809	3825	6044	2565
ENSG00000114854	3	10	5	3	3	3	11	13	13	5	28	15	6	8
ENSG00000114857	4673	3725	1090	1201	2631	3837	2607	5245	8615	13880	5615	980	3100	4611
ENSG00000114859	521	1012	279	738	228	970	1679	778	1164	2446	2188	848	1835	746
ENSG00000114861	1953	2205	67	196	2884	1946	1407	1623	920	100	2983	1484	1630	2533
ENSG00000114867	26871	29755	39740	26801	54178	46047	31495	37114	37562	29657	52363	72874	42007	48999
ENSG00000114902	7255	6703	4076	5649	4986	10137	10876	10221	5621	6652	20204	12628	10036	5172
ENSG00000114904	959	1500	658	708	739	1274	1413	2943	2476	1358	2572	929	1381	1252
ENSG00000114923	1273	793	249	1469	20	700	144	90	3393	3261	2795	2090	946	309
ENSG00000114933	2810	2333	796	804	2277	1785	1331	1470	5633	3330	3628	802	1760	4268
ENSG00000114942	16889	8817	10575	6319	13124	16825	6578	13034	37893	9099	64792	16788	7571	17346
ENSG00000114948	1838	849	903	1397	58	8905	1225	2686	20	4495	789	2613	5211	4443
ENSG00000114956	3047	2758	2094	3461	3360	3684	3496	3137	4012	4387	9043	3037	1957	4407
ENSG00000114978	8222	5412	2490	3089	10300	10808	11789	7473	11214	8601	14048	2541	7986	12821
ENSG00000114982	8192	2372	4466	3646	8327	3158	3650	4125	11455	8786	9353	6776	3901	8941
ENSG00000114988	1481	989	1314	1328	2478	1086	1241	828	2932	2659	4981	1470	1755	2575
ENSG00000114993	2619	3526	2915	3532	5702	2518	2557	3045	5127	5022	7896	4031	5048	6395
ENSG00000114999	11426	6006	4168	2989	7115	9516	3041	7436	7240	4483	18157	6640	9384	13858
ENSG00000115008	2	3	9	3	8	5	4	10	2	0	6	28	11	1
ENSG00000115009	5	346	246	71	178	99	32	143	1	0	68	116	26	12
ENSG00000115020	4762	2462	2877	1213	5958	3956	3035	3820	9358	4717	8580	2053	7176	5927
ENSG00000115041	1826	1286	2659	9328	1712	527	478	656	944	3743	1328	6524	876	287
ENSG00000115042	1428	1711	420	1965	2238	1608	1325	1308	1131	2001	4416	3981	717	2010
ENSG00000115053	53711	50690	38038	35256	78655	65133	35252	47387	63433	32887	137687	89972	36841	87860
ENSG00000115073	3447	2058	2011	1754	2949	3462	3116	3476	5609	2185	5864	3787	5292	6290
ENSG00000115084	2509	2471	1593	1012	3903	2812	1475	2704	5755	2264	6341	2184	4383	5383
ENSG00000115085	55	59	13	221	390	166	3829	19	170	47	113	28	752	985
ENSG00000115091	12353	12095	5908	8526	17454	19883	15450	11781	20119	11553	19251	12897	15299	15485
ENSG00000115107	499	148	146	428	670	471	358	73	121	76	4549	4110	927	191
ENSG00000115109	1791	1199	840	697	3394	5219	484	858	2845	2297	2674	767	1212	5721
ENSG00000115112	192	24	7	982	1110	57	34	124	11	55	171	298	38	76
ENSG00000115128	2033	5849	2225	3693	5319	4425	1755	3613	6996	5489	6431	4331	3022	5119
ENSG00000115129	121	2042	1138	563	321	532	278	592	778	1173	3945	3987	724	1003
ENSG00000115137	393	505	153	199	422	246	193	318	986	762	909	235	404	463
ENSG00000115138	433	13	18	6	13	16	38	24	10	5	620	13	12	399
ENSG00000115145	2236	2594	552	798	2909	2172	1777	1749	3196	2027	5105	705	3057	2723
ENSG00000115155	3	5	19	6	96	14	189	9	72	12	12	2	14	12
ENSG00000115159	4554	10747	1990	1692	2221	7320	3306	4174	9990	5205	12393	4725	8641	8602
ENSG00000115163	145	1037	385	596	887	497	322	924	926	421	971	1588	173	1118
ENSG00000115165	56	105	6	8	755	255	3060	23	230	13	186	56	472	426
ENSG00000115170	2710	2231	1833	1099	3429	3632	1537	2862	7007	3133	4898	3116	5281	2624
ENSG00000115183	10065	5593	4421	1629	6793	7902	1852	7965	17916	10540	11694	7180	10756	8227
ENSG00000115194	3	47	20	37	26	26	16	0	380	573	7	7	96	6
ENSG00000115204	2804	8865	4134	10340	3154	4816	3500	3871	5582	5909	11272	9210	4545	6438
ENSG00000115207	2573	6141	4381	4524	8402	4879	2779	3468	5916	5578	8207	10991	4561	11026
ENSG00000115211	1200	2135	2226	3947	2643	2970	1593	2111	4723	3683	4175	4873	2677	6548
ENSG00000115216	3862	6632	3857	10649	10491	6843	5192	4583	6518	7664	14889	12737	12212	13978
ENSG00000115221	39	7	10	0	40	74	15	97	3	2	16	26	4	8
ENSG00000115226	762	79	55	116	48	216	89	80	1458	219	2302	414	21	244
ENSG00000115232	174	141	493	10	747	624	4800	1569	342	42	217	192	795	2069
ENSG00000115233	3604	5221	2061	3236	9080	5230	3518	4410	5360	4465	8947	4384	4055	5842
ENSG00000115234	5078	13189	8451	8970	9899	8614	8014	6743	13586	8891	23033	29904	9317	15061
ENSG00000115239	145	317	59	77	213	131	96	183	309	235	400	107	198	247
ENSG00000115241	3515	11979	6006	10914	9290	8697	5449	9308	8819	6247	19776	17427	5715	14042
ENSG00000115252	58	112	15	12	201	208	49	33	167	171	122	10	76	135
ENSG00000115255	952	867	1740	1408	272	746	1697	306	3084	4554	3076	1773	1692	85
ENSG00000115257	73	177	156	313	74	80	165	192	217	328	591	134	171	271
ENSG00000115263	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000115266	347	301	387	145	227	672	456	133	3125	3515	313	410	1636	187
ENSG00000115267	537	1614	524	330	3207	2665	5637	1175	11170	11543	4037	453	1761	3926
ENSG00000115268	22954	20259	21346	46479	17019	20844	14032	7466	39490	17913	40950	16612	11546	16984
ENSG00000115271	905	712	179	162	890	386	970	745	2079	1363	2534	781	899	1375
ENSG00000115274	132	145	142	196	146	155	170	178	410	455	517	199	280	367
ENSG00000115275	3354	4311	7884	4533	6976	8594	4151	4677	6372	7021	9205	3410	8030	7238
ENSG00000115282	2392	1153	1020	1404	2296	1692	1776	1487	4203	4163	5335	1131	2423	3683
ENSG00000115286	3310	4820	2953	10813	3914	2895	4132	1197	4476	4606	7682	3850	3210	2529
ENSG00000115289	811	1541	726	1242	1242	1341	655	540	2067	1440	1812	707	1255	1063
ENSG00000115290	10	9	21	16	35	24	22	78	4	12	216	87	11	67
ENSG00000115295	2421	70	871	933	2440	1250	1559	3022	229	43	10061	1293	8700	1564
ENSG00000115297	2	13	2	5	1	1	11	2	5	1	8	1	172	5
ENSG00000115306	51889	40648	35974	37739	86905	57643	29814	24946	99192	28196	73463	67413	67783	232346
ENSG00000115307	9266	5326	6770	13402	12764	12689	8533	6516	12454	9519	17072	10376	11483	15235
ENSG00000115310	10847	19970	12983	9184	19348	18913	9252	18744	18026	14242	27526	19077	18636	18878
ENSG00000115317	1400	2321	1536	1605	2063	2255	1181	1738	3589	1460	3076	1673	1492	2717
ENSG00000115318	1469	406	110	115	261	739	2279	524	460	2691	7085	422	11381	3626
ENSG00000115325	534	1061	202	109	431	610	980	300	905	243	1436	461	606	1471
ENSG00000115339	2640	3218	1400	1500	1984	932	686	1923	315	750	841	2685	261	1496
ENSG00000115350	1483	3996	1425	2285	2824	1746	1695	4502	854	1559	5159	2573	1030	3760
ENSG00000115353	62	15	3	0	10	37	9	2	6	11	8	61	7	32
ENSG00000115355	4404	3377	1054	996	9820	5094	3647	4573	10591	4142	8256	1719	8541	15234
ENSG00000115361	16	2	0	5	2	3	0	4	2	7	5	1	1	3
ENSG00000115363	4838	2228	475	730	1796	2191	1819	2750	15627	36	3953	1001	2908	11087
ENSG00000115364	1974	4548	1716	1700	3215	2498	1594	2207	4154	3175	5001	1155	2333	4538
ENSG00000115365	7088	4795	2089	1209	4074	2810	2730	4846	12572	6509	14840	4012	6640	5644
ENSG00000115368	2543	3041	1373	956	4206	2973	1908	2874	4612	5956	7520	1755	2750	3666
ENSG00000115380	1689	667	57	56	1144	1651	1417	335	499	119	360	395	1005	2211
ENSG00000115386	0	0	1	4	0	0	0	0	0	3	4	0	0	0
ENSG00000115392	1943	2017	542	665	2276	1080	810	1453	4000	3247	3488	629	1318	2629
ENSG00000115414	259196	26522	313895	15215	220528	47245	136301	80469	3188	2391	38319	261108	7852	74245
ENSG00000115415	7317	10161	4373	3788	20113	21637	128794	11278	57778	58916	24013	10658	65757	46996
ENSG00000115419	9341	12331	5560	2095	10205	9575	5540	9716	27282	11766	20752	1253	6081	8556
ENSG00000115421	1154	1139	524	425	1726	928	804	1068	3393	1468	2158	602	1109	1691
ENSG00000115423	24	39	19	201	1543	105	23	5	62	41	884	4	228	43
ENSG00000115425	270	986	505	515	1242	711	400	656	955	1187	1534	896	535	427
ENSG00000115446	1875	1801	1082	1024	1984	1218	1374	1886	2889	2242	3422	1478	1979	1851
ENSG00000115457	904	3796	228	2294	635	4701	2266	1107	17472	236	15788	1197	8813	18783
ENSG00000115459	1096	1026	565	720	1054	592	803	803	1575	1813	2441	415	759	726
ENSG00000115461	10767	4890	346	931	4486	4631	49924	2504	7137	1547	14095	11029	9068	18847
ENSG00000115464	7907	3681	2759	1071	8201	6696	2670	3662	15109	6593	10328	3015	7557	14428
ENSG00000115468	146	984	360	5123	2420	169	1275	3436	126	90	523	3433	93	258
ENSG00000115474	579	61	32	12	368	11	265	94	1527	393	8	397	1251	439
ENSG00000115484	15060	17544	9786	8455	26393	13213	7149	10269	21139	11044	30388	15091	11059	27334
ENSG00000115486	2264	1846	4259	3614	6107	7254	3289	4185	4666	2937	6410	2498	5793	8238
ENSG00000115488	0	0	0	0	0	0	0	5	1	0	0	1	0	0
ENSG00000115504	6305	5330	1881	1178	5389	5378	2141	6330	6594	4533	25970	2075	9526	5907
ENSG00000115507	200	315	393	197	233	219	49	411	377	21	604	558	75	325
ENSG00000115514	1515	1520	414	404	2275	1976	1027	1496	2757	1652	2945	961	1168	1803
ENSG00000115520	1910	1902	964	1482	2678	2388	1884	2614	3486	2499	4297	1486	2872	2136
ENSG00000115523	38	52	11	26	169	25	1278	70	82	34	122	18	124	743
ENSG00000115524	21600	18680	8984	5747	32830	24044	15596	19188	43752	38121	33092	11990	18092	30612
ENSG00000115525	7690	8415	6507	2961	6046	8369	5770	15215	23317	13299	17601	1433	19060	17703
ENSG00000115526	2026	1656	2129	1910	3081	1417	720	1587	2330	1169	6064	4619	977	2509
ENSG00000115539	1386	1001	550	1865	1646	1797	942	1142	1503	756	2138	2194	638	1685
ENSG00000115540	2075	1392	397	690	2113	1446	1208	1348	3387	2198	2637	772	1309	1951
ENSG00000115541	5861	4184	3102	7530	10061	4571	4354	4762	6129	5407	12048	7083	2645	6274
ENSG00000115548	7132	2765	4328	2455	10215	4382	5385	5741	10376	10133	5591	2495	4800	9233
ENSG00000115556	277	85	95	248	313	997	184	170	708	2444	1020	1260	709	251
ENSG00000115561	8433	4026	2922	1848	3766	4568	2787	3541	8675	6146	9357	2583	3451	5947
ENSG00000115568	2096	1326	1513	1618	2332	2164	1176	1460	3499	2506	3061	3033	1882	2646
ENSG00000115590	14	4	17	7	37	17	401	14	26	8	31	61	21	56
ENSG00000115592	29	1	0	1	5	4	4	4	16	14	4	3	2	7
ENSG00000115593	16	22	3	1	75	18	24	12	47	0	55	23	9	41
ENSG00000115594	964	771	234	802	1114	2486	1403	282	243	168	1851	792	2168	983
ENSG00000115596	9	6	9	15	6	4	5	82	4	2	3	7	2	87
ENSG00000115598	11	5	6	1	2	11	6	12	0	4	86	18	5	12
ENSG00000115602	5	2	6	0	37	11	5	6	13	1	16	6	10	10
ENSG00000115604	25	62	17	16	413	41	215	12	48	5	300	9	167	81
ENSG00000115607	5	7	0	4	43	13	618	2	41	7	17	3	24	55
ENSG00000115616	24	1	6	14	17	1	0	0	6	3	4	4	3	4
ENSG00000115641	6277	1135	1696	9583	3694	2685	656	4263	448	131	5320	19047	1383	484
ENSG00000115648	19115	23911	14764	26604	11770	23462	14505	23894	3733	10628	20595	29276	28389	16566
ENSG00000115649	5048	7731	6196	16141	6581	4478	4300	5490	10299	9214	10084	15302	7080	4408
ENSG00000115652	2304	4928	1705	1092	5134	2803	1319	1875	1873	2699	7263	3753	4182	3627
ENSG00000115657	582	613	345	1049	625	582	323	716	1021	537	1781	782	407	885
ENSG00000115661	1488	1829	1440	1193	2186	1219	1495	1946	2760	2068	2969	3140	1793	2084
ENSG00000115665	0	0	0	15	1	0	0	0	0	0	0	1	0	0
ENSG00000115677	36924	38609	61872	35707	54203	95227	38503	42533	52685	17805	40679	112068	48948	76820
ENSG00000115685	2690	3404	1933	5179	4022	3694	3604	2239	5221	1974	3399	7228	3555	3088
ENSG00000115687	1221	902	544	934	1366	761	1103	1517	1333	940	652	1267	709	1349
ENSG00000115694	3814	3735	5700	9964	6316	5215	3123	4498	10435	3484	3429	13302	4335	8809
ENSG00000115705	5	7	0	1	3	30	8	0	0	4	0	3	4	26
ENSG00000115718	8	0	3	5	4	8	52	8	28	7	17	4	7	5
ENSG00000115738	703	716	267	643	829	785	3642	349	579	393	2254	599	673	1006
ENSG00000115750	668	1215	351	396	2057	1247	614	1468	3014	1305	2455	693	1164	2197
ENSG00000115756	2875	4012	6139	5509	5720	8331	2790	5023	8732	10081	5350	12827	6744	3666
ENSG00000115758	2372	4157	2056	6983	11939	5837	4675	5574	106	446	11576	4559	5027	4194
ENSG00000115760	6845	6079	4943	2273	12943	7914	4608	4662	19424	9110	13987	5521	7424	13673
ENSG00000115761	1276	2924	1123	2131	3790	3094	1312	2080	4101	3555	6130	2475	2232	4239
ENSG00000115762	16222	9945	15298	5559	21982	13644	9486	11924	26467	13260	18816	24999	11778	16297
ENSG00000115806	6790	5686	8490	6924	9797	13083	5732	7417	9799	5622	14366	14920	7801	9081
ENSG00000115808	3004	2811	973	936	3734	2900	1597	2264	5460	3504	5260	1478	4124	5400
ENSG00000115816	4436	6077	1090	1204	7904	4582	2215	3914	9223	6429	11435	1495	4578	7515
ENSG00000115825	14782	9526	12623	16638	36727	8105	4427	11753	15054	7209	16639	7094	20859	9638
ENSG00000115827	1719	776	481	369	1098	1150	776	971	2610	2002	3159	769	1308	1912
ENSG00000115828	52315	18356	15650	47364	48756	14135	5917	43936	21854	7686	40638	25260	43348	920
ENSG00000115839	4492	3885	3186	3337	7212	5109	3690	3478	8134	7134	11957	6335	6286	7063
ENSG00000115840	1222	868	686	926	1051	1050	1153	865	2868	3282	5634	1465	1816	808
ENSG00000115841	338	171	92	196	381	882	370	226	520	575	1498	141	572	405
ENSG00000115844	5	47	10	5	17	69	12	35	400	85	2	27	11	2677
ENSG00000115850	0	3	1	0	7	2	0	0	7	1	35	1	3	3
ENSG00000115866	7017	5326	3039	3547	8679	6112	5529	6481	11605	6531	14827	5140	4641	9935
ENSG00000115875	5668	7294	3351	3462	8367	6078	5116	6554	12944	9049	11051	6331	5442	9140
ENSG00000115884	1068	162	729	2388	864	688	2009	3438	166	53	2356	8809	322	1042
ENSG00000115896	1178	1268	602	147	1384	144	240	765	3623	601	722	279	3515	1914
