TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000056558	818	657	522	287	920	575	362	2373	716	741	872	2195	2556	515	467	1598	1458
ENSG00000056586	2671	4627	1527	833	2894	1199	1353	2954	1858	1955	1583	3398	4569	1922	2710	2139	6821
ENSG00000056736	1428	358	647	300	284	136	113	603	263	386	605	423	350	625	243	149	620
ENSG00000056972	1062	1623	1248	436	839	869	876	1454	393	1121	1133	1189	2155	947	560	1066	2345
ENSG00000056998	617	2347	889	363	389	1203	128	62	366	394	1955	3339	77	951	1096	428	632
ENSG00000057019	3973	5617	1363	1314	1973	2644	10709	2758	1147	11030	1278	2583	27054	3179	1985	5401	10086
ENSG00000057149	44	4	977	252	4	40	83	1	4	1233	285	5	20	6	21	955	0
ENSG00000057252	3281	5796	2526	1623	6148	5202	2688	4731	1430	3125	7449	5483	8032	5961	5405	3951	9112
ENSG00000057294	35	145	1678	119	1847	841	348	165	167	1554	171	128	1337	125	120	710	85
ENSG00000057468	134	4	1	0	5	4	3	12	2	3	17	12	8	1	5	5	4
ENSG00000057593	2	104	105	22	113	20	4	7	303	2	1	12	7	1	66	8	8
ENSG00000057608	15406	24060	8827	5492	12351	10061	11507	8195	5868	10297	17000	16292	23924	9183	11424	7065	31150
ENSG00000057657	489	2443	869	1506	2907	738	1603	4075	4143	2119	1490	2365	2631	707	2249	1359	1942
ENSG00000057663	1359	2014	1757	706	1530	957	849	1711	1059	1326	2186	1736	3240	1072	1645	1179	3416
ENSG00000057704	897	640	1536	207	890	1192	720	1092	431	928	928	1591	2427	260	714	607	1796
ENSG00000057757	2928	2699	1332	721	924	1076	700	2220	1504	1421	3745	3603	3102	1523	1673	1735	4225
ENSG00000057935	3707	4233	2333	1028	2629	1750	824	1717	2847	1196	4570	3465	2131	3052	1626	2333	5175
ENSG00000058056	5339	1960	700	154	2292	863	372	1430	1413	669	825	4004	2229	1136	1316	2622	5253
ENSG00000058063	2212	5351	2889	761	2570	1838	2495	2989	2468	2709	2571	3862	4894	2369	2279	2738	6103
ENSG00000058085	10446	8394	35769	6171	3967	11268	17944	4800	2737	49781	13927	2312	25792	6181	7348	16105	28686
ENSG00000058091	117	866	690	574	901	382	1085	1287	851	2278	1199	2291	940	369	1008	991	1100
ENSG00000058262	15935	47329	32663	20006	19709	32763	19125	12477	15467	17362	47807	26598	32532	19502	23911	23314	38033
ENSG00000058272	2664	6177	1980	859	2718	2151	1946	4463	2918	2702	3127	4098	6312	2244	2099	2138	6130
ENSG00000058335	15	885	19	22	330	222	296	2105	41	125	53	773	739	979	44	1103	528
ENSG00000058404	2	687	11	98	74	5	18	35	1203	100	52	26	22	9	1	17	36
ENSG00000058453	2428	1745	755	764	846	703	431	2897	773	1614	2813	3140	1625	763	670	2898	1968
ENSG00000058600	3690	5236	1595	1292	1731	2316	652	1900	1305	1151	4776	4535	2649	2258	1407	2519	3008
ENSG00000058668	3219	12635	5478	6079	10679	5071	8800	12978	6176	8024	25384	17474	11670	10247	7291	8560	12730
ENSG00000058673	11964	14109	4985	5167	8786	6000	3405	7700	5241	4842	10146	18723	6518	7637	6687	7504	11216
ENSG00000058729	1034	1651	510	540	1043	738	436	851	406	735	2070	1298	1213	1249	727	868	1886
ENSG00000058799	1777	1826	1872	1998	1214	2791	1155	1333	1084	1603	4351	3330	3143	1899	2237	1815	4151
ENSG00000058804	2422	2761	2052	1297	1066	1752	699	777	868	693	1878	1253	4612	1332	2746	1432	4139
ENSG00000058866	34	713	229	55	80	403	221	352	123	149	39	306	739	92	12	141	126
ENSG00000059122	2353	2247	1440	777	980	1335	709	4914	650	1566	4806	4084	1726	990	1098	2960	2137
ENSG00000059145	1177	1738	1249	671	514	866	237	1736	469	569	1645	2008	870	349	428	1160	740
ENSG00000059377	580	3949	1260	1564	1120	1512	874	3317	687	3886	8185	1861	3924	967	886	1179	1719
ENSG00000059378	3157	4412	2231	1303	1431	1491	1124	5196	1616	2529	3935	3369	10526	1931	820	3116	8475
ENSG00000059573	5515	14281	5161	2638	5253	7448	2237	1414	2538	3322	11353	8713	11716	8443	9345	3351	12073
ENSG00000059588	4351	5808	1444	1954	1737	2663	357	3894	2447	944	5339	8840	2045	2052	2359	3968	2697
ENSG00000059691	1204	1195	647	276	435	716	403	779	462	520	1163	1775	847	686	376	664	920
ENSG00000059728	1579	1869	2178	623	1013	1058	887	1510	532	1540	888	826	2030	957	887	756	2138
ENSG00000059758	2312	3352	1137	642	1422	1028	922	3047	2227	1260	2136	2331	2710	1424	1602	1152	3615
ENSG00000059769	990	571	389	211	417	363	429	458	308	331	550	724	1026	409	657	370	998
ENSG00000059804	453	5004	3295	1205	5122	1563	7109	6002	1929	1435	1874	1103	5322	1337	1498	1329	2166
ENSG00000059915	361	298	277	104	127	129	261	267	93	512	1044	396	253	120	190	192	270
ENSG00000060069	2254	3226	893	1416	947	1071	601	1683	1005	1458	2801	1621	2474	868	1283	1656	2181
ENSG00000060138	2972	16246	4918	5214	8099	7412	8010	9615	6658	7961	10257	9224	9166	5535	8077	5694	23044
ENSG00000060140	74	621	651	170	277	464	119	143	102	305	319	135	479	147	519	200	1252
ENSG00000060237	16081	34229	9954	3435	12213	6450	9204	14733	5759	7646	67930	24734	20613	48261	13787	10751	50036
ENSG00000060303	2	0	1	0	2	0	0	1	0	2	6	4	1	4	2	0	2
ENSG00000060339	7029	6919	2451	1797	3501	3527	1253	3426	2731	2447	3856	6162	6656	3877	3213	2735	5393
ENSG00000060491	5908	4006	1757	1524	2170	2234	1519	4832	1011	3110	2823	4946	5448	2902	981	3000	5680
ENSG00000060558	197	1492	2142	692	1029	1918	1395	1111	142	1985	3586	1068	3585	2228	782	1379	3016
ENSG00000060566	0	4	2	3	18	0	1	7	0	1	2	1	8	2	0	1	3
ENSG00000060642	2045	1071	678	330	509	620	431	624	437	503	2309	2658	1585	679	819	1073	1917
ENSG00000060656	344	2036	7228	1521	2690	2383	1602	4695	441	5052	14232	17225	747	6757	3029	8318	6580
ENSG00000060688	2433	2059	1602	974	1477	1028	594	1302	987	1029	2294	2375	3353	1677	2060	1761	4645
ENSG00000060709	1	254	38	7	48	1027	19	6	276	17	2	21	8	14	2	185	23
ENSG00000060718	991	883	9102	715	31	77	13862	61	760	34360	5026	30	902	27	5147	482	4060
ENSG00000060749	1625	2574	1745	932	1579	1450	1131	1676	2449	1212	1783	2557	4064	2109	1871	1533	4383
ENSG00000060762	4744	1505	1148	501	1247	733	543	1901	826	1069	1669	1920	1336	1103	593	1144	1557
ENSG00000060971	1075	2026	2577	1006	3008	4707	1025	3619	833	2324	5065	4468	4956	2733	1476	2134	2387
ENSG00000060982	13163	6483	741	579	1676	3311	2717	1617	1029	2550	952	6038	3355	3094	1482	985	7042
ENSG00000061273	11277	7211	3319	3195	2931	4931	2320	11720	3493	8176	4589	10914	6775	3834	3016	6964	10773
ENSG00000061337	530	1626	603	283	547	421	757	688	1108	1636	1509	1636	614	180	1007	452	732
ENSG00000061455	94	554	382	175	532	105	327	1101	397	864	636	1109	333	283	275	304	315
ENSG00000061492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000061656	316	448	1027	1126	227	202	362	117	1010	634	1923	691	505	275	363	545	357
ENSG00000061676	7725	22988	13181	3066	8478	6935	6448	5898	6755	7265	22003	14665	17502	11336	11251	9127	24137
ENSG00000061794	1193	7052	2987	1772	3229	3825	1494	1532	1537	1859	6528	3604	4268	2931	3778	1380	10480
ENSG00000061918	3044	1513	443	252	692	258	660	1391	821	1419	804	1591	746	419	848	712	2606
ENSG00000061936	4105	3759	1861	1198	1345	2017	1208	3012	2243	1867	3509	4930	2919	1281	1063	1830	3638
ENSG00000061938	3411	4028	2015	1155	1296	1983	1101	5723	3280	3216	5188	7020	4210	785	985	5385	5789
ENSG00000061987	3447	3900	2065	1312	3214	1306	776	3352	2103	1525	3914	3506	2763	1468	1773	1824	3661
ENSG00000062038	963	8227	8629	636	1288	3810	9952	824	2291	4692	1737	2594	12117	11802	2791	3982	29483
ENSG00000062096	1	2	3	0	16	3	1	7	1	0	2	5	0	3	3	2	1
ENSG00000062194	5284	6759	1975	2390	4265	2771	2404	4450	2898	3097	5909	6994	5572	4209	3591	4586	12577
ENSG00000062282	4408	460	160	550	515	442	95	204	319	142	147	2527	1886	627	149	698	1392
ENSG00000062370	154	483	158	74	125	126	77	213	195	176	56	205	257	185	153	176	503
ENSG00000062485	10581	17777	8168	4531	9472	6593	5827	5917	7177	4508	11736	11283	13099	7760	7453	5200	16533
ENSG00000062524	152	326	802	96	136	419	357	2159	356	206	98	275	92	539	945	192	854
ENSG00000062582	738	621	484	348	228	594	277	328	319	283	848	534	833	589	233	345	627
ENSG00000062598	3031	3476	1437	993	2837	1455	1576	2768	1590	1985	2799	4422	3569	1961	1616	2454	5254
ENSG00000062650	4220	5143	2266	929	3738	2058	1649	3501	1869	2224	3813	4564	10304	2972	3195	2176	7093
ENSG00000062716	23287	11890	9151	8164	11970	13355	4349	12077	6842	8417	13995	9363	26444	8138	7178	12508	18662
ENSG00000062725	5950	4634	1505	852	1705	1700	1154	2440	1434	1458	2443	3792	2617	2698	2600	2131	7223
ENSG00000062822	4153	4254	1431	1370	589	1460	648	1772	1398	1150	2109	1935	4824	1284	772	1376	3408
ENSG00000063015	15	15	1	1	7	4	0	19	2	1	6	16	3	5	3	5	9
ENSG00000063046	19928	40373	10661	8795	21464	12497	12168	16184	12311	11996	25878	25765	20499	18966	20305	10689	31736
ENSG00000063127	842	36	37	69	54	111	16	310	67	90	274	134	71	36	67	187	118
ENSG00000063169	1640	5800	1020	895	507	778	484	1315	764	815	2482	2344	1119	647	737	913	1910
ENSG00000063176	1182	1700	880	764	624	476	348	1025	396	804	1000	2074	878	402	493	816	1539
ENSG00000063177	50090	66886	15886	19104	17271	21709	25014	25981	14967	21843	64893	38243	33150	32781	19291	19983	56182
ENSG00000063180	625	2418	115	247	177	74	2728	373	812	485	432	633	622	612	70	539	2284
ENSG00000063241	2183	6728	396	1528	1421	1705	1155	1495	1009	1480	5842	2879	3042	2030	1193	1492	2694
ENSG00000063244	12526	18084	5708	5268	3951	5808	3251	5928	4822	5194	13277	10824	12692	3863	3565	5776	14296
ENSG00000063245	8109	12332	7949	4847	3265	5359	4983	7493	2981	6066	14553	11383	11736	5113	3414	6517	12510
ENSG00000063322	4508	6879	2278	1963	2300	2366	1598	2834	2154	2675	7379	5421	2981	2607	1874	2979	10162
ENSG00000063438	28	211	21	211	168	41	22	99	128	180	78	57	208	24	20	51	137
ENSG00000063515	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000063587	1397	7325	789	928	1639	1059	1416	1107	2603	1839	1848	2804	1550	1287	1551	2164	2258
ENSG00000063601	1997	4172	1249	866	1536	1200	1250	2285	1854	1134	2928	3030	3296	2640	811	4333	5292
ENSG00000063660	498	1852	6875	639	1395	4110	8999	2305	991	8139	21846	5670	1127	1615	3045	4640	5535
ENSG00000063761	737	1162	372	314	451	247	202	803	198	374	773	998	590	289	531	548	675
ENSG00000063854	2014	2851	1352	1259	1520	1272	1025	2657	686	1612	9655	5289	1775	1448	1687	1461	2283
ENSG00000063978	2806	4058	3343	1690	2113	3007	1420	2843	1776	2732	4551	5086	5254	3046	4303	3296	9894
ENSG00000064012	4288	1315	1548	861	1532	1580	877	2329	1253	1374	2143	3105	5496	2205	1083	2306	4142
ENSG00000064042	6772	17523	2041	3637	6169	3897	4016	16449	5986	1831	4053	23320	5503	9100	3396	2353	14192
ENSG00000064102	528	2703	951	566	1174	879	741	714	638	773	1347	1141	2217	943	1225	663	5131
ENSG00000064115	1131	7779	4713	2282	3419	3871	2165	3574	1762	2957	10226	6517	4198	3745	3575	2490	11730
ENSG00000064195	240	100	35	19	93	81	79	21	68	18	925	571	16	1234	83	265	526
ENSG00000064199	568	1341	298	185	348	408	155	308	362	511	650	946	378	295	567	703	829
ENSG00000064201	73	36	21	33	64	56	30	819	26	168	94	210	281	35	34	130	90
ENSG00000064205	398	189	935	1031	632	204	247	1092	639	691	915	583	426	679	434	870	1180
ENSG00000064218	3	0	7	2	111	0	3	0	50	42	6	1	0	0	2	38	9
ENSG00000064225	1552	292	172	175	150	247	151	1356	124	514	283	575	640	155	197	532	579
ENSG00000064270	648	9525	1396	478	1680	2405	536	3095	745	858	9146	6376	1071	2361	1554	2019	1334
ENSG00000064300	106	261	51	37	130	85	163	103	148	335	169	295	135	59	81	217	105
ENSG00000064309	1474	6595	219	548	482	141	111	679	1062	412	506	1090	302	238	164	483	642
ENSG00000064313	2412	4879	1459	811	2159	880	805	1410	2211	991	1745	2772	3297	1765	1766	1539	2606
ENSG00000064393	7711	11215	3015	4851	3146	2261	2382	5089	4095	4165	13364	8485	21289	3597	2806	3566	7368
ENSG00000064419	7191	5204	3165	1317	1764	2580	1625	3179	1299	2090	5325	4093	9878	4030	3002	2872	5704
ENSG00000064489	55	26	17	12	8	16	10	36	23	22	38	16	41	2	11	11	18
ENSG00000064490	1996	2910	1052	1100	782	2797	1183	1622	658	1605	5616	2008	1917	1942	1607	1493	2824
ENSG00000064545	1381	3933	986	825	613	1670	948	1474	574	967	4725	1820	1531	2485	1033	1113	2639
ENSG00000064547	973	1534	949	432	358	1028	675	1353	420	984	3151	996	1484	1274	885	831	2455
ENSG00000064601	17574	10632	19107	8616	12270	8747	12617	10195	4325	15559	20040	17226	20856	9492	6904	9837	31013
ENSG00000064607	3153	5411	1359	1421	1456	1839	618	4050	2383	1850	3171	3278	4171	1030	1304	2754	2427
ENSG00000064651	4230	34286	2322	2338	2432	1096	815	2833	3337	1485	1117	4234	1950	14410	1303	4131	6983
ENSG00000064652	550	978	428	304	534	650	487	1381	216	590	2258	1515	1667	941	442	1033	2287
ENSG00000064655	95	271	917	1416	128	71	194	157	4517	1308	390	103	115	83	30	309	213
ENSG00000064666	10011	7627	8536	8136	12226	12763	9410	14382	2980	16012	7451	20766	12900	17091	8205	13955	23116
ENSG00000064687	1678	1819	2268	2722	905	2285	462	3436	1418	1298	1699	5106	2309	998	583	2770	2294
ENSG00000064692	81	844	82	271	184	218	66	280	276	318	143	395	135	68	128	434	112
ENSG00000064703	1591	969	415	327	620	806	308	795	379	589	883	996	1321	794	563	868	2185
ENSG00000064726	1860	3769	3523	872	3640	1899	1966	3132	2295	2948	4095	4025	4237	2848	2993	2040	5983
ENSG00000064763	129	221	102	226	631	838	256	782	149	649	374	437	723	182	219	184	475
ENSG00000064787	59	762	3988	214	6922	3424	93	75	114	1500	13829	1065	240	118	1363	648	826
ENSG00000064835	5	2	3	0	5	1	0	4	2	0	9	6	2	1	3	4	1
ENSG00000064886	74	332	613	445	225	279	322	1747	84	182	76	2436	990	296	271	675	331
ENSG00000064932	6163	7768	8356	6829	4013	6944	4684	5244	2607	5449	6970	6920	10885	6766	3739	6435	13861
ENSG00000064933	1574	1771	567	428	557	464	286	965	537	368	678	1044	1494	833	830	620	1518
ENSG00000064961	3955	3500	3355	2087	1451	2519	2185	2832	1779	3064	3719	4341	4753	4537	1270	2580	4375
ENSG00000064989	793	2049	776	492	3670	1272	766	8863	1149	1343	825	5615	3461	2440	2309	1003	2537
ENSG00000064995	3382	1761	1030	945	1091	1200	614	1374	1368	1018	1097	2214	1622	1119	1800	1848	2094
ENSG00000064999	4245	5576	1807	1588	2185	1991	1339	4961	2190	1976	2565	6244	4243	4340	2715	3640	6349
ENSG00000065000	9034	13105	9816	5592	5063	7790	5042	8002	4432	6795	10563	11960	17499	15018	5356	6844	17735
ENSG00000065029	5010	2449	2312	1521	1713	2261	477	2732	1818	1382	2491	7073	2352	1631	1025	3263	1734
ENSG00000065054	8263	11476	1987	5261	2726	5902	2862	9034	1684	5978	8417	18637	7495	6438	3113	6962	11672
ENSG00000065057	1592	4114	442	945	549	1371	434	794	477	478	2160	2858	1640	2092	1124	1193	1703
ENSG00000065060	4252	5581	1945	993	1967	1572	689	1868	1342	797	1491	3145	4550	2869	3356	2275	3513
ENSG00000065135	5179	5529	2438	1656	3676	3699	3325	3788	2298	3953	5123	4051	8319	3644	3564	5081	14635
ENSG00000065150	4174	18343	4092	4136	5827	5156	4474	5176	4266	4501	6145	8995	17518	10373	7895	5121	7328
ENSG00000065154	3504	11615	5390	4633	19955	4467	2682	2785	16693	3957	20305	11840	21013	4808	3752	2379	6367
ENSG00000065183	4505	2907	1871	594	1562	2109	751	1162	1065	849	2136	1824	4977	3458	1584	1677	6975
ENSG00000065243	3433	9404	3709	838	8274	2980	1000	3357	2575	1303	2874	3941	4497	1631	3655	2323	5896
ENSG00000065268	1873	3048	1030	747	852	2120	804	1134	689	1301	1464	1962	1474	2269	1069	1187	1505
ENSG00000065308	4915	4455	2895	1719	2417	1529	2023	2290	3060	5187	2194	5251	5751	1642	2680	3060	4937
ENSG00000065320	2537	2851	231	118	273	1071	226	623	36	1270	1070	577	320	4063	875	927	1000
ENSG00000065325	2	12	8	1	5	24	5	13	12	29	6	17	4	12	17	4	8
ENSG00000065328	1140	1594	439	145	110	594	131	38	331	90	236	77	1711	208	423	155	1124
ENSG00000065357	924	1961	2075	495	1323	1294	931	2297	1433	4054	938	2401	1760	920	362	2447	2188
ENSG00000065361	21471	13490	11700	10535	31279	15239	6249	6576	5272	5048	42780	31674	7626	17033	13941	12174	40568
ENSG00000065371	10	1	0	0	0	0	5	0	0	0	0	1	2	0	0	0	0
ENSG00000065413	2962	751	197	249	1430	394	398	3892	749	1172	889	1986	2546	1231	420	1915	1829
ENSG00000065427	5066	10465	3860	3783	4186	6714	4592	4492	3165	4684	8095	9551	10384	8877	7128	5434	9327
ENSG00000065457	1877	2587	1195	775	902	945	514	1012	577	857	1527	2008	1973	1170	1195	1395	1866
ENSG00000065485	1133	5620	2428	2035	1752	2507	1756	1485	2193	1592	2441	1690	3240	1487	1663	1464	2292
ENSG00000065491	2025	1477	1178	520	872	777	591	913	1181	639	1313	2518	1616	1064	911	1356	1817
ENSG00000065518	4481	3862	3496	1731	1972	5507	2014	2361	1767	2563	7506	5280	4273	2675	3777	3444	3844
ENSG00000065526	6904	7021	2516	1973	3202	2297	1603	5365	3912	3564	4059	7921	6374	3975	4143	4752	10779
ENSG00000065534	2030	8445	4295	2185	8242	1390	4084	9957	6002	15513	5620	11683	21061	4127	5138	5238	7158
ENSG00000065548	3119	6648	2585	1358	3000	2473	1806	2092	2103	1969	4807	3761	7071	3639	3573	2655	6655
ENSG00000065559	2067	2992	1688	751	1011	1669	569	1619	868	1318	2319	3064	2271	2012	1045	1401	2581
ENSG00000065600	572	1647	478	508	459	562	339	528	354	371	885	571	717	496	686	389	872
ENSG00000065609	7	83	1	2	8	2	0	3	3	10	6	3	0	1	5	40	660
ENSG00000065613	8366	7160	4264	1377	6236	3729	3349	5807	2799	3507	16704	7358	14046	6849	6321	3627	11723
ENSG00000065615	729	1702	857	633	1161	721	859	1412	511	996	2008	1223	3341	965	960	826	1867
ENSG00000065618	409	39	409	289	4074	677	20604	527	261	30641	168	527	897	7168	5007	496	2025
ENSG00000065621	881	1149	461	211	317	984	490	824	46	434	1389	463	2439	1116	588	259	943
ENSG00000065665	846	647	393	296	220	197	88	462	355	246	235	512	447	97	172	331	420
ENSG00000065675	73	661	37	36	399	54	64	667	144	152	202	277	426	179	82	275	252
ENSG00000065717	878	2635	1268	2779	1731	1451	1798	3891	956	1427	3059	6117	490	3922	3082	3795	4123
ENSG00000065802	2572	1485	1552	810	845	711	723	1558	945	1316	1520	2796	1627	852	1013	1574	2158
ENSG00000065809	9163	10928	7695	3707	14535	10269	2332	5620	2910	3668	9170	8096	5672	5324	13842	5326	10510
ENSG00000065833	304	3275	5008	342	1878	1969	523	1357	650	279	2390	2632	2353	549	1966	691	2191
ENSG00000065882	2655	1731	1698	618	2028	1637	1887	3601	898	3869	1432	2956	5919	1483	1319	1791	3882
ENSG00000065883	2688	4821	2436	1282	2565	2041	1266	3496	2562	1990	4079	4994	4557	3179	2806	2633	6936
ENSG00000065911	3241	26872	5316	1534	3455	3418	1970	1485	2673	2077	5975	1358	7578	2596	4731	1654	8102
ENSG00000065923	5427	2484	1242	622	813	643	978	1370	636	1204	800	1410	4162	632	576	1085	2575
ENSG00000065970	756	3796	1346	837	1750	1038	1095	2142	1029	1861	3107	2892	2290	1326	1361	1625	5699
ENSG00000065978	17831	20331	12842	12715	14997	20839	9477	17745	8566	16027	12919	17386	31886	21531	18071	11419	31206
ENSG00000065989	2481	1291	2119	906	1201	3258	1474	2667	608	2577	11666	3837	3383	4002	2342	1837	3896
ENSG00000066027	11295	6585	2777	1299	2938	2664	2205	9121	1648	1899	9797	10026	3623	7292	2152	3751	2737
ENSG00000066032	5	10	0	16	1	4	1	1	0	24	16	1	2	5	1	17	51
ENSG00000066044	4777	6914	2456	1920	2367	2931	2354	2938	2405	2471	6890	5316	5267	4250	3600	3214	7372
ENSG00000066056	1169	2578	1362	699	1088	1573	1119	7167	1007	1424	1670	4398	2666	997	1647	1381	2083
ENSG00000066084	3920	5628	4160	1008	1421	2312	1741	2982	1926	2104	2388	3191	4230	1941	3127	1501	6159
ENSG00000066117	4491	9480	2908	2087	2044	2428	1145	2665	2764	2391	2890	5160	3709	2626	2734	2839	6617
ENSG00000066135	3266	4851	3307	2599	2563	1872	1124	3021	1466	1776	2848	3427	4151	4087	2389	3257	7395
ENSG00000066136	7144	2915	2486	2814	2529	2086	1201	3028	1572	2113	4059	4848	2485	3045	1526	2532	5535
ENSG00000066185	685	187	42	132	133	80	37	124	62	108	347	136	60	51	133	105	262
ENSG00000066230	55	7	22	25	20	35	5	119	30	25	31	188	47	3	5	80	14
ENSG00000066248	1143	423	576	212	708	471	1091	31	523	589	87	47	1593	966	213	51	583
ENSG00000066279	1487	5358	640	439	448	1435	477	144	1188	244	602	236	2440	672	603	564	1768
ENSG00000066294	550	1002	378	325	2597	1073	937	4325	712	2569	796	1626	8600	939	543	1296	2539
ENSG00000066322	5272	4737	5585	3021	3004	4296	2739	3935	1832	4553	14844	8418	7463	7636	3464	4580	13288
ENSG00000066336	840	1269	642	703	1455	1467	2240	5950	433	4780	3485	2383	6410	1345	530	1939	3824
ENSG00000066379	1125	1094	596	552	559	665	610	543	570	621	921	1451	1153	1789	930	797	946
ENSG00000066382	46	38	29	15	75	20	14	50	17	50	39	92	17	21	47	32	57
ENSG00000066405	409	2193	1733	8	574	552	475	65227	191	3773	39	8541	1484	5718	81	1192	2362
ENSG00000066422	2678	2879	942	606	1532	825	753	1727	1045	874	985	2044	3029	1293	1094	1690	4549
ENSG00000066427	1130	2329	507	556	890	392	512	2095	870	867	1153	2074	1389	696	791	1334	2361
ENSG00000066455	3378	11430	2729	1568	2758	2063	2130	1986	1881	2384	4875	5717	5265	2737	3916	3102	6958
ENSG00000066468	7671	1089	336	418	770	331	445	3691	332	602	1373	1555	458	814	295	1202	1412
ENSG00000066557	1262	1594	576	729	843	560	382	844	638	511	699	712	1610	697	769	970	1932
ENSG00000066583	1421	2762	634	889	1302	1119	408	1307	787	412	3467	2106	1560	1507	833	1232	2166
ENSG00000066629	197	444	749	187	660	499	547	1453	422	1640	1992	1215	475	363	699	484	1115
ENSG00000066651	704	555	528	223	625	307	195	752	344	446	444	520	951	374	358	462	623
ENSG00000066654	3650	5290	1359	1086	3212	1390	1406	2825	1562	1759	4887	4726	3347	3364	2399	2686	4341
ENSG00000066697	1680	1576	1129	507	586	843	1180	713	550	990	970	1249	1959	796	1224	1065	2876
ENSG00000066735	82	6717	131	68	162	116	117	829	143	124	1798	641	147	227	226	192	443
ENSG00000066739	3270	5199	885	801	1521	783	647	3167	1352	1536	1500	3637	2241	1079	1473	2155	3555
ENSG00000066777	4301	11060	2318	1545	5673	2873	2106	3561	4484	2646	10732	6983	6335	4224	5257	4392	7472
