TCGA.86.7954	TCGA.55.5899	TCGA.97.8547	TCGA.50.6590	TCGA.55.7281	TCGA.49.AAR4	TCGA.55.8301	TCGA.86.8054	TCGA.55.7994	TCGA.50.5933	TCGA.50.5051	TCGA.55.7995	TCGA.55.1596	TCGA.49.AAR2
ENSG00000085978	2809	1123	683	1402	1413	1993	1800	2862	2795	2732	1020	3175	1076	1019
ENSG00000085982	4959	1870	1691	1761	3594	3306	2539	2864	17675	1508	1301	4545	999	3679
ENSG00000085998	8325	2663	2441	1706	3137	3000	3433	4520	3732	2012	1980	3840	3268	3271
ENSG00000085999	699	358	116	503	96	495	515	1465	1094	396	112	524	506	475
ENSG00000086015	7002	2529	2336	2664	2888	5019	3122	2813	4687	3456	1513	5612	2736	1472
ENSG00000086061	20215	17915	2894	10526	7805	5371	22937	15586	13790	7873	7263	14629	5270	2409
ENSG00000086062	26237	11364	6294	14416	19300	13604	19053	8551	38803	14913	12649	29462	10257	3312
ENSG00000086065	6167	5488	1234	2776	4248	2969	6951	4847	8666	4245	2146	4622	4781	1366
ENSG00000086102	4854	2777	1045	2162	2305	2070	3471	3526	5201	2009	1996	5235	1471	1815
ENSG00000086159	101	3	11	2	3	68	55	15	105	4	10	32	24	5
ENSG00000086189	3331	875	747	1223	876	644	1233	3083	1247	1253	1534	1680	1138	555
ENSG00000086200	2204	809	501	843	499	383	995	3223	1490	1367	567	1111	993	253
ENSG00000086205	571	224	143	126	74	26	137	538	26	295	70	284	262	91
ENSG00000086232	19957	15310	9708	10844	8119	6718	14180	18826	14016	13690	8018	13222	12546	10779
ENSG00000086288	51	8	18	9	26	35	31	22	57	26	12	71	6	14
ENSG00000086289	2694	2431	3753	924	2014	1867	1518	732	14386	2077	740	525	816	526
ENSG00000086300	3084	1566	1143	2303	2313	585	1969	906	3955	2334	124	3789	668	1061
ENSG00000086475	5138	2821	1311	2544	1412	1487	3168	4704	2330	1662	1595	3949	2829	2533
ENSG00000086504	3682	2416	1455	1910	2439	1525	2781	2761	2941	2028	2257	5355	2853	6612
ENSG00000086506	0	181	1	8	0	0	0	0	2	0	2	3	14	46
ENSG00000086544	3810	819	676	1714	4407	3321	2503	1921	3020	2129	1414	7011	1553	1805
ENSG00000086548	264536	77	18425	75	101016	103286	101354	26107	115270	11772	17326	512250	119316	568
ENSG00000086570	366	5	144	35	42	236	29	41	63	870	25	193	16	11
ENSG00000086589	4979	1270	1326	1674	1284	1288	2523	5139	4179	2121	1575	3267	1226	1020
ENSG00000086598	47420	16926	10656	12821	12650	8681	18342	39567	27811	19129	17715	12745	34685	7748
ENSG00000086619	4388	1801	215	292	417	338	1307	3715	191	356	4718	1305	1475	1948
ENSG00000086666	2308	1646	1575	1713	2167	2320	2876	4709	4224	3525	1268	4401	5419	1877
ENSG00000086696	1145	34	31	100	2	11	3	19	5	1	8	26	43	4
ENSG00000086712	3120	605	910	1483	842	592	1322	2001	1512	950	954	2550	793	568
ENSG00000086717	55	5	163	37	45	19	29	7	10	131	9	21	14	11
ENSG00000086730	2587	908	1004	934	2034	754	1918	307	2146	1604	305	1502	474	415
ENSG00000086758	35885	13312	7411	20585	15353	8586	20826	14112	24818	14250	8031	43773	8808	5664
ENSG00000086827	2490	739	470	1084	679	557	936	1744	1765	1585	434	940	2390	240
ENSG00000086848	691	329	160	486	325	373	399	4575	1172	415	381	369	581	305
ENSG00000086967	148	2	63	344	232	17	76	41	30	10	19	131	12	15
ENSG00000086991	242	150	329	180	254	264	263	218	108	677	157	145	117	107
ENSG00000087008	3144	841	273	1419	943	662	1606	904	986	758	401	1215	895	1202
ENSG00000087053	3070	2006	678	2538	1030	1189	1493	3714	2537	2983	1141	2133	2241	697
ENSG00000087074	4495	1675	1347	2790	8031	3882	2875	5346	2336	3287	2296	2747	1287	1556
ENSG00000087076	902	289	221	361	1371	469	401	212	1851	258	119	1163	1391	975
ENSG00000087077	4956	417	2460	4373	3239	4305	6211	412	9259	2538	848	5733	2402	4582
ENSG00000087085	16754	35	259	135	827	113	1304	303	98	19	767	338	171	229
ENSG00000087086	256954	258792	85251	234313	198927	86963	268209	125474	180170	147421	92343	927779	88204	162993
ENSG00000087087	11208	3527	2952	4657	3818	5621	7108	8033	10237	3846	3697	9959	4379	7380
ENSG00000087088	4431	2006	1380	2429	2520	2994	3593	9051	2121	2254	1838	4333	1950	2744
ENSG00000087095	3255	2333	1104	755	1121	915	1072	3398	3351	856	712	3139	708	913
ENSG00000087111	8721	4636	2785	2629	2403	2066	2544	5577	6476	3074	1373	9417	3265	1202
ENSG00000087116	3439	3711	3084	2457	1168	1904	1940	998	1750	4828	563	2705	571	432
ENSG00000087128	121	370	865	3	99	1962	27	477	2086	1120	21	173	1711	228
ENSG00000087152	7660	3367	2748	4105	3876	4442	3931	8305	6095	3244	2551	6985	9201	6443
ENSG00000087157	2640	1519	1164	637	1131	1429	1733	1983	3189	1032	944	3141	824	1547
ENSG00000087191	13676	7949	5364	4372	6708	6264	7160	5932	9656	6131	3861	10963	4659	7478
ENSG00000087206	1883	785	499	754	388	668	1461	2486	1255	944	951	1411	576	595
ENSG00000087237	145	39	47	47	36	66	127	53	105	121	35	249	59	113
ENSG00000087245	13144	9588	42329	6424	13455	14456	26089	14479	5504	24431	4923	20503	4091	4365
ENSG00000087250	7	0	3	4	3	27	46	58	2	8	12	266	3	11
ENSG00000087253	2998	1318	963	1226	1590	412	1260	2500	997	2028	522	1715	458	383
ENSG00000087258	255	660	81	166	359	116	145	283	510	150	90	210	28	39
ENSG00000087263	2831	1448	1390	2158	1366	1397	1782	2065	2911	5966	1010	1930	1639	1083
ENSG00000087266	5401	1339	1373	2254	2025	3819	3134	3245	4307	1794	1111	5822	1643	1550
ENSG00000087269	4226	2228	830	2102	1381	1295	2693	4496	3714	2953	1347	2072	2817	892
ENSG00000087274	18528	6365	4811	6560	9473	7734	10603	13375	13246	8968	5294	10743	7648	4386
ENSG00000087299	554	872	193	611	125	252	660	1414	1096	355	245	1501	429	325
ENSG00000087301	812	530	272	531	271	255	713	1192	358	341	357	3229	316	225
ENSG00000087302	5976	4863	2847	7746	3427	4467	6307	7598	5793	3642	3790	9230	4613	4052
ENSG00000087303	1658	860	1128	749	541	363	992	506	431	1913	266	463	354	148
ENSG00000087338	2994	1211	644	1051	1441	958	1752	6033	2536	1117	1178	3235	1969	671
ENSG00000087365	18495	13483	6309	12782	11065	7465	14412	15408	28462	10674	6836	19397	16812	8806
ENSG00000087448	1970	2533	926	1388	708	790	910	3372	999	1011	1208	5332	832	1037
ENSG00000087460	133847	49052	37136	36618	51410	34558	60681	142164	33694	44200	26462	91543	38060	120059
ENSG00000087470	11878	3221	1681	4449	2328	1905	3049	8160	2687	2824	1844	6090	2948	2205
ENSG00000087494	71	332	187	228	71	120	139	2429	53	152	542	50	31	50
ENSG00000087495	91	191	205	13	1889	755	20	60	90	14	388	24	19	178
ENSG00000087502	13123	2652	1329	2995	1850	1396	2249	4595	3506	2957	1143	6635	3337	1575
ENSG00000087510	3943	243	439	872	1773	771	1537	4141	1397	381	576	2785	1092	432
ENSG00000087586	1711	2512	297	2668	365	702	1183	4411	2462	1368	723	2326	1669	854
ENSG00000087589	766	141	180	158	306	138	301	310	534	374	113	521	181	65
ENSG00000087842	4893	2344	226	574	153	233	779	853	467	192	3145	6492	2245	2071
ENSG00000087884	1046	560	361	311	760	633	364	450	585	435	357	914	537	183
ENSG00000087903	1260	346	445	349	502	767	352	413	626	182	201	739	688	706
ENSG00000087995	1431	1040	533	788	767	448	779	1429	1662	1309	511	1675	885	603
ENSG00000088002	84	637	327	62	2685	1096	263	119	579	310	525	161	732	340
ENSG00000088035	2029	361	395	391	765	456	828	1157	768	395	340	1138	1234	480
ENSG00000088038	4408	1531	1058	2960	1862	2866	3368	5431	4446	1621	1409	4115	1320	3318
ENSG00000088053	29	2	11	2	2	29	6	2	11	2	0	22	6	2
ENSG00000088179	2234	389	453	1154	611	763	1218	1278	1066	461	620	1730	577	759
ENSG00000088205	6859	3363	2055	5681	3645	1941	5026	8294	7892	5641	2009	6246	4540	1667
ENSG00000088247	16795	7131	6325	10201	7132	6304	9254	16448	11921	7345	4756	25387	5301	4504
ENSG00000088256	5082	3185	2988	4233	3593	3003	3587	6250	4545	2506	1943	6955	2446	1499
ENSG00000088280	6163	273	1328	1021	1234	705	1116	546	1914	760	981	4848	695	2090
ENSG00000088298	4531	2141	1609	2826	2540	1935	2982	2257	3784	2062	1620	3265	4869	3370
ENSG00000088305	337	616	218	407	67	224	349	353	345	197	132	828	590	521
ENSG00000088320	29	27	19	52	28	36	72	54	31	63	34	58	46	21
ENSG00000088325	3252	5117	900	11933	1142	1933	3237	6421	9675	3881	1406	13037	3194	2428
ENSG00000088340	717	114	482	477	43	3638	1450	251	4346	509	536	2896	1415	1190
ENSG00000088356	1683	1025	438	960	783	665	1167	1341	1325	864	400	1856	1457	870
ENSG00000088367	4892	1677	1983	3705	2845	2202	2950	1268	4323	3023	2202	4940	4829	2103
ENSG00000088386	42	109	0	1	10	99	15	29	3	21	2	288	547	41
ENSG00000088387	6085	1143	1933	1958	7213	2075	2691	4980	8514	4108	1818	4124	781	994
ENSG00000088448	4828	2229	3352	1489	2667	3000	3441	4183	4458	1666	2720	5834	1317	4290
ENSG00000088451	588	356	330	330	494	339	584	794	670	587	200	836	618	294
ENSG00000088538	495	271	304	52	126	582	299	69	2379	48	33	70	40	40
ENSG00000088543	509	340	477	196	212	226	455	635	107	197	352	278	440	296
ENSG00000088682	4342	3034	1430	1476	1286	1406	2551	4384	3558	3159	2394	3258	2922	4032
ENSG00000088726	95	191	112	74	138	246	18	6	7	32	257	377	95	108
ENSG00000088727	381	175	269	171	379	239	336	357	501	179	267	100	162	176
ENSG00000088756	310	75	281	332	220	92	333	508	51	250	127	384	55	75
ENSG00000088766	6797	2079	2950	2011	2855	2131	4275	6535	5086	1025	1274	2957	2302	3890
ENSG00000088782	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000088808	4677	991	1243	2067	1621	2513	3004	2688	6164	1158	4145	6627	944	2862
ENSG00000088812	8565	5210	2444	6558	1938	1597	2551	5659	4026	2410	1621	10280	2696	1568
ENSG00000088826	1099	673	600	3695	184	608	579	521	193	465	348	1407	422	257
ENSG00000088827	7859	1515	871	2247	967	1480	3003	544	4441	2312	148	4504	637	1387
ENSG00000088832	13599	9941	4794	11176	12486	6933	10088	25594	8597	5467	6906	13299	9134	9252
ENSG00000088833	9123	4463	2521	4350	3899	2637	4170	7907	3305	1906	1942	10073	6235	5491
ENSG00000088836	1196	1344	328	324	709	1475	95	2755	1775	41	77	3954	62	28
ENSG00000088854	2477	942	735	933	753	1040	775	1550	1975	791	347	3170	445	527
ENSG00000088876	859	491	276	646	241	347	436	1269	480	219	284	921	322	310
ENSG00000088881	4257	1161	630	455	380	933	660	811	151	198	398	2619	263	318
ENSG00000088882	543	902	1174	361	617	1435	712	301	208	520	204	627	281	398
ENSG00000088888	8481	5109	2421	7862	3662	4197	4201	6009	6876	2015	3630	19408	3293	4047
ENSG00000088899	5433	1374	1640	1325	3249	2117	1798	15752	2556	459	2471	6703	3250	4842
ENSG00000088926	24	0	0	0	2	2	4	22	2	0	16	4	0	2
ENSG00000088930	11285	5807	2383	7436	3533	2280	4015	12060	5970	2658	1688	12226	4462	1647
ENSG00000088970	1884	475	363	481	532	571	481	852	751	194	201	1369	447	931
ENSG00000088986	12265	7727	2640	7698	6277	4983	10159	9533	6748	5755	6330	8053	8211	5481
ENSG00000088992	293	2611	5800	112	1525	146	534	12033	179	78	7494	158	28580	29172
ENSG00000089006	6400	4092	2521	6037	3513	3190	4598	11997	6133	2997	2055	9343	5264	4214
ENSG00000089009	27250	17292	11414	24676	29892	13745	37223	77147	34187	15117	27009	19381	14187	22820
ENSG00000089012	403	132	70	272	197	513	681	71	660	109	41	807	81	163
ENSG00000089022	3278	1638	1010	1281	1281	1227	2013	3698	3577	1436	1874	2162	1765	1591
ENSG00000089041	2230	267	418	816	585	376	1105	116	1524	1140	60	2288	180	138
ENSG00000089048	1501	1401	445	1625	528	417	725	3355	1486	617	386	1721	616	428
ENSG00000089050	2940	2083	784	1140	1085	673	1156	4350	2341	727	590	2586	2268	490
ENSG00000089053	9319	5499	3593	6459	2312	3970	7547	7764	9839	4786	5828	6891	11616	6413
ENSG00000089057	3361	1643	945	2101	885	1165	1523	1608	2860	619	712	6936	1088	1091
ENSG00000089060	4310	883	1980	1810	2972	2324	2777	1358	3903	1734	1832	4009	2330	2871
ENSG00000089063	7079	6383	2778	5602	4546	2418	4071	10732	5224	2450	2423	7629	7176	3699
ENSG00000089091	631	198	156	215	142	316	139	529	357	123	89	602	243	159
ENSG00000089094	4076	924	793	1755	1019	1172	1841	2740	1173	1102	871	3653	1350	1502
ENSG00000089101	72	736	2	11	28	105	3	86	11	17	12	12	45	5
ENSG00000089116	2	26	133	162	33	206	0	0	1	0	1	1	0	1
ENSG00000089123	642	706	322	536	294	288	342	1310	602	281	154	872	500	267
ENSG00000089127	28631	1311	4386	1644	3123	4073	8633	956	12326	1877	2549	5579	26535	5027
ENSG00000089154	18318	6105	4264	6949	3606	4717	12439	12686	9211	8454	4440	11807	6677	4299
ENSG00000089157	64297	31993	27949	47283	52259	31064	89603	172485	92683	32213	55919	42178	61678	41206
ENSG00000089159	12435	1768	5039	8248	5497	5424	6028	3130	13563	9844	4069	7583	2637	4907
ENSG00000089163	120	41	52	27	39	71	89	170	55	22	119	42	57	164
ENSG00000089169	22	240	0	9	0	3	7	4	23	14	2	25	20	19
ENSG00000089177	2602	1292	809	1289	1590	590	1153	2305	1297	582	428	1798	880	850
ENSG00000089195	2959	1616	597	1737	768	647	907	4983	1208	489	422	2443	1286	662
ENSG00000089199	77	119586	487	8	2	421	12	476083	5	7	83	25	235	10
ENSG00000089220	22592	11297	7035	5739	16072	6517	14757	15301	8143	5354	18783	9872	12246	15727
ENSG00000089225	306	234	370	103	378	242	380	347	125	482	188	274	106	119
ENSG00000089234	3011	1009	679	1409	1098	874	1563	2394	2624	1585	1391	1968	1152	1225
ENSG00000089248	18731	9755	5270	5333	12211	6836	11212	15416	13593	4054	23028	11514	14254	28430
ENSG00000089250	23	33	13	2	123	3	12	44	9	3	2	11	3	3
ENSG00000089280	33338	6167	7623	14301	18304	13288	19235	25408	12879	12049	8945	30774	8292	19634
ENSG00000089289	4470	2315	1608	2280	3998	2070	2873	5083	5305	1847	2440	3945	2275	1394
ENSG00000089327	4341	1995	3947	7792	11321	9659	4708	1136	2423	6455	1204	6545	1146	7672
ENSG00000089335	1642	648	685	619	465	1165	941	1156	1285	863	405	2143	345	772
ENSG00000089351	8595	3816	3227	3692	7686	5740	6146	9290	4495	2356	5257	6294	4477	8973
ENSG00000089356	1395	1084	3062	1325	1739	2351	5477	1489	1579	163	4007	18657	3719	8256
ENSG00000089472	939	844	1602	566	588	343	812	686	292	1725	307	698	317	251
ENSG00000089486	2434	2026	735	1367	1642	749	1825	2454	1241	1248	1119	1691	1188	1840
ENSG00000089505	119	18	62	29	29	59	54	59	140	35	26	112	37	25
ENSG00000089558	50	17	4	15	5	18	21	5	19	4	4	88	16	45
ENSG00000089597	61763	43640	12657	36582	13462	12141	27041	50055	50911	25372	14413	57699	12870	14984
ENSG00000089639	3577	901	1072	1547	1698	1923	1963	741	2565	1231	521	4332	786	1238
ENSG00000089682	1499	392	491	287	459	471	560	946	1162	728	334	1293	443	334
ENSG00000089685	1572	3966	636	2867	864	1706	3424	4124	4704	2030	1422	3264	3695	3553
ENSG00000089692	2465	504	55	1199	262	1542	1512	95	1505	191	93	5459	182	522
ENSG00000089693	18000	5311	5802	14496	8786	6971	11046	11379	10830	5666	6680	20050	13294	10870
ENSG00000089723	555	68	62	102	62	178	128	277	189	226	58	410	511	82
ENSG00000089737	10899	5966	5237	9076	5476	5577	8423	7563	9551	5227	4523	15491	4057	5435
ENSG00000089775	1019	571	706	666	345	1096	854	847	1276	414	584	1700	729	524
ENSG00000089818	3859	1755	1318	2102	1229	1123	1924	3607	3414	1738	890	3883	2240	919
ENSG00000089820	5387	910	4158	1741	2018	6484	3321	2644	7558	1042	2986	5078	4557	6823
ENSG00000089847	116	17	464	17	167	275	69	40	723	33	46	188	21	149
ENSG00000089876	3946	1366	1298	2113	1110	1758	3900	4091	984	2691	2216	4019	391	1242
ENSG00000089902	2788	2113	1203	4255	1129	1705	2414	2164	6794	1649	1178	7556	972	819
ENSG00000089916	2483	1207	1173	2109	798	1403	1549	2325	3347	1797	781	3166	679	560
ENSG00000090006	3691	2195	2655	3509	3142	3302	4918	1123	13630	2573	1107	6586	1440	2792
ENSG00000090013	3728	1992	1948	1617	3388	2935	4349	795	3060	1881	1882	22041	4361	5162
ENSG00000090020	8969	1252	2836	2364	2695	2315	3573	2293	4744	2905	1496	5372	3532	1775
ENSG00000090054	4440	1731	978	2898	1429	1640	1926	5007	3166	3211	1610	4628	1615	406
ENSG00000090060	15719	10917	3763	16136	5123	6518	10188	37315	14438	6636	7879	28084	6918	11149
ENSG00000090061	1014	538	279	941	280	423	533	791	1641	452	223	2080	465	170
ENSG00000090097	1194	759	1475	828	1544	1398	2054	6879	2782	1217	1152	1009	1083	1497
ENSG00000090104	6720	5923	444	1990	12622	4342	5134	3023	2915	6140	1247	1733	1752	3430
ENSG00000090238	4891	804	1682	1150	5665	4907	3965	1527	2407	1413	3083	3285	1290	8741
ENSG00000090263	2179	2215	831	1843	1296	1143	1943	2369	1588	827	1288	1809	3617	1442
ENSG00000090266	6898	3891	2066	4121	3134	2695	4051	4897	3761	1693	2109	3507	4338	2345
ENSG00000090273	10535	4315	3812	4363	7807	4553	7834	6247	5805	5563	3785	6672	4015	9135
ENSG00000090316	4695	1907	1264	1771	2777	2391	2953	4938	4276	2646	1621	2736	3043	2202
ENSG00000090339	17046	3029	8017	8584	55986	10354	26636	2656	57726	10087	2770	11512	4296	1603
ENSG00000090372	6346	3638	2191	3879	3906	4880	5309	9753	5078	3371	2399	7844	2887	3814
ENSG00000090376	3897	235	401	717	1755	761	1315	471	817	846	349	2952	127	1238
ENSG00000090382	34060	17355	27491	29515	14377	3709	34763	5539	69958	27326	1401	118993	22994	2208
ENSG00000090402	0	0	0	0	4	0	0	0	0	0	0	2	0	0
ENSG00000090432	3017	1469	986	1721	1583	1318	1702	1565	2497	1364	894	3114	1816	492
ENSG00000090447	983	600	411	755	778	373	843	1116	1162	794	905	1515	367	1927
ENSG00000090470	2050	582	622	1010	542	767	950	2083	1272	926	518	1528	982	712
ENSG00000090487	10486	2519	3033	3753	3996	2746	4993	7458	4834	3506	2839	8612	8261	4006
ENSG00000090512	3	1	0	0	3	1	7	0	1	0	1	0	8	0
ENSG00000090520	9187	4101	2674	4218	2337	2982	4970	8774	7037	2873	3029	6875	8857	4593
ENSG00000090530	462	106	174	2185	280	166	565	1590	135	519	238	175	42	122
ENSG00000090534	152	263	267	17	7	9	42	280	5	14	532	229	29	542
ENSG00000090539	638	797	1627	121	133	141	504	2464	87	213	3114	1418	74	3707
ENSG00000090554	215	43	74	85	98	162	179	48	183	64	53	263	27	146
ENSG00000090565	5489	1629	1702	1632	2032	1624	2091	3098	2001	899	5142	7450	2046	2323
ENSG00000090581	4154	2365	2925	1640	4299	2266	3246	1866	3067	2383	3228	6095	3735	9648
ENSG00000090612	2132	611	462	1217	1184	534	946	1804	2959	931	817	1310	774	302
ENSG00000090615	13296	3560	4941	4234	5051	5040	8605	8188	14436	5243	4283	9250	4207	6487
ENSG00000090621	17654	3503	4052	8471	8703	7302	11313	16415	8253	5965	5556	8463	5541	6312
ENSG00000090659	610	926	258	1509	281	164	746	420	2294	1107	45	252	222	44
ENSG00000090661	3275	3092	590	582	2009	1380	1812	2061	222	145	3733	8359	4435	3067
ENSG00000090674	2336	1296	947	1140	1382	967	1405	1670	1449	1131	565	1330	841	1014
ENSG00000090686	5099	1497	1531	2567	2357	2369	3210	4901	3196	2195	1340	4174	1899	3199
ENSG00000090776	1788	839	2656	852	2530	1166	1377	1013	536	1142	400	1704	499	1199
ENSG00000090857	3572	1678	1473	2954	1178	2176	1728	2768	4002	1599	1043	4387	1052	1243
ENSG00000090861	22620	14692	6349	7379	3759	4399	12572	11373	9197	9985	7329	16322	9123	6306
ENSG00000090863	17350	12657	9224	13321	7033	7003	11106	10262	14890	10507	6469	21882	7979	7019
ENSG00000090889	2071	2216	315	2261	420	928	1930	4064	4567	909	678	3220	1251	785
ENSG00000090905	5997	806	1826	1808	1763	1599	2438	2828	5877	2639	1752	7153	1593	3172
ENSG00000090924	2924	816	995	2423	797	2535	1753	8764	2212	1568	3906	4915	1862	6361
ENSG00000090932	44	1682	1	96	0	6	18	3560	3	1	1329	23	5	16
ENSG00000090971	570	389	348	624	628	1410	1363	2191	1087	261	350	1908	878	2496
ENSG00000090975	2357	1190	773	1401	528	702	2615	2161	4787	975	2392	877	585	1014
ENSG00000090989	3377	1337	1094	6736	1639	1524	1843	3862	2627	2723	1149	4712	1754	1634
ENSG00000091009	2240	971	561	996	891	518	1169	2833	2030	1487	913	1647	573	474
ENSG00000091010	7	3	3	0	26	10	3	0	6	1	2	5	1	1
ENSG00000091039	5688	2150	1716	2994	2536	1346	3007	6266	5669	5691	1705	4580	1762	578
ENSG00000091073	5021	558	1716	2284	3621	3661	2093	672	4820	1971	619	4076	3506	4385
ENSG00000091106	437	147	193	167	253	116	219	128	333	352	54	427	85	86
ENSG00000091127	2183	1240	520	2229	622	532	1208	1702	3295	1290	651	1023	1121	771
ENSG00000091128	19	13	10	2	6	10	7	10	3	15	4	14	33	3
ENSG00000091129	228	5562	43	198	80	300	395	475	64	376	295	118	26	33
ENSG00000091136	10463	8492	6852	10562	3800	3969	6784	8786	9383	15877	2988	4768	3443	2264
ENSG00000091137	111	11	16	9	43	132	27	46	56	36	33	43	27	575
ENSG00000091138	1	0	1	1	4	2	0	1	1	1	0	2	0	0
ENSG00000091140	7867	5080	1308	5007	2046	1859	3808	8273	4736	3439	1652	5793	3494	1584
ENSG00000091157	1694	1603	459	916	676	508	860	1694	2517	1118	396	2195	589	683
ENSG00000091164	4194	3763	1331	2498	2326	1395	3151	6381	3191	2000	2286	4828	2987	3584
ENSG00000091181	102	2	3	71	32	164	123	10	17	23	24	25	50	15
ENSG00000091262	1823	110	981	34	691	304	1423	268	1518	208	1454	2250	349	1919
ENSG00000091317	8296	5163	3332	4748	5899	2877	5775	8086	13641	6373	3237	6732	3951	1343
ENSG00000091409	2864	20131	1746	13982	840	1048	3629	1741	3789	10190	666	3156	3147	1736
ENSG00000091428	339	468	90	100	136	128	216	224	106	157	122	260	3077	36
ENSG00000091436	2548	1419	1360	9160	1703	1099	2702	2939	1135	3020	829	5630	2036	565
ENSG00000091482	29	1	99	1	27	57	4	1	1	0	2	3	0	43
ENSG00000091483	6654	4066	1384	3863	2431	1559	4922	8091	1745	2469	3174	4274	4771	2127
ENSG00000091490	23889	7829	2597	7195	6481	8468	12619	4425	12475	7437	3511	17479	10748	6731
ENSG00000091513	5166	375	24	34	19	56	52	15540	17	6	829	592	89280	8
ENSG00000091527	12300	4427	3596	11446	4507	5075	9712	13193	16622	11749	4258	23674	5749	3791
ENSG00000091536	149	54	107	44	76	231	88	479	220	58	102	222	77	626
ENSG00000091542	7329	2812	2181	6404	2778	2795	6791	22695	4792	4099	3295	8978	3259	4838
ENSG00000091583	2684	1128	143	2	60	62	38	13	38346	24	36	21	186	8
ENSG00000091592	2378	438	1561	1296	620	3543	1542	430	3936	1091	525	2559	280	10925
ENSG00000091622	652	26	704	330	1081	1184	314	498	1352	1126	332	787	167	518
ENSG00000091640	2608	3787	849	1660	1670	1882	2132	2804	1849	951	1278	2441	1106	2774
ENSG00000091651	514	661	195	386	104	469	362	918	680	570	201	615	627	671
