TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000145700	46	9	10	16	6	52	19	5	14	29	55
ENSG00000145703	494	512	164	152	199	502	4207	338	1808	1940	1150
ENSG00000145708	7	14	2	2	2	5	2	8	12	26	8
ENSG00000145715	1829	656	3588	1353	774	2362	2811	824	2456	3665	2851
ENSG00000145721	1	9	1	6	1	0	0	0	5	1	4
ENSG00000145723	303	191	263	179	82	238	158	129	222	314	188
ENSG00000145725	1306	825	1869	1233	791	2594	1376	879	2096	2947	2028
ENSG00000145730	9060	5484	16614	13313	5317	10500	2678	7261	14806	13803	11497
ENSG00000145734	1984	573	2700	1219	1094	1626	1847	708	2025	3663	2271
ENSG00000145736	146	55	161	133	64	170	147	103	60	217	437
ENSG00000145740	2784	1793	4228	2939	1674	3352	2253	1640	3352	4394	2559
ENSG00000145741	17984	12985	26023	13780	8230	20081	12675	12388	16657	21370	9298
ENSG00000145743	518	889	1643	554	527	1172	603	744	1058	1423	726
ENSG00000145757	19	20	28	5	8	68	29	17	28	29	105
ENSG00000145777	36	48	47	3	1	4	32	9	26	15	5
ENSG00000145779	874	2363	2249	503	123	845	7194	712	1866	2081	639
ENSG00000145780	896	1170	1427	1040	696	1547	812	1254	1720	3464	1698
ENSG00000145781	451	822	1670	541	323	863	564	613	931	950	611
ENSG00000145782	1373	1407	3084	1104	1082	1493	1606	1265	2048	3287	1668
ENSG00000145794	49	40	77	2	3	46	23	25	157	30	10
ENSG00000145808	0	1	0	0	0	64	14	0	0	2	0
ENSG00000145817	4067	2061	3556	2016	1564	2547	2676	1719	2413	4675	3357
ENSG00000145819	1838	613	1479	3780	3302	1260	1861	1399	2840	5637	1113
ENSG00000145824	1350	4775	502	71	8	2488	4	68655	1343	224	521
ENSG00000145826	1	0	0	0	0	0	0	0	1	0	6
ENSG00000145832	3	1	4	0	1	0	3	20	15	0	11
ENSG00000145833	2250	1251	4322	1944	2180	3667	3982	1613	2992	5017	3855
ENSG00000145835	0	0	0	0	0	0	1	0	0	0	0
ENSG00000145839	0	1	0	0	0	0	0	0	0	0	0
ENSG00000145850	118	101	4	7	2	128	11	6	10	51	30
ENSG00000145860	24185	4223	21765	7608	3487	5644	2129	4542	7025	14594	17462
ENSG00000145861	79	115	19	18	7	11	30	59	120	47	35
ENSG00000145863	0	0	1	0	0	0	0	0	1	0	1
ENSG00000145864	16	61	910	27	6	8	16	59	344	8	99
ENSG00000145868	3110	1050	4366	1238	1064	2695	1172	1255	2056	3249	2600
ENSG00000145879	16	1	16	0	3	1	0	0	4	0	1
ENSG00000145882	404	306	258	298	139	591	594	444	783	744	1222
ENSG00000145888	1	0	0	0	0	1	0	0	1	1	4
ENSG00000145901	8196	5808	11146	4718	1548	9711	6509	7936	10030	16087	7087
ENSG00000145907	3577	3776	8062	5145	2713	9335	8388	4755	7726	11970	18659
ENSG00000145908	138	65	17	380	582	52	212	46	760	379	982
ENSG00000145911	364	217	1197	425	49	161	342	131	1655	269	589
ENSG00000145912	3171	1377	3248	1699	789	1985	1451	1439	3333	1656	2289
ENSG00000145916	3325	864	3553	2057	750	1569	1757	940	4966	2109	2695
ENSG00000145919	1293	996	2393	1136	755	1471	1504	801	1927	1855	2284
ENSG00000145920	32	3	6	10	4	0	15	0	58	11	3
ENSG00000145934	192	44	6	3	0	11	16	6	17	22	16
ENSG00000145936	165	325	125	64	33	117	38	595	432	340	125
ENSG00000145945	503	236	683	756	186	652	26	253	270	955	552
ENSG00000145949	240	35	75	15	32	556	132	23	70	82	32
ENSG00000145975	12	0	10	3	5	2	3	1	3	14	3
ENSG00000145979	574	504	543	886	661	636	746	660	892	915	456
ENSG00000145982	748	498	934	627	343	711	736	516	479	1022	434
ENSG00000145990	438	367	212	257	137	103	721	427	220	379	633
ENSG00000145996	1025	538	634	1333	903	993	1174	979	1110	950	587
ENSG00000146001	17	16	23	3	3	9	6	21	19	16	21
ENSG00000146005	14	5	70	8	3	7	3	4	15	9	137
ENSG00000146006	20	2	9	43	5	16	7	8	14	22	18
ENSG00000146007	1975	2292	4972	2004	1499	4135	3582	2537	2656	3876	3538
ENSG00000146013	392	242	94	2204	6	16489	56	30	328	62	12
ENSG00000146021	305	199	106	491	42	743	26	95	319	260	188
ENSG00000146038	625	137	410	349	127	70	943	86	191	897	331
ENSG00000146039	0	0	1	8	0	0	0	0	0	0	2
ENSG00000146047	0	0	0	3	0	0	0	0	0	0	0
ENSG00000146049	4	0	17	6	5	0	10	2	5	8	2
ENSG00000146054	163	22	676	35	21	12	194	22	116	227	75
ENSG00000146063	6055	622	3766	1360	967	1183	1273	713	2995	1896	3151
ENSG00000146066	3005	1888	2802	2960	1323	1617	1157	2448	3203	2724	1783
ENSG00000146067	3213	628	5126	2842	1064	1290	1046	665	6783	1881	1648
ENSG00000146070	370	435	40	569	185	351	295	607	428	1731	1009
ENSG00000146072	4674	3471	14846	12974	2068	2061	4971	9994	5799	37098	5984
ENSG00000146083	4618	1764	6865	2760	1568	3104	3142	3782	3873	4478	3490
ENSG00000146085	1430	856	2435	1813	954	1204	2768	1463	1613	1945	1740
ENSG00000146090	5243	0	1	1	3	223	27	1	9	11	21
ENSG00000146094	557	1066	104	549	268	765	319	796	963	2204	823
ENSG00000146109	1512	1581	1987	1842	824	1443	2329	1534	1439	2066	1314
ENSG00000146112	2446	5221	1559	2120	829	4328	3498	5131	4563	9240	2215
ENSG00000146122	602	433	644	497	91	459	153	855	1340	1067	19033
ENSG00000146143	506	362	361	359	322	313	1422	437	579	616	574
ENSG00000146147	0	6	4	1	1	6	8	5	9	3	0
ENSG00000146151	21	88	3	14	2	13	27	37	27	43	85
ENSG00000146166	6917	293	898	2066	2443	4	174	692	719	468	752
ENSG00000146192	834	720	133	205	138	407	173	854	556	2382	1602
ENSG00000146197	70	587	94	1197	44	778	41	2876	2696	565	128
ENSG00000146205	106	25	80	418	18	125	187	111	205	776	292
ENSG00000146215	14	19	6	6	1	8	46	5	13	11	7
ENSG00000146216	17	4	6	65	7	19	33	19	32	28	18
ENSG00000146221	16	103	5	6	35	5	17	9	12	223	58
ENSG00000146223	4639	2427	5158	5715	3734	10760	7430	3546	3822	5740	5093
ENSG00000146232	1029	1941	721	958	441	1877	1977	2691	1654	2007	435
ENSG00000146233	673	236	411	361	228	43	204	121	303	166	37
ENSG00000146242	1709	1203	5816	1560	1097	604	3871	1896	3503	1620	1482
ENSG00000146243	225	159	387	281	118	314	167	190	242	262	128
ENSG00000146247	3854	1108	2339	1549	1133	1911	2824	3008	2949	3635	1897
ENSG00000146250	11	29	5	4	8	7	4	13	10	20	4
ENSG00000146263	725	238	327	261	360	273	1242	357	1067	891	547
ENSG00000146267	908	506	1422	398	166	926	274	1084	877	926	177
ENSG00000146276	5	6	1	3	1	1	7	2	2	2	0
ENSG00000146278	5117	3827	5746	2180	1948	3507	2895	5710	3238	6686	3684
ENSG00000146281	1398	519	1360	909	326	1259	1484	685	1611	3517	1058
ENSG00000146282	1699	1249	1681	909	841	1436	1534	1286	1497	1915	1376
ENSG00000146285	208	169	25	17	28	96	40	53	53	90	154
ENSG00000146350	187	71	85	67	63	181	131	140	248	220	225
ENSG00000146352	4	0	0	0	0	0	125	0	3	1	0
ENSG00000146360	0	0	0	1	0	0	0	0	0	0	0
ENSG00000146373	865	405	426	652	321	258	7932	906	1708	1150	328
ENSG00000146374	159	171	1	56	14	220	145	77	127	101	54
ENSG00000146376	1505	1977	984	1061	733	1317	971	2528	2950	6997	1805
ENSG00000146378	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146383	1	0	0	0	0	0	0	0	0	0	0
ENSG00000146385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146386	1359	2043	927	1204	690	1287	1359	1892	2153	1868	1505
ENSG00000146399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146409	910	731	456	554	1118	1139	950	480	1004	1162	318
ENSG00000146410	100	76	34	73	166	68	822	93	229	238	251
ENSG00000146411	51	47	304	25	15	135	212	44	79	205	25
ENSG00000146414	388	135	196	244	163	362	472	146	359	655	365
ENSG00000146416	1761	1242	1617	997	576	1060	1105	1967	1880	1287	1779
ENSG00000146425	7974	3280	4091	3555	1537	1717	3502	4693	5764	5066	2479
ENSG00000146426	324	156	117	220	69	176	224	176	463	207	142
ENSG00000146433	3327	1315	1828	3148	1081	1560	4288	1918	1570	2769	2280
ENSG00000146453	10	10	2	2	9	4	2	0	124	16	16
ENSG00000146457	3713	2986	3715	2433	1359	2342	4586	2757	3902	3953	3032
ENSG00000146463	3306	1111	2426	2339	1371	5065	5020	2556	2495	4950	5213
ENSG00000146469	20	2	3	18	0	5	1	2	4	10	3
ENSG00000146476	2323	821	1009	1019	565	1800	3657	1399	1725	3520	857
ENSG00000146477	454	387	4318	790	37	1251	97	1870	1455	1476	299
ENSG00000146521	58	12	20	9	5	136	28	29	70	61	64
ENSG00000146530	20	10	474	547	7	12	912	66	245	314	171
ENSG00000146535	2932	3381	2288	4598	1563	3255	7246	4792	4352	11829	4922
ENSG00000146540	2492	3687	3710	4184	2278	2739	3758	3118	6430	4357	4678
ENSG00000146555	294	911	607	1943	1479	448	2418	1127	1924	440	354
ENSG00000146556	213	79	234	173	105	251	189	134	276	191	227
ENSG00000146574	382	471	465	639	498	1003	780	546	569	610	446
ENSG00000146576	1107	1329	1379	2250	600	1425	1334	993	1882	1696	882
ENSG00000146587	856	428	776	1112	898	1168	1558	571	1531	1536	1973
ENSG00000146592	97	226	262	271	21	160	74	322	941	451	259
ENSG00000146618	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146648	3407	1328	4787	3674	1260	5152	122065	4767	24898	10702	7594
ENSG00000146666	12	16	1	19	7	27	184	6	14	23	35
ENSG00000146670	816	285	193	429	1495	693	4077	400	1226	2542	1502
ENSG00000146674	8812	9260	5820	15180	1695	2142	98454	5244	21688	6754	10482
ENSG00000146676	3329	1696	4271	3194	2695	4714	6681	2156	7935	5079	3239
ENSG00000146677	61	37	58	94	23	40	40	120	74	56	250
ENSG00000146678	24	1	2	22	1	1	29	2	5	2	21
ENSG00000146700	53	34	50	621	43	85	32	50	72	121	159
ENSG00000146701	9476	4594	9508	6570	7348	11797	7971	6135	10217	10187	6424
ENSG00000146707	548	154	230	161	88	214	169	528	207	736	227
ENSG00000146722	1	0	1	0	0	1	0	0	1	2	6
ENSG00000146729	2888	3052	3248	1610	2213	3246	4508	2624	6366	4937	2102
ENSG00000146731	6086	5614	6682	3686	10130	9796	16510	6352	15681	13362	10822
ENSG00000146733	365	536	474	344	1280	1958	891	266	1421	1323	1287
ENSG00000146755	1	5	0	8	0	46	5	17	2	20	9
ENSG00000146757	415	914	219	249	436	536	441	317	766	1959	1307
ENSG00000146776	516	249	192	240	368	442	297	201	203	397	317
ENSG00000146802	1210	752	1568	1448	378	3260	736	890	1374	1827	2586
ENSG00000146809	0	0	0	0	0	0	1	1	1	0	2
ENSG00000146826	1434	471	1190	1433	603	514	552	862	1407	1683	3243
ENSG00000146828	2797	964	6108	1895	1160	3462	1666	2150	4186	3669	6032
ENSG00000146830	5973	768	6565	3795	2259	3375	1842	2065	6096	4841	10411
ENSG00000146833	1211	725	2165	1061	1199	2079	666	1518	1693	2036	3657
ENSG00000146834	2447	1483	3219	1636	1209	2156	2637	2199	3286	3166	3929
ENSG00000146839	0	0	2	5	1	4	4	0	0	2	13
ENSG00000146842	1209	633	1301	530	837	2017	1291	900	1797	2457	4901
ENSG00000146856	174	61	106	38	30	158	55	95	202	157	252
ENSG00000146857	0	1	0	0	0	0	2	0	30	2	0
ENSG00000146858	285	39	356	207	218	195	640	56	209	594	859
ENSG00000146859	823	809	568	449	379	962	2490	688	1048	2120	1888
ENSG00000146872	1949	619	1359	1613	659	1563	1394	1341	1713	3728	1341
ENSG00000146904	1395	365	904	864	479	845	720	601	990	1597	3676
ENSG00000146909	1069	388	1203	933	489	1242	1062	603	1026	1971	2828
ENSG00000146910	15	1	0	0	0	10	4	0	0	2	21
ENSG00000146918	1429	330	584	1258	1214	995	2325	624	1833	3033	4607
ENSG00000146926	0	0	0	0	0	0	2	0	0	0	4
ENSG00000146938	48	46	16	10	10	74	38	37	47	135	11
ENSG00000146950	1686	241	637	1206	286	397	1121	588	936	3429	218
ENSG00000146955	109	19	40	23	35	155	50	40	60	180	93
ENSG00000146963	2101	671	1473	1053	966	1550	1330	1294	1706	1865	3127
ENSG00000146966	440	197	235	196	33	181	870	218	782	399	1791
ENSG00000147003	52	72	331	259	2	347	18	96	261	63	62
ENSG00000147010	2417	2344	1656	1891	756	2378	4148	2486	5063	8221	2209
ENSG00000147027	735	1075	203	218	112	1012	219	540	1129	987	721
ENSG00000147036	6	36	32	173	4	21	39	14	161	31	237
ENSG00000147041	207	32	479	1349	1186	42	45	11	22	67	490
ENSG00000147044	1875	1214	1786	3070	1478	2238	1371	1152	3393	2300	1731
ENSG00000147050	1224	818	575	1206	755	1170	1302	1090	1654	3689	3916
ENSG00000147059	4	9	6	17	2	8	2	10	7	9	6
ENSG00000147065	23133	17816	40205	11883	2168	45304	12135	61124	25428	85950	41134
ENSG00000147081	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147082	106	7	6	4	80	4	135	18	21	59	187
ENSG00000147099	1019	374	1840	659	429	915	956	1348	910	1289	1415
ENSG00000147100	481	508	1487	237	58	594	284	1074	713	2156	740
ENSG00000147113	647	672	245	381	99	262	136	301	462	1197	469
ENSG00000147117	8	5	0	10	13	1	8	2	6	8	3
ENSG00000147118	582	220	334	598	312	496	296	186	676	552	1581
ENSG00000147119	284	217	111	341	84	230	143	115	191	224	72
ENSG00000147121	729	322	277	400	205	498	694	311	692	565	1002
ENSG00000147123	3683	2618	2044	6266	3576	2858	2857	2274	4868	5174	3852
ENSG00000147124	488	254	312	616	417	607	342	212	641	1031	1427
ENSG00000147127	21	12	82	18	13	14	15	56	41	38	24
ENSG00000147130	2831	810	5157	2267	1960	3257	2870	2829	3746	5096	4825
ENSG00000147133	1587	741	3901	1330	1108	2310	2691	2093	2303	3068	2373
ENSG00000147138	62	71	4	2	5	48	42	8	23	123	29
ENSG00000147140	20559	7437	26059	13851	12082	18698	16966	19645	21174	29005	16102
ENSG00000147144	1268	277	1014	1370	1019	1135	2080	958	1855	1991	2133
ENSG00000147145	6	13	1	36	1	4	4	15	21	3	60
ENSG00000147155	3134	1320	1495	1370	3425	1081	3366	1516	2740	2589	2127
ENSG00000147160	1	6	1	0	0	0	0	6	2	2	5
ENSG00000147162	8715	2213	39061	4768	11666	12476	4692	3579	24543	10623	22455
ENSG00000147164	2021	1491	4210	1586	1894	2764	5658	3402	2625	3513	3304
ENSG00000147166	31	27	81	32	21	28	13	27	77	38	52
ENSG00000147168	1735	5268	463	830	316	1894	2325	2751	2656	3414	1785
ENSG00000147174	66	11	262	52	42	40	23	69	141	132	192
ENSG00000147180	294	59	324	279	54	384	77	145	428	135	959
ENSG00000147183	0	2	1	0	0	0	0	0	2	1	4
ENSG00000147202	661	529	1138	367	240	989	429	1359	1120	2296	1018
ENSG00000147206	6	7	7	5	6	12	1	33	7	29	14
ENSG00000147223	1	0	6	1	0	3	5	2	4	0	0
ENSG00000147224	1048	1396	1798	963	1275	3051	3483	2041	2410	2715	2220
ENSG00000147231	53	71	42	5	3	34	347	91	625	142	241
ENSG00000147234	199	24	469	144	3	33	38	16	1185	59	2228
ENSG00000147246	0	0	1	0	0	1	127	0	3	1	0
ENSG00000147251	796	977	544	547	128	1713	369	707	1048	2381	2519
ENSG00000147255	22	38	102	76	2	158	75	66	109	8	1033
ENSG00000147256	0	0	14	0	0	0	2	0	0	0	0
ENSG00000147257	502	280	341	217	32	488	115	285	1616	1234	814
ENSG00000147262	0	0	0	3	0	0	0	0	0	0	3
ENSG00000147274	9026	4376	8468	5510	3874	8283	7484	6752	10407	9941	8194
ENSG00000147316	560	582	868	1149	272	638	461	563	684	1091	1281
ENSG00000147324	3740	1045	1880	3352	468	4339	801	2554	1994	4998	4481
ENSG00000147364	885	835	2070	2631	231	1272	537	1626	1900	2451	1436
ENSG00000147378	13	5	6	13	0	2	10	5	18	46	23
ENSG00000147381	0	0	0	0	0	0	15117	1	0	0	0
ENSG00000147383	1546	634	1660	676	606	1132	2496	1957	2280	1797	965
ENSG00000147394	2571	371	1933	600	339	2249	7879	3777	1877	6122	2002
ENSG00000147400	2163	2520	5520	1584	1537	2220	2975	5767	4621	3261	2912
ENSG00000147403	50831	65866	105058	64612	16271	57371	46843	92817	82372	86785	24608
ENSG00000147408	1361	1048	846	1062	345	557	1853	741	685	628	682
ENSG00000147416	2904	3338	3840	5198	1134	2867	2175	6730	4501	13459	6396
ENSG00000147419	936	844	1558	680	373	1296	815	1238	1128	2427	1228
ENSG00000147421	532	228	963	521	187	474	222	455	1294	1106	676
ENSG00000147432	4	3	0	0	0	0	9	2	0	0	3
ENSG00000147434	8	22	3	2	3	14	16	7	11	12	6
ENSG00000147437	68	9	244	106	18	40	13	28	91	53	61
ENSG00000147439	549	319	990	380	155	337	430	600	639	1001	941
ENSG00000147443	392	774	139	261	168	301	230	1239	628	2396	592
ENSG00000147454	6568	489	12535	4660	771	3923	1315	3265	6336	12854	1880
ENSG00000147457	1956	2257	2954	1782	520	2448	998	2671	2431	4599	2965
ENSG00000147459	5727	286	2473	10334	1256	1521	4837	1575	1773	8883	1203
ENSG00000147465	9	24	5	2	3	2	14	8	5	2	7
ENSG00000147471	1151	1282	1854	1310	680	1902	2249	2430	1941	4561	3929
ENSG00000147475	1404	1716	2442	2652	1652	1459	5074	2382	1850	4320	4392
ENSG00000147481	0	0	0	0	0	0	2	0	0	0	1
ENSG00000147485	84	53	7	162	8	36	24	40	94	164	301
ENSG00000147488	12	14	2	5	4	15	59	26	18	41	13
ENSG00000147509	25	30	11	4	3	13	301	39	22	225	176
ENSG00000147526	4696	3100	3872	2896	679	4618	9631	2549	2298	7064	4468
ENSG00000147533	1103	2016	2020	1453	751	2244	3838	1928	1816	3254	2226
ENSG00000147535	2611	1576	3687	2184	1623	1790	1907	1512	2351	4569	2327
ENSG00000147536	215	72	80	66	150	220	857	141	222	624	881
ENSG00000147548	2270	1517	4465	2378	1692	2516	4641	2432	2714	6181	5367
ENSG00000147570	57	70	11	71	49	46	40	99	84	349	188
ENSG00000147571	0	2	0	0	0	0	3	1	0	0	2
ENSG00000147573	16	33	12	1	12	17	2	41	8	796	20
ENSG00000147576	491	72	586	95	89	39	75	50	307	154	403
ENSG00000147586	482	527	844	453	209	888	589	513	426	599	664
ENSG00000147588	0	1	0	0	0	0	1	0	1	6	0
ENSG00000147592	2189	1714	1425	498	365	1780	1094	1068	1656	3142	1219
ENSG00000147596	0	0	0	0	0	3	0	1	2	1	0
ENSG00000147601	744	709	1089	904	498	1400	1415	754	962	1631	1230
ENSG00000147604	18783	21860	49942	28373	11181	33510	15878	20279	18656	27572	13520
ENSG00000147606	23	16	21	18	2	43	2	21	44	7	29
ENSG00000147613	0	0	0	0	0	0	2	0	0	0	0
ENSG00000147614	31	113	5	90	4	29	41	237	119	827	75
ENSG00000147642	9812	551	4020	2179	549	125	74	359	1016	465	562
ENSG00000147647	19	33	2	2	1	5	6	9	2	13	4
ENSG00000147649	3881	3551	5688	5345	2392	12430	6107	4076	7469	12543	7556
ENSG00000147650	145	362	869	333	45	1068	817	534	546	991	1424
ENSG00000147654	1114	1200	1755	882	459	1672	1211	929	1328	1552	1036
ENSG00000147655	19	58	3	9	0	121	3	7	5	43	9
ENSG00000147669	1416	2076	2947	1540	1106	2313	2524	1542	2698	1956	3039
ENSG00000147676	11620	10303	23446	4172	5473	24418	5620	18041	22757	40517	14392
ENSG00000147677	9481	6828	15110	10177	4355	14470	7257	9215	11715	13739	9170
ENSG00000147679	727	823	1003	631	407	1719	906	568	1596	1644	1743
ENSG00000147684	3327	5812	4353	5935	2518	7220	2571	6019	6246	5887	2659
ENSG00000147687	729	588	859	505	307	1322	595	438	842	699	515
ENSG00000147689	11857	459	4035	6536	11935	1846	603	5318	3850	80263	1578
ENSG00000147697	486	27	165	10	67	8	164	63	633	321	710
ENSG00000147724	80	5	0	2	0	6	0	29	11	9	2
ENSG00000147753	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147761	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147789	704	534	1208	1000	613	1022	1131	510	1596	1459	1471
ENSG00000147799	437	197	949	1458	671	436	845	467	1217	1131	966
ENSG00000147804	1294	661	2737	5489	83	2005	2574	1417	3424	8457	3138
ENSG00000147813	5201	929	2339	2158	794	1973	2682	3873	3736	4531	2691
ENSG00000147852	417	277	828	566	347	970	114	162	700	922	659
ENSG00000147853	4811	1699	2331	1790	1728	5133	2671	1492	2583	4888	2272
ENSG00000147854	1754	644	1037	1147	605	2041	2408	575	2429	3400	2141
ENSG00000147862	3234	1803	1163	1717	985	2656	436	4312	5152	6628	18987
ENSG00000147869	0	0	0	0	0	1	0	0	6	2	1
ENSG00000147872	1328	1277	1173	2209	1665	2956	5401	1904	7200	10800	3360
ENSG00000147873	0	0	0	0	0	0	0	2	7	0	1
ENSG00000147874	456	335	309	744	433	471	1270	384	961	1227	3035
ENSG00000147883	200	522	40	451	326	1563	37	2794	2093	2039	665
ENSG00000147885	0	1	0	0	0	0	0	0	0	0	0
ENSG00000147889	52	766	39	545	1709	233	15	162	5884	2094	1359
ENSG00000147894	397	575	551	482	420	415	763	368	957	1456	819
ENSG00000147896	0	0	0	0	0	0	5	0	0	1	1
ENSG00000147905	598	870	853	807	556	2221	789	743	1052	1569	1924
ENSG00000147912	220	178	151	222	100	390	204	154	374	313	440
ENSG00000147955	1062	1158	3761	1869	1460	3449	3657	3512	2718	4047	3531
ENSG00000147996	173	117	242	111	118	211	176	62	240	124	272
ENSG00000148019	638	331	403	348	835	386	875	575	1251	1655	503
ENSG00000148053	61	109	64	9	8	141	6	194	799	169	74
ENSG00000148057	308	169	310	280	70	220	189	320	226	338	243
ENSG00000148082	203	104	1650	63	21	1324	15	553	554	612	418
ENSG00000148090	824	276	629	362	262	329	503	342	533	614	415
ENSG00000148110	2641	2000	2540	2286	1229	2274	5289	3576	4885	5562	3199
ENSG00000148120	1895	1171	2062	1385	280	2086	658	1594	2234	3807	3818
ENSG00000148123	361	74	63	468	3	919	0	126	113	168	5
ENSG00000148136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148143	1381	273	912	928	15	1398	483	921	1210	2173	1285
ENSG00000148153	1627	789	1223	1309	584	1519	1632	1305	1738	2119	1183
ENSG00000148154	2583	4127	4236	1406	1784	3326	6282	4814	3957	4714	2700
ENSG00000148156	1	0	4	0	0	0	1	0	1	0	0
ENSG00000148158	3250	1136	13482	2484	281	6608	488	3117	2626	4595	2247
ENSG00000148175	16846	9485	11476	8833	11421	6938	7951	12117	13387	37497	6432
ENSG00000148180	19132	14809	12845	13213	3741	7374	20405	45861	19328	28463	12549
ENSG00000148187	2034	585	1540	843	651	815	939	805	1728	1251	981
ENSG00000148200	1021	45	528	244	140	340	481	721	725	271	136
ENSG00000148204	25	41	0	8	1	2	23	27	31	12	19
ENSG00000148215	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148218	3148	1242	4964	1977	776	1984	2578	2994	3051	4189	2619
ENSG00000148219	155	133	212	91	61	158	133	118	120	275	126
ENSG00000148225	341	63	294	258	92	229	104	195	409	619	436
ENSG00000148229	2306	2406	1801	1452	1593	2166	4267	2598	3164	3930	2166
ENSG00000148248	18460	9718	18998	16092	7833	10895	17594	15980	20059	25067	15018
ENSG00000148288	334	618	314	1139	95	226	377	555	702	768	421
ENSG00000148290	3082	1798	2919	1738	1057	1142	2148	2226	2852	2307	1575
ENSG00000148291	540	581	1057	499	228	515	650	814	1183	666	445
ENSG00000148296	2087	907	2429	1339	742	1265	1944	1637	2632	2306	1963
ENSG00000148297	1851	708	2083	1093	733	1334	2186	1110	2903	2662	3484
ENSG00000148300	1254	681	1306	936	505	1014	1726	1064	1693	1620	1414
ENSG00000148303	37461	50667	50754	54011	22108	32676	32841	50171	40976	43591	17115
ENSG00000148308	2899	1299	2311	1879	1100	1290	3535	2112	3549	3256	1788
ENSG00000148331	1510	695	1522	1107	577	847	1593	1324	1845	1584	1388
ENSG00000148334	3011	1186	2483	1949	1252	1204	2004	1788	2449	2796	2029
ENSG00000148335	1389	571	1312	560	390	427	846	918	819	983	853
ENSG00000148337	3660	1909	4330	3882	1933	2917	6554	3311	4392	6410	2952
ENSG00000148339	2270	545	666	1196	1499	516	872	616	1492	2284	2018
ENSG00000148341	5089	1786	6318	3350	1388	1707	12054	3547	5825	4808	2613
